Edad;Sexo;Periodo;Total
22;Hombres;1994;340956
22;Hombres;1993;336292
22;Hombres;1992;330707
22;Hombres;1991;327843
22;Hombres;1990;332864
22;Hombres;1989;330996
22;Hombres;1988;331018
22;Hombres;1987;337038
22;Hombres;1986;325995
22;Hombres;1985;316147
22;Hombres;1984;310377
22;Hombres;1983;305359
22;Hombres;1982;300356
22;Hombres;1981;301215
22;Hombres;1980;295019
22;Hombres;1979;275839
22;Hombres;1978;271982
22;Hombres;1977;260721
22;Hombres;1976;265729
22;Hombres;1975;271277
22;Hombres;1974;255147
22;Hombres;1973;257984
22;Hombres;1972;258237
22;Hombres;1971;274710
22;Mujeres;2023;245845
22;Mujeres;2022;234889
22;Mujeres;2021;226043
22;Mujeres;2020;229343
22;Mujeres;2019;222469
22;Mujeres;2018;217663
22;Mujeres;2017;217236
22;Mujeres;2016;224281
22;Mujeres;2015;231976
22;Mujeres;2014;231614
22;Mujeres;2013;238035
22;Mujeres;2012;245719
22;Mujeres;2011;252286
22;Mujeres;2010;258716
22;Mujeres;2009;267450
22;Mujeres;2008;273941
22;Mujeres;2007;276800
22;Mujeres;2006;279753
22;Mujeres;2005;291137
22;Mujeres;2004;298399
22;Mujeres;2003;308717
22;Mujeres;2002;311012
22;Mujeres;2001;325127
22;Mujeres;2000;330211
22;Mujeres;1999;340647
22;Mujeres;1998;339763
22;Mujeres;1997;337667
22;Mujeres;1996;330961
22;Mujeres;1995;330625
22;Mujeres;1994;324675
22;Mujeres;1993;321636
22;Mujeres;1992;317333
22;Mujeres;1991;314946
22;Mujeres;1990;320701
22;Mujeres;1989;318106
22;Mujeres;1988;318800
22;Mujeres;1987;326341
22;Mujeres;1986;314105
22;Mujeres;1985;305621
22;Mujeres;1984;301484
22;Mujeres;1983;308765
22;Mujeres;1982;297574
22;Mujeres;1981;292669
22;Mujeres;1980;287148
22;Mujeres;1979;270009
22;Mujeres;1978;265987
22;Mujeres;1977;258603
22;Mujeres;1976;259914
22;Mujeres;1975;264448
22;Mujeres;1974;247519
22;Mujeres;1973;251506
22;Mujeres;1972;255353
22;Mujeres;1971;270754
23;Total;2023;500359
23;Total;2022;472712
23;Total;2021;477031
23;Total;2020;468354
23;Total;2019;458215
23;Total;2018;453952
23;Total;2017;463887
23;Total;2016;476243
23;Total;2015;474433
23;Total;2014;483655
23;Total;2013;500488
23;Total;2012;516940
23;Total;2011;530195
23;Total;2010;550031
23;Total;2009;574630
23;Total;2008;591803
23;Total;2007;594073
23;Total;2006;616984
23;Total;2005;633486
23;Total;2004;651702
23;Total;2003;659215
23;Total;2002;675215
23;Total;2001;681318
23;Total;2000;699971
23;Total;1999;698731
23;Total;1998;692405
23;Total;1997;679030
23;Total;1996;679258
23;Total;1995;667896
23;Total;1994;660067
23;Total;1993;650467
23;Total;1992;644686
23;Total;1991;651627
23;Total;1990;645364
23;Total;1989;646924
23;Total;1988;659856
23;Total;1987;636635
23;Total;1986;618480
23;Total;1985;609042
23;Total;1984;612477
23;Total;1983;596512
23;Total;1982;592184
23;Total;1981;580154
23;Total;1980;543438
23;Total;1979;534591
23;Total;1978;515970
23;Total;1977;521764
23;Total;1976;531498
23;Total;1975;499819
23;Total;1974;505943
23;Total;1973;511442
23;Total;1972;543871
23;Total;1971;498773
23;Hombres;2023;256235
23;Hombres;2022;243142
23;Hombres;2021;243573
23;Hombres;2020;238424
23;Hombres;2019;233721
23;Hombres;2018;231344
23;Hombres;2017;236350
23;Hombres;2016;241867
23;Hombres;2015;241244
23;Hombres;2014;245022
23;Hombres;2013;253351
23;Hombres;2012;261250
23;Hombres;2011;268432
23;Hombres;2010;278894
23;Hombres;2009;293421
23;Hombres;2008;302490
23;Hombres;2007;303406
23;Hombres;2006;316282
23;Hombres;2005;325304
23;Hombres;2004;333373
23;Hombres;2003;337443
23;Hombres;2002;346052
23;Hombres;2001;349169
23;Hombres;2000;357633
23;Hombres;1999;357482
23;Hombres;1998;353205
23;Hombres;1997;346752
23;Hombres;1996;347430
23;Hombres;1995;341916
23;Hombres;1994;337276
23;Hombres;1993;331773
23;Hombres;1992;328578
23;Hombres;1991;331460
23;Hombres;1990;328749
23;Hombres;1989;329123
23;Hombres;1988;334965
23;Hombres;1987;324009
23;Hombres;1986;314114
23;Hombres;1985;308701
23;Hombres;1984;304940
23;Hombres;1983;299681
23;Hombres;1982;300088
23;Hombres;1981;293791
23;Hombres;1980;274322
23;Hombres;1979;270105
23;Hombres;1978;258856
23;Hombres;1977;263850
23;Hombres;1976;268989
23;Hombres;1975;253519
23;Hombres;1974;255985
23;Hombres;1973;257082
23;Hombres;1972;273708
23;Hombres;1971;253399
23;Mujeres;2023;244124
23;Mujeres;2022;229570
23;Mujeres;2021;233458
23;Mujeres;2020;229930
23;Mujeres;2019;224494
23;Mujeres;2018;222608
23;Mujeres;2017;227537
23;Mujeres;2016;234376
23;Mujeres;2015;233189
23;Mujeres;2014;238633
23;Mujeres;2013;247137
23;Mujeres;2012;255690
23;Mujeres;2011;261763
23;Mujeres;2010;271136
23;Mujeres;2009;281209
23;Mujeres;2008;289313
23;Mujeres;2007;290668
23;Mujeres;2006;300701
23;Mujeres;2005;308182
23;Mujeres;2004;318328
23;Mujeres;2003;321772
23;Mujeres;2002;329163
23;Mujeres;2001;332148
23;Mujeres;2000;342338
23;Mujeres;1999;341248
23;Mujeres;1998;339200
23;Mujeres;1997;332278
23;Mujeres;1996;331828
23;Mujeres;1995;325981
23;Mujeres;1994;322791
23;Mujeres;1993;318694
23;Mujeres;1992;316108
23;Mujeres;1991;320166
23;Mujeres;1990;316614
23;Mujeres;1989;317801
23;Mujeres;1988;324891
23;Mujeres;1987;312626
23;Mujeres;1986;304366
23;Mujeres;1985;300342
23;Mujeres;1984;307537
23;Mujeres;1983;296831
23;Mujeres;1982;292096
23;Mujeres;1981;286363
23;Mujeres;1980;269116
23;Mujeres;1979;264487
23;Mujeres;1978;257114
23;Mujeres;1977;257914
23;Mujeres;1976;262509
23;Mujeres;1975;246300
23;Mujeres;1974;249958
23;Mujeres;1973;254359
23;Mujeres;1972;270163
23;Mujeres;1971;245374
24;Total;2023;491791
24;Total;2022;483675
24;Total;2021;476079
24;Total;2020;473997
24;Total;2019;467308
24;Total;2018;473546
24;Total;2017;481596
24;Total;2016;477800
24;Total;2015;484860
24;Total;2014;498713
24;Total;2013;517345
24;Total;2012;534183
24;Total;2011;553069
24;Total;2010;578952
24;Total;2009;606204
24;Total;2008;620074
24;Total;2007;639089
24;Total;2006;654444
24;Total;2005;674412
24;Total;2004;680087
24;Total;2003;699219
24;Total;2002;690462
24;Total;2001;703350
24;Total;2000;701775
24;Total;1999;695575
24;Total;1998;681808
24;Total;1997;681429
24;Total;1996;670097
24;Total;1995;662208
24;Total;1994;652975
24;Total;1993;647244
24;Total;1992;653390
24;Total;1991;641625
24;Total;1990;644034
24;Total;1989;656343
24;Total;1988;633120
24;Total;1987;615175
24;Total;1986;606191
24;Total;1985;610867
24;Total;1984;595062
24;Total;1983;590554
24;Total;1982;578776
24;Total;1981;541080
24;Total;1980;531264
24;Total;1979;512599
24;Total;1978;517851
24;Total;1977;527284
24;Total;1976;497035
24;Total;1975;502409
24;Total;1974;509244
24;Total;1973;542284
24;Total;1972;497424
24;Total;1971;472223
24;Hombres;2023;252397
24;Hombres;2022;247062
24;Hombres;2021;242207
24;Hombres;2020;241628
24;Hombres;2019;237639
24;Hombres;2018;240689
24;Hombres;2017;244280
24;Hombres;2016;242513
24;Hombres;2015;245234
24;Hombres;2014;251633
24;Hombres;2013;260566
24;Hombres;2012;269419
24;Hombres;2011;279308
24;Hombres;2010;294272
24;Hombres;2009;309197
24;Hombres;2008;317191
24;Hombres;2007;327283
24;Hombres;2006;336391
24;Hombres;2005;346063
24;Hombres;2004;348326
24;Hombres;2003;358930
24;Hombres;2002;354185
24;Hombres;2001;359328
24;Hombres;2000;359047
24;Hombres;1999;354834
24;Hombres;1998;348185
24;Hombres;1997;348420
24;Hombres;1996;342845
24;Hombres;1995;338255
24;Hombres;1994;332906
24;Hombres;1993;329671
24;Hombres;1992;332085
24;Hombres;1991;326510
24;Hombres;1990;327249
24;Hombres;1989;332912
24;Hombres;1988;321987
24;Hombres;1987;312083
24;Hombres;1986;306991
24;Hombres;1985;304571
24;Hombres;1984;298997
24;Hombres;1983;299018
24;Hombres;1982;292853
24;Hombres;1981;272819
24;Hombres;1980;268280
24;Hombres;1979;256964
24;Hombres;1978;261959
24;Hombres;1977;266695
24;Hombres;1976;251922
24;Hombres;1975;253987
24;Hombres;1974;255886
24;Hombres;1973;272704
24;Hombres;1972;252424
24;Hombres;1971;238185
24;Mujeres;2023;239394
24;Mujeres;2022;236613
24;Mujeres;2021;233872
24;Mujeres;2020;232369
24;Mujeres;2019;229669
24;Mujeres;2018;232857
24;Mujeres;2017;237316
24;Mujeres;2016;235287
24;Mujeres;2015;239626
24;Mujeres;2014;247080
24;Mujeres;2013;256779
24;Mujeres;2012;264764
24;Mujeres;2011;273762
24;Mujeres;2010;284680
24;Mujeres;2009;297007
24;Mujeres;2008;302882
24;Mujeres;2007;311807
24;Mujeres;2006;318053
24;Mujeres;2005;328349
24;Mujeres;2004;331761
24;Mujeres;2003;340289
24;Mujeres;2002;336277
24;Mujeres;2001;344022
24;Mujeres;2000;342728
24;Mujeres;1999;340741
24;Mujeres;1998;333624
24;Mujeres;1997;333009
24;Mujeres;1996;327252
24;Mujeres;1995;323953
24;Mujeres;1994;320069
24;Mujeres;1993;317573
24;Mujeres;1992;321305
24;Mujeres;1991;315115
24;Mujeres;1990;316785
24;Mujeres;1989;323431
24;Mujeres;1988;311133
24;Mujeres;1987;303092
24;Mujeres;1986;299200
24;Mujeres;1985;306296
24;Mujeres;1984;296065
24;Mujeres;1983;291537
24;Mujeres;1982;285923
24;Mujeres;1981;268262
24;Mujeres;1980;262984
24;Mujeres;1979;255634
24;Mujeres;1978;255892
24;Mujeres;1977;260589
24;Mujeres;1976;245113
24;Mujeres;1975;248422
24;Mujeres;1974;253358
24;Mujeres;1973;269580
24;Mujeres;1972;245000
24;Mujeres;1971;234037
25;Total;2023;503949
25;Total;2022;482401
25;Total;2021;482112
25;Total;2020;483500
25;Total;2019;487082
25;Total;2018;491087
25;Total;2017;483148
25;Total;2016;488028
25;Total;2015;499099
25;Total;2014;513825
25;Total;2013;533293
25;Total;2012;555641
25;Total;2011;580841
25;Total;2010;609717
25;Total;2009;634832
25;Total;2008;665323
25;Total;2007;676476
25;Total;2006;696049
25;Total;2005;703213
25;Total;2004;720640
25;Total;2003;715102
25;Total;2002;712159
25;Total;2001;704778
25;Total;2000;698754
25;Total;1999;684518
25;Total;1998;683623
25;Total;1997;672306
25;Total;1996;664320
25;Total;1995;655455
25;Total;1994;649816
25;Total;1993;655863
25;Total;1992;643182
25;Total;1991;641087
25;Total;1990;652730
25;Total;1989;629598
25;Total;1988;611805
25;Total;1987;603327
25;Total;1986;609225
25;Total;1985;593645
25;Total;1984;588853
25;Total;1983;577515
25;Total;1982;539890
25;Total;1981;527901
25;Total;1980;509255
25;Total;1979;513913
25;Total;1978;523060
25;Total;1977;494208
25;Total;1976;498870
25;Total;1975;507105
25;Total;1974;540659
25;Total;1973;496107
25;Total;1972;471518
25;Total;1971;505288
25;Hombres;2023;256902
25;Hombres;2022;245752
25;Hombres;2021;245547
25;Hombres;2020;245707
25;Hombres;2019;247206
25;Hombres;2018;248583
25;Hombres;2017;244871
25;Hombres;2016;246319
25;Hombres;2015;251446
25;Hombres;2014;258227
25;Hombres;2013;268053
25;Hombres;2012;279407
25;Hombres;2011;293918
25;Hombres;2010;309817
25;Hombres;2009;324584
25;Hombres;2008;341372
25;Hombres;2007;347537
25;Hombres;2006;357994
25;Hombres;2005;361329
25;Hombres;2004;370306
25;Hombres;2003;367686
25;Hombres;2002;364218
25;Hombres;2001;360567
25;Hombres;2000;356481
25;Hombres;1999;349566
25;Hombres;1998;349418
25;Hombres;1997;343772
25;Hombres;1996;339229
25;Hombres;1995;334036
25;Hombres;1994;330782
25;Hombres;1993;333118
25;Hombres;1992;327040
25;Hombres;1991;325328
25;Hombres;1990;330762
25;Hombres;1989;319959
25;Hombres;1988;310012
25;Hombres;1987;305285
25;Hombres;1986;304173
25;Hombres;1985;298308
25;Hombres;1984;297893
25;Hombres;1983;291988
25;Hombres;1982;272048
25;Hombres;1981;266434
25;Hombres;1980;255084
25;Hombres;1979;260045
25;Hombres;1978;264401
25;Hombres;1977;250310
25;Hombres;1976;251991
25;Hombres;1975;254732
25;Hombres;1974;271672
25;Hombres;1973;251480
25;Hombres;1972;237639
25;Hombres;1971;252119
25;Mujeres;2023;247047
25;Mujeres;2022;236649
25;Mujeres;2021;236565
25;Mujeres;2020;237793
25;Mujeres;2019;239876
25;Mujeres;2018;242504
25;Mujeres;2017;238277
25;Mujeres;2016;241709
25;Mujeres;2015;247653
25;Mujeres;2014;255598
25;Mujeres;2013;265240
25;Mujeres;2012;276235
25;Mujeres;2011;286924
25;Mujeres;2010;299900
25;Mujeres;2009;310248
25;Mujeres;2008;323951
25;Mujeres;2007;328939
25;Mujeres;2006;338055
25;Mujeres;2005;341884
25;Mujeres;2004;350335
25;Mujeres;2003;347416
25;Mujeres;2002;347941
25;Mujeres;2001;344211
25;Mujeres;2000;342273
25;Mujeres;1999;334951
25;Mujeres;1998;334205
25;Mujeres;1997;328534
25;Mujeres;1996;325091
25;Mujeres;1995;321419
25;Mujeres;1994;319034
25;Mujeres;1993;322745
25;Mujeres;1992;316142
25;Mujeres;1991;315760
25;Mujeres;1990;321967
25;Mujeres;1989;309639
25;Mujeres;1988;301793
25;Mujeres;1987;298041
25;Mujeres;1986;305053
25;Mujeres;1985;295336
25;Mujeres;1984;290960
25;Mujeres;1983;285527
25;Mujeres;1982;267842
25;Mujeres;1981;261467
25;Mujeres;1980;254171
25;Mujeres;1979;253869
25;Mujeres;1978;258659
25;Mujeres;1977;243899
25;Mujeres;1976;246879
25;Mujeres;1975;252373
25;Mujeres;1974;268988
25;Mujeres;1973;244626
25;Mujeres;1972;233880
25;Mujeres;1971;253169
26;Total;2023;502699
26;Total;2022;488206
26;Total;2021;492226
26;Total;2020;503087
26;Total;2019;504272
26;Total;2018;492577
26;Total;2017;493187
26;Total;2016;501542
26;Total;2015;513657
26;Total;2014;528045
26;Total;2013;553315
26;Total;2012;582468
26;Total;2011;610791
26;Total;2010;637615
26;Total;2009;679559
26;Total;2008;702790
26;Total;2007;717796
26;Total;2006;724178
26;Total;2005;743965
26;Total;2004;735973
26;Total;2003;736992
26;Total;2002;713286
26;Total;2001;701889
26;Total;2000;687275
26;Total;1999;685833
26;Total;1998;674579
26;Total;1997;666458
26;Total;1996;657872
26;Total;1995;652425
26;Total;1994;658378
26;Total;1993;645856
26;Total;1992;642689
26;Total;1991;649106
26;Total;1990;625944
26;Total;1989;608348
26;Total;1988;600397
26;Total;1987;607575
26;Total;1986;592128
26;Total;1985;587154
26;Total;1984;576251
26;Total;1983;538956
26;Total;1982;526613
26;Total;1981;505930
26;Total;1980;509991
26;Total;1979;518803
26;Total;1978;491390
26;Total;1977;495358
26;Total;1976;505023
26;Total;1975;539061
26;Total;1974;494779
26;Total;1973;470801
26;Total;1972;504430
26;Total;1971;475069
26;Hombres;2023;255642
26;Hombres;2022;248847
26;Hombres;2021;250196
26;Hombres;2020;255477
26;Hombres;2019;255124
26;Hombres;2018;249280
26;Hombres;2017;248646
26;Hombres;2016;252454
26;Hombres;2015;257842
26;Hombres;2014;264867
26;Hombres;2013;277252
26;Hombres;2012;293496
26;Hombres;2011;309063
26;Hombres;2010;324826
26;Hombres;2009;348395
26;Hombres;2008;361897
26;Hombres;2007;369239
26;Hombres;2006;372942
26;Hombres;2005;383850
26;Hombres;2004;378956
26;Hombres;2003;378061
26;Hombres;2002;365283
26;Hombres;2001;358099
26;Hombres;2000;350972
26;Hombres;1999;350448
26;Hombres;1998;344754
26;Hombres;1997;340235
26;Hombres;1996;335107
26;Hombres;1995;331903
26;Hombres;1994;334190
26;Hombres;1993;328170
26;Hombres;1992;325832
26;Hombres;1991;328595
26;Hombres;1990;317824
26;Hombres;1989;307890
26;Hombres;1988;303508
26;Hombres;1987;303754
26;Hombres;1986;297568
26;Hombres;1985;296775
26;Hombres;1984;291100
26;Hombres;1983;271407
26;Hombres;1982;265591
26;Hombres;1981;253225
26;Hombres;1980;258149
26;Hombres;1979;262085
26;Hombres;1978;248700
26;Hombres;1977;250030
26;Hombres;1976;253618
26;Hombres;1975;270678
26;Hombres;1974;250529
26;Hombres;1973;237108
26;Hombres;1972;251651
26;Hombres;1971;236525
26;Mujeres;2023;247057
26;Mujeres;2022;239359
26;Mujeres;2021;242030
26;Mujeres;2020;247610
26;Mujeres;2019;249148
26;Mujeres;2018;243297
26;Mujeres;2017;244541
26;Mujeres;2016;249088
26;Mujeres;2015;255815
26;Mujeres;2014;263178
26;Mujeres;2013;276063
26;Mujeres;2012;288972
26;Mujeres;2011;301728
26;Mujeres;2010;312789
26;Mujeres;2009;331164
26;Mujeres;2008;340893
26;Mujeres;2007;348557
26;Mujeres;2006;351236
26;Mujeres;2005;360115
26;Mujeres;2004;357017
26;Mujeres;2003;358931
26;Mujeres;2002;348003
26;Mujeres;2001;343789
26;Mujeres;2000;336303
26;Mujeres;1999;335385
26;Mujeres;1998;329824
26;Mujeres;1997;326223
26;Mujeres;1996;322765
26;Mujeres;1995;320521
26;Mujeres;1994;324188
26;Mujeres;1993;317686
26;Mujeres;1992;316857
26;Mujeres;1991;320511
26;Mujeres;1990;308120
26;Mujeres;1989;300457
26;Mujeres;1988;296888
26;Mujeres;1987;303821
26;Mujeres;1986;294560
26;Mujeres;1985;290379
26;Mujeres;1984;285151
26;Mujeres;1983;267550
26;Mujeres;1982;261021
26;Mujeres;1981;252706
26;Mujeres;1980;251842
26;Mujeres;1979;256719
26;Mujeres;1978;242690
26;Mujeres;1977;245328
26;Mujeres;1976;251404
26;Mujeres;1975;268383
26;Mujeres;1974;244250
26;Mujeres;1973;233693
26;Mujeres;1972;252779
26;Mujeres;1971;238543
27;Total;2023;508135
27;Total;2022;497725
27;Total;2021;511441
27;Total;2020;519510
27;Total;2019;504929
27;Total;2018;501995
27;Total;2017;506048
27;Total;2016;515391
27;Total;2015;526579
27;Total;2014;547209
27;Total;2013;578682
27;Total;2012;611131
27;Total;2011;637917
27;Total;2010;681833
27;Total;2009;715830
27;Total;2008;743321
27;Total;2007;744887
27;Total;2006;763803
27;Total;2005;758535
27;Total;2004;757135
27;Total;2003;736947
27;Total;2002;710458
27;Total;2001;689993
27;Total;2000;688050
27;Total;1999;676836
27;Total;1998;668653
27;Total;1997;660337
27;Total;1996;654954
27;Total;1995;660847
27;Total;1994;648532
27;Total;1993;645236
27;Total;1992;651050
27;Total;1991;622278
27;Total;1990;604868
27;Total;1989;597433
27;Total;1988;605860
27;Total;1987;590599
27;Total;1986;585435
27;Total;1985;575010
27;Total;1984;537966
27;Total;1983;525727
27;Total;1982;504870
27;Total;1981;506087
27;Total;1980;514544
27;Total;1979;488559
27;Total;1978;491827
27;Total;1977;502937
27;Total;1976;537478
27;Total;1975;493452
27;Total;1974;470084
27;Total;1973;503559
27;Total;1972;474816
27;Total;1971;469725
27;Hombres;2023;258857
27;Hombres;2022;253101
27;Hombres;2021;259689
27;Hombres;2020;262919
27;Hombres;2019;255557
27;Hombres;2018;252901
27;Hombres;2017;254522
27;Hombres;2016;258465
27;Hombres;2015;263808
27;Hombres;2014;273579
27;Hombres;2013;290578
27;Hombres;2012;308023
27;Hombres;2011;323880
27;Hombres;2010;348405
27;Hombres;2009;368375
27;Hombres;2008;383551
27;Hombres;2007;383593
27;Hombres;2006;394994
27;Hombres;2005;392114
27;Hombres;2004;389089
27;Hombres;2003;378898
27;Hombres;2002;362987
27;Hombres;2001;352365
27;Hombres;2000;351456
27;Hombres;1999;345712
27;Hombres;1998;341267
27;Hombres;1997;336238
27;Hombres;1996;332982
27;Hombres;1995;335237
27;Hombres;1994;329301
27;Hombres;1993;326843
27;Hombres;1992;329323
27;Hombres;1991;315678
27;Hombres;1990;305710
27;Hombres;1989;301718
27;Hombres;1988;303285
27;Hombres;1987;296829
27;Hombres;1986;295632
27;Hombres;1985;290237
27;Hombres;1984;270741
27;Hombres;1983;264950
27;Hombres;1982;252642
27;Hombres;1981;256245
27;Hombres;1980;259773
27;Hombres;1979;247090
27;Hombres;1978;248046
27;Hombres;1977;252489
27;Hombres;1976;269660
27;Hombres;1975;249582
27;Hombres;1974;236578
27;Hombres;1973;251198
27;Hombres;1972;236550
27;Hombres;1971;236303
27;Mujeres;2023;249278
27;Mujeres;2022;244624
27;Mujeres;2021;251752
27;Mujeres;2020;256591
27;Mujeres;2019;249372
27;Mujeres;2018;249094
27;Mujeres;2017;251526
27;Mujeres;2016;256926
27;Mujeres;2015;262771
27;Mujeres;2014;273630
27;Mujeres;2013;288104
27;Mujeres;2012;303108
27;Mujeres;2011;314036
27;Mujeres;2010;333428
27;Mujeres;2009;347456
27;Mujeres;2008;359771
27;Mujeres;2007;361294
27;Mujeres;2006;368809
27;Mujeres;2005;366421
27;Mujeres;2004;368046
27;Mujeres;2003;358048
27;Mujeres;2002;347471
27;Mujeres;2001;337628
27;Mujeres;2000;336594
27;Mujeres;1999;331124
27;Mujeres;1998;327386
27;Mujeres;1997;324099
27;Mujeres;1996;321971
27;Mujeres;1995;325610
27;Mujeres;1994;319231
27;Mujeres;1993;318393
27;Mujeres;1992;321727
27;Mujeres;1991;306600
27;Mujeres;1990;299158
27;Mujeres;1989;295715
27;Mujeres;1988;302575
27;Mujeres;1987;293771
27;Mujeres;1986;289803
27;Mujeres;1985;284774
27;Mujeres;1984;267225
27;Mujeres;1983;260777
27;Mujeres;1982;252228
27;Mujeres;1981;249842
27;Mujeres;1980;254771
27;Mujeres;1979;241469
27;Mujeres;1978;243781
27;Mujeres;1977;250449
27;Mujeres;1976;267817
27;Mujeres;1975;243870
27;Mujeres;1974;233506
27;Mujeres;1973;252361
27;Mujeres;1972;238265
27;Mujeres;1971;233422
28;Total;2023;517106
28;Total;2022;515874
28;Total;2021;527352
28;Total;2020;519500
28;Total;2019;514285
28;Total;2018;513992
28;Total;2017;519310
28;Total;2016;527456
28;Total;2015;545306
28;Total;2014;570822
28;Total;2013;606670
28;Total;2012;637173
28;Total;2011;681192
28;Total;2010;716715
28;Total;2009;755908
28;Total;2008;768771
28;Total;2007;783370
28;Total;2006;777732
28;Total;2005;777937
28;Total;2004;756308
28;Total;2003;733700
28;Total;2002;697917
28;Total;2001;690249
28;Total;2000;679102
28;Total;1999;670796
28;Total;1998;662808
28;Total;1997;657497
28;Total;1996;663293
28;Total;1995;651150
28;Total;1994;647748
28;Total;1993;654050
28;Total;1992;623901
28;Total;1991;601313
28;Total;1990;594369
28;Total;1989;604099
28;Total;1988;589089
28;Total;1987;583699
28;Total;1986;573756
28;Total;1985;536996
28;Total;1984;524830
28;Total;1983;504231
28;Total;1982;505306
28;Total;1981;510312
28;Total;1980;485726
28;Total;1979;488282
28;Total;1978;500835
28;Total;1977;535897
28;Total;1976;492142
28;Total;1975;469397
28;Total;1974;502707
28;Total;1973;474580
28;Total;1972;469832
28;Total;1971;413601
28;Hombres;2023;262631
28;Hombres;2022;262190
28;Hombres;2021;266880
28;Hombres;2020;263092
28;Hombres;2019;259150
28;Hombres;2018;258301
28;Hombres;2017;260188
28;Hombres;2016;263846
28;Hombres;2015;272334
28;Hombres;2014;286214
28;Hombres;2013;305059
28;Hombres;2012;322232
28;Hombres;2011;346895
28;Hombres;2010;367483
28;Hombres;2009;389960
28;Hombres;2008;396955
28;Hombres;2007;405408
28;Hombres;2006;403197
28;Hombres;2005;401444
28;Hombres;2004;389659
28;Hombres;2003;376358
28;Hombres;2002;356958
28;Hombres;2001;352447
28;Hombres;2000;346677
28;Hombres;1999;342276
28;Hombres;1998;337339
28;Hombres;1997;334092
28;Hombres;1996;336232
28;Hombres;1995;330413
28;Hombres;1994;327868
28;Hombres;1993;330589
28;Hombres;1992;316230
28;Hombres;1991;303486
28;Hombres;1990;299840
28;Hombres;1989;302793
28;Hombres;1988;296108
28;Hombres;1987;294495
28;Hombres;1986;289341
28;Hombres;1985;270089
28;Hombres;1984;264293
28;Hombres;1983;252293
28;Hombres;1982;255668
28;Hombres;1981;257477
28;Hombres;1980;245472
28;Hombres;1979;246040
28;Hombres;1978;251356
28;Hombres;1977;268663
28;Hombres;1976;248642
28;Hombres;1975;236049
28;Hombres;1974;250758
28;Hombres;1973;236610
28;Hombres;1972;236263
28;Hombres;1971;206452
28;Mujeres;2023;254475
28;Mujeres;2022;253684
28;Mujeres;2021;260472
28;Mujeres;2020;256408
28;Mujeres;2019;255135
28;Mujeres;2018;255691
28;Mujeres;2017;259122
28;Mujeres;2016;263610
28;Mujeres;2015;272972
28;Mujeres;2014;284608
28;Mujeres;2013;301611
28;Mujeres;2012;314941
28;Mujeres;2011;334297
28;Mujeres;2010;349232
28;Mujeres;2009;365948
28;Mujeres;2008;371816
28;Mujeres;2007;377962
28;Mujeres;2006;374535
28;Mujeres;2005;376492
28;Mujeres;2004;366649
28;Mujeres;2003;357342
28;Mujeres;2002;340959
28;Mujeres;2001;337802
28;Mujeres;2000;332425
28;Mujeres;1999;328520
28;Mujeres;1998;325469
28;Mujeres;1997;323406
28;Mujeres;1996;327061
28;Mujeres;1995;320737
28;Mujeres;1994;319880
28;Mujeres;1993;323461
28;Mujeres;1992;307671
28;Mujeres;1991;297828
28;Mujeres;1990;294529
28;Mujeres;1989;301306
28;Mujeres;1988;292982
28;Mujeres;1987;289203
28;Mujeres;1986;284415
28;Mujeres;1985;266907
28;Mujeres;1984;260537
28;Mujeres;1983;251938
28;Mujeres;1982;249638
28;Mujeres;1981;252835
28;Mujeres;1980;240254
28;Mujeres;1979;242243
28;Mujeres;1978;249479
28;Mujeres;1977;267234
28;Mujeres;1976;243501
28;Mujeres;1975;233348
28;Mujeres;1974;251948
28;Mujeres;1973;237970
28;Mujeres;1972;233569
28;Mujeres;1971;207150
29;Total;2023;534085
29;Total;2022;531513
29;Total;2021;526720
29;Total;2020;528459
29;Total;2019;525521
29;Total;2018;526286
29;Total;2017;530744
29;Total;2016;545620
29;Total;2015;567532
29;Total;2014;598045
29;Total;2013;631564
29;Total;2012;679501
29;Total;2011;715183
29;Total;2010;756407
29;Total;2009;780100
29;Total;2008;805977
29;Total;2007;795993
29;Total;2006;796094
29;Total;2005;776085
29;Total;2004;752104
29;Total;2003;719515
29;Total;2002;697524
29;Total;2001;681364
29;Total;2000;672953
29;Total;1999;665308
29;Total;1998;660095
29;Total;1997;665694
29;Total;1996;653735
29;Total;1995;650199
29;Total;1994;657033
29;Total;1993;626590
29;Total;1992;603027
29;Total;1991;591266
29;Total;1990;602284
29;Total;1989;587470
29;Total;1988;581915
29;Total;1987;572473
29;Total;1986;536008
29;Total;1985;523955
29;Total;1984;503569
29;Total;1983;505169
29;Total;1982;509366
29;Total;1981;482895
29;Total;1980;484765
29;Total;1979;498736
29;Total;1978;534310
29;Total;1977;490828
29;Total;1976;468739
29;Total;1975;501860
29;Total;1974;474373
29;Total;1973;469939
29;Total;1972;413416
29;Total;1971;375800
29;Hombres;2023;270920
29;Hombres;2022;269208
29;Hombres;2021;266912
29;Hombres;2020;266520
29;Hombres;2019;263980
29;Hombres;2018;263601
29;Hombres;2017;265357
29;Hombres;2016;272217
29;Hombres;2015;284178
29;Hombres;2014;299908
29;Hombres;2013;318233
29;Hombres;2012;344775
29;Hombres;2011;365563
29;Hombres;2010;388936
29;Hombres;2009;402540
29;Hombres;2008;418222
29;Hombres;2007;413022
29;Hombres;2006;411855
29;Hombres;2005;401452
29;Hombres;2004;386787
