Edad;Sexo;Periodo;Total
47;Hombres;1994;225713
47;Hombres;1993;241526
47;Hombres;1992;228268
47;Hombres;1991;228853
47;Hombres;1990;199485
47;Hombres;1989;186668
47;Hombres;1988;234134
47;Hombres;1987;155044
47;Hombres;1986;179078
47;Hombres;1985;205265
47;Hombres;1984;230178
47;Hombres;1983;226287
47;Hombres;1982;227859
47;Hombres;1981;240831
47;Hombres;1980;240185
47;Hombres;1979;232833
47;Hombres;1978;239816
47;Hombres;1977;224495
47;Hombres;1976;228268
47;Hombres;1975;217424
47;Hombres;1974;221330
47;Hombres;1973;213973
47;Hombres;1972;212242
47;Hombres;1971;209834
47;Mujeres;2023;404090
47;Mujeres;2022;398313
47;Mujeres;2021;387297
47;Mujeres;2020;385033
47;Mujeres;2019;377295
47;Mujeres;2018;371443
47;Mujeres;2017;368669
47;Mujeres;2016;366696
47;Mujeres;2015;370573
47;Mujeres;2014;362161
47;Mujeres;2013;362733
47;Mujeres;2012;369060
47;Mujeres;2011;351374
47;Mujeres;2010;340396
47;Mujeres;2009;332790
47;Mujeres;2008;333622
47;Mujeres;2007;322139
47;Mujeres;2006;313196
47;Mujeres;2005;304182
47;Mujeres;2004;281884
47;Mujeres;2003;271963
47;Mujeres;2002;258565
47;Mujeres;2001;257746
47;Mujeres;2000;256834
47;Mujeres;1999;240913
47;Mujeres;1998;236790
47;Mujeres;1997;248184
47;Mujeres;1996;261341
47;Mujeres;1995;238814
47;Mujeres;1994;230006
47;Mujeres;1993;245901
47;Mujeres;1992;232480
47;Mujeres;1991;230754
47;Mujeres;1990;201818
47;Mujeres;1989;186318
47;Mujeres;1988;236748
47;Mujeres;1987;160504
47;Mujeres;1986;184399
47;Mujeres;1985;208859
47;Mujeres;1984;244268
47;Mujeres;1983;231865
47;Mujeres;1982;234728
47;Mujeres;1981;245582
47;Mujeres;1980;246349
47;Mujeres;1979;233488
47;Mujeres;1978;249111
47;Mujeres;1977;229765
47;Mujeres;1976;236938
47;Mujeres;1975;224109
47;Mujeres;1974;226261
47;Mujeres;1973;224749
47;Mujeres;1972;218824
47;Mujeres;1971;214716
48;Total;2023;810427
48;Total;2022;784188
48;Total;2021;780114
48;Total;2020;766110
48;Total;2019;752916
48;Total;2018;743479
48;Total;2017;738825
48;Total;2016;744500
48;Total;2015;727431
48;Total;2014;725023
48;Total;2013;739444
48;Total;2012;707417
48;Total;2011;684501
48;Total;2010;668402
48;Total;2009;672438
48;Total;2008;651363
48;Total;2007;631594
48;Total;2006;611818
48;Total;2005;567154
48;Total;2004;546294
48;Total;2003;518234
48;Total;2002;515918
48;Total;2001;513962
48;Total;2000;480860
48;Total;1999;472510
48;Total;1998;492648
48;Total;1997;519215
48;Total;1996;475403
48;Total;1995;455723
48;Total;1994;486961
48;Total;1993;460615
48;Total;1992;459149
48;Total;1991;399825
48;Total;1990;371728
48;Total;1989;468848
48;Total;1988;314181
48;Total;1987;361916
48;Total;1986;412562
48;Total;1985;472424
48;Total;1984;456464
48;Total;1983;460762
48;Total;1982;484582
48;Total;1981;485642
48;Total;1980;465536
48;Total;1979;486393
48;Total;1978;453688
48;Total;1977;464046
48;Total;1976;440037
48;Total;1975;446459
48;Total;1974;437271
48;Total;1973;430011
48;Total;1972;423176
48;Total;1971;433071
48;Hombres;2023;408551
48;Hombres;2022;396379
48;Hombres;2021;394186
48;Hombres;2020;386816
48;Hombres;2019;380234
48;Hombres;2018;374801
48;Hombres;2017;372312
48;Hombres;2016;374512
48;Hombres;2015;366328
48;Hombres;2014;364217
48;Hombres;2013;371609
48;Hombres;2012;356160
48;Hombres;2011;343845
48;Hombres;2010;335233
48;Hombres;2009;337446
48;Hombres;2008;326304
48;Hombres;2007;315818
48;Hombres;2006;305334
48;Hombres;2005;282836
48;Hombres;2004;272097
48;Hombres;2003;257146
48;Hombres;2002;257001
48;Hombres;2001;256643
48;Hombres;2000;239491
48;Hombres;1999;235445
48;Hombres;1998;244005
48;Hombres;1997;257554
48;Hombres;1996;236362
48;Hombres;1995;225486
48;Hombres;1994;241068
48;Hombres;1993;227975
48;Hombres;1992;228394
48;Hombres;1991;198466
48;Hombres;1990;185731
48;Hombres;1989;232859
48;Hombres;1988;154167
48;Hombres;1987;178059
48;Hombres;1986;204139
48;Hombres;1985;229111
48;Hombres;1984;225161
48;Hombres;1983;226758
48;Hombres;1982;239649
48;Hombres;1981;239482
48;Hombres;1980;232276
48;Hombres;1979;238283
48;Hombres;1978;224028
48;Hombres;1977;227486
48;Hombres;1976;216573
48;Hombres;1975;220542
48;Hombres;1974;213145
48;Hombres;1973;211395
48;Hombres;1972;209033
48;Hombres;1971;210178
48;Mujeres;2023;401876
48;Mujeres;2022;387809
48;Mujeres;2021;385928
48;Mujeres;2020;379294
48;Mujeres;2019;372682
48;Mujeres;2018;368678
48;Mujeres;2017;366513
48;Mujeres;2016;369988
48;Mujeres;2015;361103
48;Mujeres;2014;360806
48;Mujeres;2013;367835
48;Mujeres;2012;351258
48;Mujeres;2011;340657
48;Mujeres;2010;333169
48;Mujeres;2009;334992
48;Mujeres;2008;325059
48;Mujeres;2007;315777
48;Mujeres;2006;306483
48;Mujeres;2005;284318
48;Mujeres;2004;274197
48;Mujeres;2003;261088
48;Mujeres;2002;258917
48;Mujeres;2001;257319
48;Mujeres;2000;241368
48;Mujeres;1999;237064
48;Mujeres;1998;248643
48;Mujeres;1997;261661
48;Mujeres;1996;239042
48;Mujeres;1995;230237
48;Mujeres;1994;245893
48;Mujeres;1993;232640
48;Mujeres;1992;230756
48;Mujeres;1991;201359
48;Mujeres;1990;185997
48;Mujeres;1989;235989
48;Mujeres;1988;160015
48;Mujeres;1987;183857
48;Mujeres;1986;208423
48;Mujeres;1985;243313
48;Mujeres;1984;231303
48;Mujeres;1983;234004
48;Mujeres;1982;244933
48;Mujeres;1981;246160
48;Mujeres;1980;233260
48;Mujeres;1979;248111
48;Mujeres;1978;229660
48;Mujeres;1977;236560
48;Mujeres;1976;223464
48;Mujeres;1975;225916
48;Mujeres;1974;224126
48;Mujeres;1973;218616
48;Mujeres;1972;214143
48;Mujeres;1971;222894
49;Total;2023;788408
49;Total;2022;779858
49;Total;2021;766331
49;Total;2020;755165
49;Total;2019;744070
49;Total;2018;737234
49;Total;2017;742650
49;Total;2016;725186
49;Total;2015;721450
49;Total;2014;734100
49;Total;2013;703335
49;Total;2012;683535
49;Total;2011;667591
49;Total;2010;671725
49;Total;2009;653314
49;Total;2008;636878
49;Total;2007;616052
49;Total;2006;571166
49;Total;2005;550798
49;Total;2004;522175
49;Total;2003;520309
49;Total;2002;515560
49;Total;2001;481259
49;Total;2000;472540
49;Total;1999;492937
49;Total;1998;519303
49;Total;1997;475210
49;Total;1996;455781
49;Total;1995;486461
49;Total;1994;460434
49;Total;1993;458891
49;Total;1992;399228
49;Total;1991;370339
49;Total;1990;466767
49;Total;1989;312708
49;Total;1988;360302
49;Total;1987;410930
49;Total;1986;470222
49;Total;1985;454662
49;Total;1984;458859
49;Total;1983;482589
49;Total;1982;483751
49;Total;1981;464698
49;Total;1980;483789
49;Total;1979;452936
49;Total;1978;462879
49;Total;1977;438456
49;Total;1976;445087
49;Total;1975;435682
49;Total;1974;428774
49;Total;1973;421848
49;Total;1972;431156
49;Total;1971;402687
49;Hombres;2023;397364
49;Hombres;2022;393457
49;Hombres;2021;386392
49;Hombres;2020;380636
49;Hombres;2019;374366
49;Hombres;2018;370662
49;Hombres;2017;372929
49;Hombres;2016;364646
49;Hombres;2015;361590
49;Hombres;2014;368031
49;Hombres;2013;353268
49;Hombres;2012;342834
49;Hombres;2011;334255
49;Hombres;2010;336597
49;Hombres;2009;326942
49;Hombres;2008;318421
49;Hombres;2007;307344
49;Hombres;2006;284734
49;Hombres;2005;274238
49;Hombres;2004;258948
49;Hombres;2003;259125
49;Hombres;2002;257249
49;Hombres;2001;239439
49;Hombres;2000;235241
49;Hombres;1999;243845
49;Hombres;1998;257331
49;Hombres;1997;235992
49;Hombres;1996;225299
49;Hombres;1995;240569
49;Hombres;1994;227630
49;Hombres;1993;228023
49;Hombres;1992;197956
49;Hombres;1991;184687
49;Hombres;1990;231536
49;Hombres;1989;153207
49;Hombres;1988;177034
49;Hombres;1987;202974
49;Hombres;1986;227869
49;Hombres;1985;223940
49;Hombres;1984;225580
49;Hombres;1983;238334
49;Hombres;1982;238305
49;Hombres;1981;231647
49;Hombres;1980;236707
49;Hombres;1979;223484
49;Hombres;1978;226650
49;Hombres;1977;215659
49;Hombres;1976;219567
49;Hombres;1975;212265
49;Hombres;1974;210372
49;Hombres;1973;208255
49;Hombres;1972;209012
49;Hombres;1971;201905
49;Mujeres;2023;391044
49;Mujeres;2022;386401
49;Mujeres;2021;379939
49;Mujeres;2020;374529
49;Mujeres;2019;369704
49;Mujeres;2018;366572
49;Mujeres;2017;369721
49;Mujeres;2016;360540
49;Mujeres;2015;359860
49;Mujeres;2014;366069
49;Mujeres;2013;350067
49;Mujeres;2012;340701
49;Mujeres;2011;333336
49;Mujeres;2010;335128
49;Mujeres;2009;326372
49;Mujeres;2008;318457
49;Mujeres;2007;308708
49;Mujeres;2006;286432
49;Mujeres;2005;276560
49;Mujeres;2004;263227
49;Mujeres;2003;261184
49;Mujeres;2002;258311
49;Mujeres;2001;241820
49;Mujeres;2000;237299
49;Mujeres;1999;249092
49;Mujeres;1998;261973
49;Mujeres;1997;239217
49;Mujeres;1996;230482
49;Mujeres;1995;245892
49;Mujeres;1994;232803
49;Mujeres;1993;230868
49;Mujeres;1992;201272
49;Mujeres;1991;185652
49;Mujeres;1990;235231
49;Mujeres;1989;159502
49;Mujeres;1988;183268
49;Mujeres;1987;207955
49;Mujeres;1986;242354
49;Mujeres;1985;230722
49;Mujeres;1984;233279
49;Mujeres;1983;244255
49;Mujeres;1982;245446
49;Mujeres;1981;233051
49;Mujeres;1980;247082
49;Mujeres;1979;229451
49;Mujeres;1978;236230
49;Mujeres;1977;222797
49;Mujeres;1976;225520
49;Mujeres;1975;223417
49;Mujeres;1974;218402
49;Mujeres;1973;213593
49;Mujeres;1972;222143
49;Mujeres;1971;200782
50;Total;2023;784025
50;Total;2022;766025
50;Total;2021;755136
50;Total;2020;745904
50;Total;2019;737504
50;Total;2018;741057
50;Total;2017;723398
50;Total;2016;718913
50;Total;2015;730277
50;Total;2014;697909
50;Total;2013;679250
50;Total;2012;666360
50;Total;2011;670579
50;Total;2010;652384
50;Total;2009;638318
50;Total;2008;620629
50;Total;2007;574966
50;Total;2006;554330
50;Total;2005;526025
50;Total;2004;523975
50;Total;2003;519454
50;Total;2002;482608
50;Total;2001;472461
50;Total;2000;493101
50;Total;1999;519306
50;Total;1998;474947
50;Total;1997;455683
50;Total;1996;485791
50;Total;1995;460178
50;Total;1994;458435
50;Total;1993;398747
50;Total;1992;369810
50;Total;1991;464559
50;Total;1990;311136
50;Total;1989;358573
50;Total;1988;409140
50;Total;1987;467881
50;Total;1986;452718
50;Total;1985;456714
50;Total;1984;480396
50;Total;1983;481556
50;Total;1982;463008
50;Total;1981;480964
50;Total;1980;452060
50;Total;1979;461480
50;Total;1978;436688
50;Total;1977;443487
50;Total;1976;433906
50;Total;1975;427369
50;Total;1974;420310
50;Total;1973;429249
50;Total;1972;401024
50;Total;1971;401966
50;Hombres;2023;394288
50;Hombres;2022;385641
50;Hombres;2021;380041
50;Hombres;2020;374407
50;Hombres;2019;369897
50;Hombres;2018;371219
50;Hombres;2017;363059
50;Hombres;2016;359594
50;Hombres;2015;365295
50;Hombres;2014;349725
50;Hombres;2013;339833
50;Hombres;2012;333033
50;Hombres;2011;335401
50;Hombres;2010;326057
50;Hombres;2009;318770
50;Hombres;2008;309528
50;Hombres;2007;286439
50;Hombres;2006;275959
50;Hombres;2005;260708
50;Hombres;2004;260747
50;Hombres;2003;259044
50;Hombres;2002;239859
50;Hombres;2001;234923
50;Hombres;2000;243640
50;Hombres;1999;257061
50;Hombres;1998;235534
50;Hombres;1997;224979
50;Hombres;1996;239950
50;Hombres;1995;227250
50;Hombres;1994;227502
50;Hombres;1993;197492
50;Hombres;1992;184169
50;Hombres;1991;230102
50;Hombres;1990;152193
50;Hombres;1989;175907
50;Hombres;1988;201706
50;Hombres;1987;226595
50;Hombres;1986;222619
50;Hombres;1985;224190
50;Hombres;1984;236899
50;Hombres;1983;236934
50;Hombres;1982;230447
50;Hombres;1981;235004
50;Hombres;1980;222803
50;Hombres;1979;225681
50;Hombres;1978;214589
50;Hombres;1977;218445
50;Hombres;1976;211249
50;Hombres;1975;209278
50;Hombres;1974;207348
50;Hombres;1973;207821
50;Hombres;1972;200785
50;Hombres;1971;190673
50;Mujeres;2023;389737
50;Mujeres;2022;380384
50;Mujeres;2021;375095
50;Mujeres;2020;371497
50;Mujeres;2019;367607
50;Mujeres;2018;369838
50;Mujeres;2017;360339
50;Mujeres;2016;359319
50;Mujeres;2015;364982
50;Mujeres;2014;348184
50;Mujeres;2013;339417
50;Mujeres;2012;333327
50;Mujeres;2011;335178
50;Mujeres;2010;326328
50;Mujeres;2009;319547
50;Mujeres;2008;311101
50;Mujeres;2007;288526
50;Mujeres;2006;278371
50;Mujeres;2005;265316
50;Mujeres;2004;263228
50;Mujeres;2003;260410
50;Mujeres;2002;242749
50;Mujeres;2001;237538
50;Mujeres;2000;249461
50;Mujeres;1999;262244
50;Mujeres;1998;239413
50;Mujeres;1997;230704
50;Mujeres;1996;245841
50;Mujeres;1995;232928
50;Mujeres;1994;230933
50;Mujeres;1993;201255
50;Mujeres;1992;185641
50;Mujeres;1991;234458
50;Mujeres;1990;158943
50;Mujeres;1989;182667
50;Mujeres;1988;207434
50;Mujeres;1987;241286
50;Mujeres;1986;230099
50;Mujeres;1985;232524
50;Mujeres;1984;243497
50;Mujeres;1983;244623
50;Mujeres;1982;232562
50;Mujeres;1981;245961
50;Mujeres;1980;229257
50;Mujeres;1979;235799
50;Mujeres;1978;222099
50;Mujeres;1977;225042
50;Mujeres;1976;222657
50;Mujeres;1975;218092
50;Mujeres;1974;212963
50;Mujeres;1973;221428
50;Mujeres;1972;200239
50;Mujeres;1971;211294
51;Total;2023;769660
51;Total;2022;754688
51;Total;2021;745552
51;Total;2020;738851
51;Total;2019;741160
51;Total;2018;721949
51;Total;2017;716994
51;Total;2016;727569
51;Total;2015;694207
51;Total;2014;674249
51;Total;2013;662424
51;Total;2012;669301
51;Total;2011;651359
51;Total;2010;637506
51;Total;2009;621674
51;Total;2008;579153
51;Total;2007;557660
51;Total;2006;529138
51;Total;2005;527426
51;Total;2004;522697
51;Total;2003;486122
51;Total;2002;473493
51;Total;2001;493100
51;Total;2000;519181
51;Total;1999;474652
51;Total;1998;455518
51;Total;1997;485020
51;Total;1996;459777
51;Total;1995;457936
51;Total;1994;398206
51;Total;1993;369451
51;Total;1992;463599
51;Total;1991;309517
51;Total;1990;356801
51;Total;1989;407190
51;Total;1988;465465
51;Total;1987;450649
51;Total;1986;454507
51;Total;1985;478139
51;Total;1984;479240
51;Total;1983;461099
51;Total;1982;478511
51;Total;1981;451057
51;Total;1980;459936
51;Total;1979;434850
51;Total;1978;441876
51;Total;1977;432036
51;Total;1976;425908
51;Total;1975;418653
51;Total;1974;427157
51;Total;1973;399388
51;Total;1972;399149
51;Total;1971;334066
51;Hombres;2023;386214
51;Hombres;2022;379318
51;Hombres;2021;373637
51;Hombres;2020;369646
51;Hombres;2019;370361
51;Hombres;2018;361507
51;Hombres;2017;357961
51;Hombres;2016;363263
51;Hombres;2015;347159
51;Hombres;2014;336524
51;Hombres;2013;330301
51;Hombres;2012;334224
51;Hombres;2011;325110
51;Hombres;2010;317931
51;Hombres;2009;309684
51;Hombres;2008;288373
51;Hombres;2007;277302
51;Hombres;2006;262073
51;Hombres;2005;262313
51;Hombres;2004;260361
51;Hombres;2003;241334
51;Hombres;2002;235144
51;Hombres;2001;243313
51;Hombres;2000;256703
51;Hombres;1999;235085
51;Hombres;1998;224630
51;Hombres;1997;239249
51;Hombres;1996;226738
51;Hombres;1995;226963
51;Hombres;1994;197029
51;Hombres;1993;183731
51;Hombres;1992;229337
51;Hombres;1991;151129
51;Hombres;1990;174753
51;Hombres;1989;200303
51;Hombres;1988;225235
51;Hombres;1987;221227
51;Hombres;1986;222779
51;Hombres;1985;235420
51;Hombres;1984;235526
51;Hombres;1983;229047
51;Hombres;1982;233535
51;Hombres;1981;222018
51;Hombres;1980;224617
51;Hombres;1979;213469
51;Hombres;1978;217285
51;Hombres;1977;210155
51;Hombres;1976;208126
51;Hombres;1975;206345
51;Hombres;1974;206494
51;Hombres;1973;199657
51;Hombres;1972;189095
51;Hombres;1971;158286
51;Mujeres;2023;383446
51;Mujeres;2022;375370
51;Mujeres;2021;371915
51;Mujeres;2020;369205
51;Mujeres;2019;370799
51;Mujeres;2018;360442
51;Mujeres;2017;359033
51;Mujeres;2016;364306
51;Mujeres;2015;347048
51;Mujeres;2014;337725
51;Mujeres;2013;332123
51;Mujeres;2012;335077
51;Mujeres;2011;326248
51;Mujeres;2010;319575
51;Mujeres;2009;311991
51;Mujeres;2008;290780
51;Mujeres;2007;280358
51;Mujeres;2006;267065
51;Mujeres;2005;265113
51;Mujeres;2004;262336
51;Mujeres;2003;244789
51;Mujeres;2002;238349
51;Mujeres;2001;249787
51;Mujeres;2000;262478
51;Mujeres;1999;239567
51;Mujeres;1998;230888
51;Mujeres;1997;245771
51;Mujeres;1996;233039
51;Mujeres;1995;230973
51;Mujeres;1994;201177
51;Mujeres;1993;185720
51;Mujeres;1992;234262
51;Mujeres;1991;158388
51;Mujeres;1990;182048
51;Mujeres;1989;206887
51;Mujeres;1988;240230
51;Mujeres;1987;229422
51;Mujeres;1986;231728
51;Mujeres;1985;242718
51;Mujeres;1984;243714
51;Mujeres;1983;232051
51;Mujeres;1982;244976
51;Mujeres;1981;229039
51;Mujeres;1980;235320
51;Mujeres;1979;221381
51;Mujeres;1978;224591
51;Mujeres;1977;221881
51;Mujeres;1976;217781
51;Mujeres;1975;212308
51;Mujeres;1974;220663
51;Mujeres;1973;199731
51;Mujeres;1972;210054
51;Mujeres;1971;175781
52;Total;2023;757649
52;Total;2022;744925
52;Total;2021;738460
52;Total;2020;742400
52;Total;2019;721775
52;Total;2018;715306
52;Total;2017;725363
52;Total;2016;691357
52;Total;2015;670662
52;Total;2014;657770
52;Total;2013;665100
52;Total;2012;650102
52;Total;2011;636129
52;Total;2010;620661
52;Total;2009;579827
52;Total;2008;561416
52;Total;2007;532021
52;Total;2006;530230
52;Total;2005;525715
52;Total;2004;489125
52;Total;2003;476607
52;Total;2002;494028
52;Total;2001;518996
52;Total;2000;474208
52;Total;1999;455253
52;Total;1998;484124
52;Total;1997;459253
52;Total;1996;457382
52;Total;1995;397606
52;Total;1994;368997
52;Total;1993;462753
52;Total;1992;308854
52;Total;1991;354790
52;Total;1990;405192
52;Total;1989;462853
52;Total;1988;448458
52;Total;1987;452187
52;Total;1986;475645
52;Total;1985;476782
52;Total;1984;459066
52;Total;1983;476011
52;Total;1982;449354
52;Total;1981;458307
52;Total;1980;432859
52;Total;1979;440154
52;Total;1978;430127
52;Total;1977;424224
52;Total;1976;416870
52;Total;1975;424888
52;Total;1974;397484
52;Total;1973;396310
52;Total;1972;332293
52;Total;1971;342950
52;Hombres;2023;379444
52;Hombres;2022;372756
52;Hombres;2021;368766
52;Hombres;2020;370104
52;Hombres;2019;360498
52;Hombres;2018;356189
52;Hombres;2017;361432
52;Hombres;2016;345068
52;Hombres;2015;334049
52;Hombres;2014;327141
52;Hombres;2013;331264
52;Hombres;2012;323975
52;Hombres;2011;316767
52;Hombres;2010;308762
52;Hombres;2009;288336
52;Hombres;2008;279042
52;Hombres;2007;263200
52;Hombres;2006;263456
52;Hombres;2005;261603
52;Hombres;2004;242492
52;Hombres;2003;236469
52;Hombres;2002;243441
52;Hombres;2001;256316
52;Hombres;2000;234509
52;Hombres;1999;224206
52;Hombres;1998;238439
52;Hombres;1997;226128
52;Hombres;1996;226349
52;Hombres;1995;196519
52;Hombres;1994;183236
52;Hombres;1993;228601
52;Hombres;1992;150585
52;Hombres;1991;173446
52;Hombres;1990;198873
52;Hombres;1989;223727
52;Hombres;1988;219766
52;Hombres;1987;221305
52;Hombres;1986;233749
52;Hombres;1985;233957
52;Hombres;1984;227568
52;Hombres;1983;231971
52;Hombres;1982;220766
52;Hombres;1981;223451
52;Hombres;1980;212226
52;Hombres;1979;216058
52;Hombres;1978;209012
52;Hombres;1977;206845
52;Hombres;1976;205246
52;Hombres;1975;205028
52;Hombres;1974;198318
52;Hombres;1973;187495
52;Hombres;1972;157124
52;Hombres;1971;158460
52;Mujeres;2023;378205
52;Mujeres;2022;372169
52;Mujeres;2021;369694
52;Mujeres;2020;372296
52;Mujeres;2019;361277
52;Mujeres;2018;359117
52;Mujeres;2017;363931
52;Mujeres;2016;346289
52;Mujeres;2015;336613
52;Mujeres;2014;330629
52;Mujeres;2013;333836
52;Mujeres;2012;326127
52;Mujeres;2011;319362
52;Mujeres;2010;311899
52;Mujeres;2009;291491
52;Mujeres;2008;282373
52;Mujeres;2007;268821
52;Mujeres;2006;266774
52;Mujeres;2005;264111
52;Mujeres;2004;246633
52;Mujeres;2003;240138
52;Mujeres;2002;250587
52;Mujeres;2001;262680
52;Mujeres;2000;239700
52;Mujeres;1999;231047
52;Mujeres;1998;245685
52;Mujeres;1997;233125
52;Mujeres;1996;231033
52;Mujeres;1995;201086
52;Mujeres;1994;185761
52;Mujeres;1993;234152
52;Mujeres;1992;158269
52;Mujeres;1991;181344
52;Mujeres;1990;206319
52;Mujeres;1989;239126
52;Mujeres;1988;228692
52;Mujeres;1987;230882
52;Mujeres;1986;241896
52;Mujeres;1985;242825
52;Mujeres;1984;231497
52;Mujeres;1983;244041
52;Mujeres;1982;228588
52;Mujeres;1981;234856
52;Mujeres;1980;220633
52;Mujeres;1979;224096
52;Mujeres;1978;221115
52;Mujeres;1977;217379
52;Mujeres;1976;211624
52;Mujeres;1975;219860
52;Mujeres;1974;199166
52;Mujeres;1973;208815
52;Mujeres;1972;175169
52;Mujeres;1971;184489
53;Total;2023;747680
53;Total;2022;737292
53;Total;2021;741484
53;Total;2020;722726
53;Total;2019;714836
53;Total;2018;723509
53;Total;2017;689099
53;Total;2016;667960
53;Total;2015;654124
53;Total;2014;659853
53;Total;2013;645880
53;Total;2012;634651
53;Total;2011;619243
53;Total;2010;578688
53;Total;2009;561978
53;Total;2008;535168
53;Total;2007;532650
53;Total;2006;528150
53;Total;2005;491773
53;Total;2004;479221
53;Total;2003;496760
53;Total;2002;519553
53;Total;2001;473614
53;Total;2000;454799
53;Total;1999;483170
53;Total;1998;458710
53;Total;1997;456601
53;Total;1996;396874
53;Total;1995;368372
53;Total;1994;461750
53;Total;1993;308246
53;Total;1992;353962
53;Total;1991;403024
53;Total;1990;460107
53;Total;1989;446086
53;Total;1988;449671
53;Total;1987;473061
53;Total;1986;474048
53;Total;1985;456940
53;Total;1984;473431
53;Total;1983;447432
53;Total;1982;455921
53;Total;1981;430806
53;Total;1980;438174
53;Total;1979;427989
53;Total;1978;422420
53;Total;1977;414900
53;Total;1976;422417
53;Total;1975;395409
53;Total;1974;393197
53;Total;1973;330518
53;Total;1972;340882
53;Total;1971;328435
53;Hombres;2023;372901
53;Hombres;2022;367589
53;Hombres;2021;368945
53;Hombres;2020;360078
53;Hombres;2019;355079
53;Hombres;2018;359576
53;Hombres;2017;343154
53;Hombres;2016;331991
53;Hombres;2015;324655
53;Hombres;2014;327786
53;Hombres;2013;321137
53;Hombres;2012;315570
53;Hombres;2011;307521
53;Hombres;2010;287351
53;Hombres;2009;278990
53;Hombres;2008;264474
53;Hombres;2007;264303
53;Hombres;2006;262553
53;Hombres;2005;243579
53;Hombres;2004;237440
53;Hombres;2003;244494
53;Hombres;2002;256176
53;Hombres;2001;233808
53;Hombres;2000;223660
53;Hombres;1999;237627
53;Hombres;1998;225534
53;Hombres;1997;225613
53;Hombres;1996;195904
53;Hombres;1995;182616
53;Hombres;1994;227754
53;Hombres;1993;150026
53;Hombres;1992;172795
53;Hombres;1991;197278
53;Hombres;1990;222115
53;Hombres;1989;218168
53;Hombres;1988;219709
53;Hombres;1987;232009
53;Hombres;1986;232177
53;Hombres;1985;226011
53;Hombres;1984;230378
53;Hombres;1983;219332
53;Hombres;1982;221909
53;Hombres;1981;210973
53;Hombres;1980;214604
53;Hombres;1979;207728
53;Hombres;1978;205453
53;Hombres;1977;203994
53;Hombres;1976;203437
53;Hombres;1975;196873
53;Hombres;1974;185679
53;Hombres;1973;155970
53;Hombres;1972;157117
53;Hombres;1971;151984
53;Mujeres;2023;374779
53;Mujeres;2022;369703
53;Mujeres;2021;372539
53;Mujeres;2020;362648
53;Mujeres;2019;359757
53;Mujeres;2018;363933
53;Mujeres;2017;345945
53;Mujeres;2016;335969
53;Mujeres;2015;329469
53;Mujeres;2014;332067
53;Mujeres;2013;324743
53;Mujeres;2012;319081
53;Mujeres;2011;311722
53;Mujeres;2010;291337
53;Mujeres;2009;282988
53;Mujeres;2008;270694
53;Mujeres;2007;268347
53;Mujeres;2006;265597
53;Mujeres;2005;248194
53;Mujeres;2004;241782
53;Mujeres;2003;252266
53;Mujeres;2002;263378
53;Mujeres;2001;239806
53;Mujeres;2000;231139
53;Mujeres;1999;245543
53;Mujeres;1998;233176
53;Mujeres;1997;230988
53;Mujeres;1996;200969
53;Mujeres;1995;185756
53;Mujeres;1994;233996
53;Mujeres;1993;158220
53;Mujeres;1992;181167
53;Mujeres;1991;205746
53;Mujeres;1990;237992
53;Mujeres;1989;227918
53;Mujeres;1988;229962
53;Mujeres;1987;241052
53;Mujeres;1986;241871
53;Mujeres;1985;230929
53;Mujeres;1984;243053
53;Mujeres;1983;228100
53;Mujeres;1982;234012
53;Mujeres;1981;219833
53;Mujeres;1980;223571
53;Mujeres;1979;220262
53;Mujeres;1978;216967
53;Mujeres;1977;210906
53;Mujeres;1976;218979
53;Mujeres;1975;198536
53;Mujeres;1974;207518
53;Mujeres;1973;174548
53;Mujeres;1972;183765
53;Mujeres;1971;176451
54;Total;2023;739080
54;Total;2022;740117
54;Total;2021;721627
54;Total;2020;715490
54;Total;2019;722747
54;Total;2018;687291
54;Total;2017;665555
54;Total;2016;651183
54;Total;2015;656081
54;Total;2014;640959
54;Total;2013;630631
54;Total;2012;617873
54;Total;2011;577214
54;Total;2010;560715
54;Total;2009;535368
54;Total;2008;535147
54;Total;2007;530211
54;Total;2006;493815
54;Total;2005;481835
54;Total;2004;499043
54;Total;2003;521814
54;Total;2002;473875
54;Total;2001;454325
54;Total;2000;482057
54;Total;1999;457976
54;Total;1998;455761
54;Total;1997;395981
54;Total;1996;367658
54;Total;1995;460613
54;Total;1994;307545
54;Total;1993;353321
54;Total;1992;401939
54;Total;1991;457232
54;Total;1990;443595
54;Total;1989;446963
54;Total;1988;470229
54;Total;1987;471297
54;Total;1986;454506
54;Total;1985;470637
54;Total;1984;445319
54;Total;1983;453282
54;Total;1982;428545
54;Total;1981;436146
54;Total;1980;425695
54;Total;1979;420403
54;Total;1978;412823
54;Total;1977;419698
54;Total;1976;393293
54;Total;1975;389979
54;Total;1974;328511
54;Total;1973;338867
54;Total;1972;326113
54;Total;1971;320036
54;Hombres;2023;367292
54;Hombres;2022;367574
54;Hombres;2021;358729
54;Hombres;2020;354566
54;Hombres;2019;358337
54;Hombres;2018;341401
54;Hombres;2017;329981
54;Hombres;2016;322513
54;Hombres;2015;325206
54;Hombres;2014;317924
54;Hombres;2013;312764
54;Hombres;2012;306213
54;Hombres;2011;286133
54;Hombres;2010;277895
54;Hombres;2009;264155
54;Hombres;2008;265277
54;Hombres;2007;263252
54;Hombres;2006;244250
54;Hombres;2005;238367
54;Hombres;2004;245258
