Codigo;Provincias;Periodo;Total
20;Gipuzkoa;1992;3434
20;Gipuzkoa;1991;3197
20;Gipuzkoa;1990;3319
20;Gipuzkoa;1989;3224
20;Gipuzkoa;1988;3058
20;Gipuzkoa;1987;3097
20;Gipuzkoa;1986;3036
20;Gipuzkoa;1985;2766
20;Gipuzkoa;1984;3189
20;Gipuzkoa;1983;3167
20;Gipuzkoa;1982;3450
20;Gipuzkoa;1981;2895
20;Gipuzkoa;1980;3257
20;Gipuzkoa;1979;3950
20;Gipuzkoa;1978;4419
20;Gipuzkoa;1977;4838
20;Gipuzkoa;1976;5434
20;Gipuzkoa;1975;5616
17;Girona;2021;2525
17;Girona;2020;1600
17;Girona;2019;2820
17;Girona;2018;2770
17;Girona;2017;2810
17;Girona;2016;2776
17;Girona;2015;2838
17;Girona;2014;2815
17;Girona;2013;2597
17;Girona;2012;2526
17;Girona;2011;2534
17;Girona;2010;2499
17;Girona;2009;2674
17;Girona;2008;2840
17;Girona;2007;2865
17;Girona;2006;2853
17;Girona;2005;2826
17;Girona;2004;2940
17;Girona;2003;2718
17;Girona;2002;2597
17;Girona;2001;2382
17;Girona;2000;2387
17;Girona;1999;2277
17;Girona;1998;2417
17;Girona;1997;2472
17;Girona;1996;2514
17;Girona;1995;2502
17;Girona;1994;2545
17;Girona;1993;2570
17;Girona;1992;2884
17;Girona;1991;2736
17;Girona;1990;2842
17;Girona;1989;2895
17;Girona;1988;2780
17;Girona;1987;2657
17;Girona;1986;2626
17;Girona;1985;2608
17;Girona;1984;1218
17;Girona;1983;1185
17;Girona;1982;1093
17;Girona;1981;2621
17;Girona;1980;2981
17;Girona;1979;3322
17;Girona;1978;3529
17;Girona;1977;3468
17;Girona;1976;3423
17;Girona;1975;3467
18;Granada;2021;2764
18;Granada;2020;1448
18;Granada;2019;3078
18;Granada;2018;2986
18;Granada;2017;3125
18;Granada;2016;3183
18;Granada;2015;3137
18;Granada;2014;3099
18;Granada;2013;2747
18;Granada;2012;3020
18;Granada;2011;2814
18;Granada;2010;2976
18;Granada;2009;3201
18;Granada;2008;3783
18;Granada;2007;4177
18;Granada;2006;4084
18;Granada;2005;4281
18;Granada;2004;4583
18;Granada;2003;4463
18;Granada;2002;4267
18;Granada;2001;4400
18;Granada;2000;4543
18;Granada;1999;4205
18;Granada;1998;4166
18;Granada;1997;4143
18;Granada;1996;4077
18;Granada;1995;4280
18;Granada;1994;4313
18;Granada;1993;4273
18;Granada;1992;4682
18;Granada;1991;4749
18;Granada;1990;4951
18;Granada;1989;4972
18;Granada;1988;5151
18;Granada;1987;4942
18;Granada;1986;4862
18;Granada;1985;4746
18;Granada;1984;4668
18;Granada;1983;4619
18;Granada;1982;4202
18;Granada;1981;4517
18;Granada;1980;4643
18;Granada;1979;4800
18;Granada;1978;4716
18;Granada;1977;4708
18;Granada;1976;4471
18;Granada;1975;4609
19;Guadalajara;2021;836
19;Guadalajara;2020;520
19;Guadalajara;2019;953
19;Guadalajara;2018;976
19;Guadalajara;2017;939
19;Guadalajara;2016;999
19;Guadalajara;2015;1011
19;Guadalajara;2014;928
19;Guadalajara;2013;925
19;Guadalajara;2012;1069
19;Guadalajara;2011;1001
19;Guadalajara;2010;1083
19;Guadalajara;2009;1032
19;Guadalajara;2008;1199
19;Guadalajara;2007;1244
19;Guadalajara;2006;1182
19;Guadalajara;2005;1142
19;Guadalajara;2004;1055
19;Guadalajara;2003;1006
19;Guadalajara;2002;978
19;Guadalajara;2001;914
19;Guadalajara;2000;976
19;Guadalajara;1999;958
19;Guadalajara;1998;860
19;Guadalajara;1997;847
19;Guadalajara;1996;804
19;Guadalajara;1995;793
19;Guadalajara;1994;759
19;Guadalajara;1993;798
19;Guadalajara;1992;816
19;Guadalajara;1991;830
19;Guadalajara;1990;819
19;Guadalajara;1989;774
19;Guadalajara;1988;750
19;Guadalajara;1987;780
19;Guadalajara;1986;716
19;Guadalajara;1985;673
19;Guadalajara;1984;625
19;Guadalajara;1983;641
19;Guadalajara;1982;377
19;Guadalajara;1981;642
19;Guadalajara;1980;705
19;Guadalajara;1979;713
19;Guadalajara;1978;796
19;Guadalajara;1977;703
19;Guadalajara;1976;691
19;Guadalajara;1975;658
21;Huelva;2021;1624
21;Huelva;2020;995
21;Huelva;2019;1811
21;Huelva;2018;1647
21;Huelva;2017;1666
21;Huelva;2016;1856
21;Huelva;2015;1723
21;Huelva;2014;1671
21;Huelva;2013;1558
21;Huelva;2012;1863
21;Huelva;2011;1695
21;Huelva;2010;1750
21;Huelva;2009;1810
21;Huelva;2008;2384
21;Huelva;2007;2469
21;Huelva;2006;2539
21;Huelva;2005;2645
21;Huelva;2004;2581
21;Huelva;2003;2563
21;Huelva;2002;2456
21;Huelva;2001;2510
21;Huelva;2000;2601
21;Huelva;1999;2510
21;Huelva;1998;2453
21;Huelva;1997;2222
21;Huelva;1996;2163
21;Huelva;1995;2284
21;Huelva;1994;2373
21;Huelva;1993;2311
21;Huelva;1992;2470
21;Huelva;1991;2324
21;Huelva;1990;2381
21;Huelva;1989;2700
21;Huelva;1988;2688
21;Huelva;1987;2772
21;Huelva;1986;2480
21;Huelva;1985;2270
21;Huelva;1984;2329
21;Huelva;1983;2396
21;Huelva;1982;2327
21;Huelva;1981;2546
21;Huelva;1980;2768
21;Huelva;1979;2880
21;Huelva;1978;2951
21;Huelva;1977;2874
21;Huelva;1976;2847
21;Huelva;1975;2856
22;Huesca;2021;692
22;Huesca;2020;355
22;Huesca;2019;694
22;Huesca;2018;625
22;Huesca;2017;615
22;Huesca;2016;686
22;Huesca;2015;605
22;Huesca;2014;674
22;Huesca;2013;643
22;Huesca;2012;766
22;Huesca;2011;626
22;Huesca;2010;670
22;Huesca;2009;694
22;Huesca;2008;732
22;Huesca;2007;796
22;Huesca;2006;819
22;Huesca;2005;797
22;Huesca;2004;867
22;Huesca;2003;773
22;Huesca;2002;818
22;Huesca;2001;801
22;Huesca;2000;855
22;Huesca;1999;811
22;Huesca;1998;861
22;Huesca;1997;803
22;Huesca;1996;829
22;Huesca;1995;843
22;Huesca;1994;859
22;Huesca;1993;941
22;Huesca;1992;993
22;Huesca;1991;916
22;Huesca;1990;1036
22;Huesca;1989;1028
22;Huesca;1988;997
22;Huesca;1987;952
22;Huesca;1986;985
22;Huesca;1985;959
22;Huesca;1984;996
22;Huesca;1983;1000
22;Huesca;1982;984
22;Huesca;1981;975
22;Huesca;1980;1150
22;Huesca;1979;1109
22;Huesca;1978;1221
22;Huesca;1977;1213
22;Huesca;1976;1221
22;Huesca;1975;1285
23;Jaén;2021;1863
23;Jaén;2020;718
23;Jaén;2019;2182
23;Jaén;2018;2259
23;Jaén;2017;2274
23;Jaén;2016;2244
23;Jaén;2015;2143
23;Jaén;2014;2052
23;Jaén;2013;1818
23;Jaén;2012;2226
23;Jaén;2011;2175
23;Jaén;2010;2198
23;Jaén;2009;2449
23;Jaén;2008;2959
23;Jaén;2007;3108
23;Jaén;2006;3186
23;Jaén;2005;3198
23;Jaén;2004;3187
23;Jaén;2003;3168
23;Jaén;2002;3201
23;Jaén;2001;3090
23;Jaén;2000;3403
23;Jaén;1999;3306
23;Jaén;1998;3250
23;Jaén;1997;3227
23;Jaén;1996;3081
23;Jaén;1995;3329
23;Jaén;1994;3199
23;Jaén;1993;3380
23;Jaén;1992;3684
23;Jaén;1991;3928
23;Jaén;1990;4055
23;Jaén;1989;4207
23;Jaén;1988;4321
23;Jaén;1987;4247
23;Jaén;1986;4106
23;Jaén;1985;4059
23;Jaén;1984;3992
23;Jaén;1983;4174
23;Jaén;1982;3708
23;Jaén;1981;3990
23;Jaén;1980;4145
23;Jaén;1979;4408
23;Jaén;1978;4255
23;Jaén;1977;3913
23;Jaén;1976;3836
23;Jaén;1975;3891
24;León;2021;1211
24;León;2020;690
24;León;2019;1251
24;León;2018;1343
24;León;2017;1412
24;León;2016;1380
24;León;2015;1294
24;León;2014;1430
24;León;2013;1367
24;León;2012;1586
24;León;2011;1448
24;León;2010;1518
24;León;2009;1517
24;León;2008;1646
24;León;2007;1760
24;León;2006;1623
24;León;2005;1727
24;León;2004;1760
24;León;2003;1771
24;León;2002;1800
24;León;2001;1757
24;León;2000;1940
24;León;1999;1961
24;León;1998;1925
24;León;1997;1972
24;León;1996;1910
24;León;1995;1896
24;León;1994;1984
24;León;1993;2000
24;León;1992;2283
24;León;1991;2267
24;León;1990;2361
24;León;1989;2518
24;León;1988;2642
24;León;1987;2595
24;León;1986;2793
24;León;1985;2734
24;León;1984;2857
24;León;1983;2908
24;León;1982;2980
24;León;1981;2961
24;León;1980;3046
24;León;1979;3155
24;León;1978;3276
24;León;1977;3048
24;León;1976;3121
24;León;1975;3234
25;Lleida;2021;1220
25;Lleida;2020;827
25;Lleida;2019;1349
25;Lleida;2018;1334
25;Lleida;2017;1411
25;Lleida;2016;1442
25;Lleida;2015;1311
25;Lleida;2014;1413
25;Lleida;2013;1330
25;Lleida;2012;1443
25;Lleida;2011;1433
25;Lleida;2010;1560
25;Lleida;2009;1582
25;Lleida;2008;1785
25;Lleida;2007;1821
25;Lleida;2006;1778
25;Lleida;2005;1726
25;Lleida;2004;1757
25;Lleida;2003;1745
25;Lleida;2002;1741
25;Lleida;2001;1626
25;Lleida;2000;1687
25;Lleida;1999;1782
25;Lleida;1998;1663
25;Lleida;1997;1627
25;Lleida;1996;1664
25;Lleida;1995;1732
25;Lleida;1994;1656
25;Lleida;1993;1729
25;Lleida;1992;1890
25;Lleida;1991;1834
25;Lleida;1990;1779
25;Lleida;1989;1857
25;Lleida;1988;1832
25;Lleida;1987;1888
25;Lleida;1986;1852
25;Lleida;1985;1836
25;Lleida;1984;1708
25;Lleida;1983;1740
25;Lleida;1982;1796
25;Lleida;1981;1711
25;Lleida;1980;1942
25;Lleida;1979;2119
25;Lleida;1978;2283
25;Lleida;1977;2199
25;Lleida;1976;2170
25;Lleida;1975;2351
27;Lugo;2021;903
27;Lugo;2020;633
27;Lugo;2019;998
27;Lugo;2018;1018
27;Lugo;2017;1053
27;Lugo;2016;1045
27;Lugo;2015;975
27;Lugo;2014;977
27;Lugo;2013;924
27;Lugo;2012;1026
27;Lugo;2011;1027
27;Lugo;2010;1069
27;Lugo;2009;1080
27;Lugo;2008;1122
27;Lugo;2007;1141
27;Lugo;2006;1113
27;Lugo;2005;1075
27;Lugo;2004;1173
27;Lugo;2003;1190
27;Lugo;2002;1194
27;Lugo;2001;1132
27;Lugo;2000;1289
27;Lugo;1999;1293
27;Lugo;1998;1345
27;Lugo;1997;1322
27;Lugo;1996;1341
27;Lugo;1995;1411
27;Lugo;1994;1390
27;Lugo;1993;1494
27;Lugo;1992;1584
27;Lugo;1991;1683
27;Lugo;1990;1745
27;Lugo;1989;1950
27;Lugo;1988;1810
27;Lugo;1987;1767
27;Lugo;1986;1827
27;Lugo;1985;1791
27;Lugo;1984;1909
27;Lugo;1983;2061
27;Lugo;1982;1986
27;Lugo;1981;2225
27;Lugo;1980;2314
27;Lugo;1979;2471
27;Lugo;1978;2415
27;Lugo;1977;2406
27;Lugo;1976;2323
27;Lugo;1975;2301
28;Madrid;2021;21416
28;Madrid;2020;12394
28;Madrid;2019;23538
28;Madrid;2018;23797
28;Madrid;2017;25039
28;Madrid;2016;25215
28;Madrid;2015;24848
28;Madrid;2014;23222
28;Madrid;2013;23878
28;Madrid;2012;24526
28;Madrid;2011;24306
28;Madrid;2010;24603
28;Madrid;2009;24505
28;Madrid;2008;26583
28;Madrid;2007;28000
28;Madrid;2006;27684
28;Madrid;2005;28387
28;Madrid;2004;30205
28;Madrid;2003;29735
28;Madrid;2002;30021
28;Madrid;2001;29854
28;Madrid;2000;30631
28;Madrid;1999;29051
28;Madrid;1998;28722
28;Madrid;1997;26448
28;Madrid;1996;25773
28;Madrid;1995;27069
28;Madrid;1994;27014
28;Madrid;1993;27540
28;Madrid;1992;29650
28;Madrid;1991;29585
28;Madrid;1990;29132
28;Madrid;1989;28487
28;Madrid;1988;27564
28;Madrid;1987;26990
28;Madrid;1986;26201
28;Madrid;1985;25046
28;Madrid;1984;25990
28;Madrid;1983;26733
28;Madrid;1982;26514
28;Madrid;1981;25453
28;Madrid;1980;28808
28;Madrid;1979;31524
28;Madrid;1978;33858
28;Madrid;1977;35592
28;Madrid;1976;35766
28;Madrid;1975;38812
29;Málaga;2021;4980
29;Málaga;2020;3055
29;Málaga;2019;5537
29;Málaga;2018;5446
29;Málaga;2017;5720
29;Málaga;2016;5554
29;Málaga;2015;5551
29;Málaga;2014;5392
29;Málaga;2013;5036
29;Málaga;2012;5355
29;Málaga;2011;5156
29;Málaga;2010;5591
29;Málaga;2009;5868
29;Málaga;2008;6994
29;Málaga;2007;7238
29;Málaga;2006;7463
29;Málaga;2005;7349
29;Málaga;2004;7648
29;Málaga;2003;7541
29;Málaga;2002;7246
29;Málaga;2001;7306
29;Málaga;2000;6997
29;Málaga;1999;6841
29;Málaga;1998;6511
29;Málaga;1997;6040
29;Málaga;1996;5834
29;Málaga;1995;6445
29;Málaga;1994;6103
29;Málaga;1993;6131
29;Málaga;1992;6401
29;Málaga;1991;6901
29;Málaga;1990;6986
29;Málaga;1989;6813
29;Málaga;1988;6469
29;Málaga;1987;6704
29;Málaga;1986;6336
29;Málaga;1985;5969
29;Málaga;1984;6006
29;Málaga;1983;5890
29;Málaga;1982;5869
29;Málaga;1981;5904
29;Málaga;1980;6063
29;Málaga;1979;6701
29;Málaga;1978;6565
29;Málaga;1977;6584
29;Málaga;1976;6136
29;Málaga;1975;7137
30;Murcia;2021;4298
30;Murcia;2020;2601
30;Murcia;2019;4955
30;Murcia;2018;5079
30;Murcia;2017;5094
30;Murcia;2016;5067
30;Murcia;2015;4815
30;Murcia;2014;4846
30;Murcia;2013;4375
30;Murcia;2012;4867
30;Murcia;2011;4656
30;Murcia;2010;4996
30;Murcia;2009;5125
30;Murcia;2008;5765
30;Murcia;2007;6647
30;Murcia;2006;6484
30;Murcia;2005;6668
30;Murcia;2004;6651
30;Murcia;2003;6816
30;Murcia;2002;6663
30;Murcia;2001;6530
30;Murcia;2000;6942
30;Murcia;1999;6654
30;Murcia;1998;6409
30;Murcia;1997;6203
30;Murcia;1996;5914
30;Murcia;1995;6040
30;Murcia;1994;5893
30;Murcia;1993;5830
30;Murcia;1992;6372
30;Murcia;1991;6434
30;Murcia;1990;6688
30;Murcia;1989;6840
30;Murcia;1988;6728
30;Murcia;1987;6648
30;Murcia;1986;6435
30;Murcia;1985;5931
30;Murcia;1984;1461
30;Murcia;1983;1112
30;Murcia;1982;782
30;Murcia;1981;5795
30;Murcia;1980;6432
30;Murcia;1979;6635
30;Murcia;1978;6595
30;Murcia;1977;6586
30;Murcia;1976;6355
30;Murcia;1975;6467
31;Navarra;2021;1932
31;Navarra;2020;1279
31;Navarra;2019;2050
31;Navarra;2018;2050
31;Navarra;2017;2295
31;Navarra;2016;2383
31;Navarra;2015;2616
31;Navarra;2014;2301
31;Navarra;2013;2097
31;Navarra;2012;2232
31;Navarra;2011;2218
31;Navarra;2010;2285
31;Navarra;2009;2492
31;Navarra;2008;2681
31;Navarra;2007;2705
31;Navarra;2006;2727
31;Navarra;2005;2671
31;Navarra;2004;2920
31;Navarra;2003;2868
31;Navarra;2002;2828
31;Navarra;2001;2694
31;Navarra;2000;2969
31;Navarra;1999;2841
31;Navarra;1998;2736
31;Navarra;1997;2554
31;Navarra;1996;2714
31;Navarra;1995;2653
31;Navarra;1994;2663
31;Navarra;1993;2720
31;Navarra;1992;2689
31;Navarra;1991;2661
31;Navarra;1990;2677
31;Navarra;1989;2630
31;Navarra;1988;2636
31;Navarra;1987;2622
31;Navarra;1986;2506
31;Navarra;1985;2413
31;Navarra;1984;2633
31;Navarra;1983;2575
31;Navarra;1982;2667
31;Navarra;1981;2664
31;Navarra;1980;3017
31;Navarra;1979;3225
31;Navarra;1978;3450
31;Navarra;1977;3480
31;Navarra;1976;3481
31;Navarra;1975;3706
32;Ourense;2021;826
32;Ourense;2020;496
32;Ourense;2019;860
32;Ourense;2018;737
32;Ourense;2017;819
32;Ourense;2016;825
32;Ourense;2015;825
32;Ourense;2014;846
32;Ourense;2013;861
32;Ourense;2012;917
32;Ourense;2011;881
32;Ourense;2010;908
32;Ourense;2009;936
32;Ourense;2008;1062
32;Ourense;2007;1263
32;Ourense;2006;1147
32;Ourense;2005;1119
32;Ourense;2004;1178
32;Ourense;2003;1126
32;Ourense;2002;1237
32;Ourense;2001;1200
32;Ourense;2000;1299
32;Ourense;1999;1280
32;Ourense;1998;1309
32;Ourense;1997;1224
32;Ourense;1996;1301
32;Ourense;1995;1299
32;Ourense;1994;1342
32;Ourense;1993;1403
32;Ourense;1992;1550
32;Ourense;1991;1508
32;Ourense;1990;1600
32;Ourense;1989;1724
32;Ourense;1988;1822
32;Ourense;1987;1811
32;Ourense;1986;1705
32;Ourense;1985;1721
32;Ourense;1984;1826
32;Ourense;1983;1848
32;Ourense;1982;1795
32;Ourense;1981;1805
32;Ourense;1980;2087
32;Ourense;1979;2337
32;Ourense;1978;2491
32;Ourense;1977;2521
32;Ourense;1976;2475
32;Ourense;1975;2538
34;Palencia;2021;403
34;Palencia;2020;190
34;Palencia;2019;443
34;Palencia;2018;477
34;Palencia;2017;500
34;Palencia;2016;531
34;Palencia;2015;492
34;Palencia;2014;495
34;Palencia;2013;440
34;Palencia;2012;550
34;Palencia;2011;480
34;Palencia;2010;542
34;Palencia;2009;525
34;Palencia;2008;596
34;Palencia;2007;621
34;Palencia;2006;671
34;Palencia;2005;695
34;Palencia;2004;686
34;Palencia;2003;640
34;Palencia;2002;702
34;Palencia;2001;680
34;Palencia;2000;762
34;Palencia;1999;710
34;Palencia;1998;610
34;Palencia;1997;696
34;Palencia;1996;703
34;Palencia;1995;763
34;Palencia;1994;776
34;Palencia;1993;746
34;Palencia;1992;795
34;Palencia;1991;898
34;Palencia;1990;859
34;Palencia;1989;908
34;Palencia;1988;947
34;Palencia;1987;883
34;Palencia;1986;973
34;Palencia;1985;903
34;Palencia;1984;938
34;Palencia;1983;959
34;Palencia;1982;1060
34;Palencia;1981;979
34;Palencia;1980;1037
34;Palencia;1979;1095
34;Palencia;1978;1128
34;Palencia;1977;971
34;Palencia;1976;999
34;Palencia;1975;954
35;Palmas, Las;2021;3385
35;Palmas, Las;2020;2399
35;Palmas, Las;2019;3913
35;Palmas, Las;2018;3884
35;Palmas, Las;2017;3787
35;Palmas, Las;2016;3744
35;Palmas, Las;2015;3487
35;Palmas, Las;2014;3337
35;Palmas, Las;2013;3283
35;Palmas, Las;2012;2996
35;Palmas, Las;2011;2756
35;Palmas, Las;2010;2704
35;Palmas, Las;2009;2926
35;Palmas, Las;2008;3153
35;Palmas, Las;2007;3274
35;Palmas, Las;2006;3340
35;Palmas, Las;2005;3339
35;Palmas, Las;2004;3518
35;Palmas, Las;2003;3688
35;Palmas, Las;2002;3631
35;Palmas, Las;2001;3900
35;Palmas, Las;2000;4020
35;Palmas, Las;1999;4197
35;Palmas, Las;1998;4135
35;Palmas, Las;1997;3981
35;Palmas, Las;1996;4052
35;Palmas, Las;1995;4309
35;Palmas, Las;1994;4343
35;Palmas, Las;1993;4387
35;Palmas, Las;1992;4637
35;Palmas, Las;1991;4692
35;Palmas, Las;1990;5101
35;Palmas, Las;1989;5309
35;Palmas, Las;1988;5520
35;Palmas, Las;1987;5389
35;Palmas, Las;1986;4750
35;Palmas, Las;1985;4602
35;Palmas, Las;1984;4446
35;Palmas, Las;1983;4464
35;Palmas, Las;1982;4309
35;Palmas, Las;1981;4604
35;Palmas, Las;1980;5029
35;Palmas, Las;1979;5396
35;Palmas, Las;1978;5333
35;Palmas, Las;1977;5154
35;Palmas, Las;1976;5096
35;Palmas, Las;1975;4981
36;Pontevedra;2021;2999
36;Pontevedra;2020;1987
36;Pontevedra;2019;3303
36;Pontevedra;2018;2879
36;Pontevedra;2017;3223
36;Pontevedra;2016;3256
36;Pontevedra;2015;3224
36;Pontevedra;2014;2934
36;Pontevedra;2013;2917
36;Pontevedra;2012;3185
36;Pontevedra;2011;3179
36;Pontevedra;2010;3440
36;Pontevedra;2009;3440
36;Pontevedra;2008;3868
36;Pontevedra;2007;3958
36;Pontevedra;2006;4036
36;Pontevedra;2005;4061
36;Pontevedra;2004;4123
36;Pontevedra;2003;4013
36;Pontevedra;2002;4212
36;Pontevedra;2001;4199
36;Pontevedra;2000;4354
36;Pontevedra;1999;4401
36;Pontevedra;1998;4416
36;Pontevedra;1997;4129
36;Pontevedra;1996;4058
36;Pontevedra;1995;4089
36;Pontevedra;1994;4076
36;Pontevedra;1993;4317
36;Pontevedra;1992;4589
36;Pontevedra;1991;4476
36;Pontevedra;1990;4339
36;Pontevedra;1989;4381
36;Pontevedra;1988;4265
36;Pontevedra;1987;4236
36;Pontevedra;1986;3987
36;Pontevedra;1985;3887
36;Pontevedra;1984;4118
36;Pontevedra;1983;3895
36;Pontevedra;1982;4096
36;Pontevedra;1981;4645
36;Pontevedra;1980;5400
36;Pontevedra;1979;5865
36;Pontevedra;1978;6082
36;Pontevedra;1977;6309
36;Pontevedra;1976;6289
36;Pontevedra;1975;6190
26;Rioja, La;2021;953
26;Rioja, La;2020;600
26;Rioja, La;2019;1093
26;Rioja, La;2018;1117
26;Rioja, La;2017;1035
26;Rioja, La;2016;1133
26;Rioja, La;2015;1063
26;Rioja, La;2014;1114
26;Rioja, La;2013;994
26;Rioja, La;2012;1111
26;Rioja, La;2011;1069
26;Rioja, La;2010;1126
26;Rioja, La;2009;1205
26;Rioja, La;2008;1323
26;Rioja, La;2007;1354
26;Rioja, La;2006;1373
26;Rioja, La;2005;1407
26;Rioja, La;2004;1477
26;Rioja, La;2003;1466
26;Rioja, La;2002;1380
26;Rioja, La;2001;1392
26;Rioja, La;2000;1439
26;Rioja, La;1999;1295
26;Rioja, La;1998;1309
26;Rioja, La;1997;1322
26;Rioja, La;1996;1270
26;Rioja, La;1995;1187
26;Rioja, La;1994;1237
26;Rioja, La;1993;1199
26;Rioja, La;1992;1303
26;Rioja, La;1991;1309
26;Rioja, La;1990;1318
26;Rioja, La;1989;1378
26;Rioja, La;1988;1339
26;Rioja, La;1987;1420
26;Rioja, La;1986;1357
26;Rioja, La;1985;1325
26;Rioja, La;1984;1419
26;Rioja, La;1983;1365
26;Rioja, La;1982;1208
26;Rioja, La;1981;1245
26;Rioja, La;1980;1449
26;Rioja, La;1979;1749
26;Rioja, La;1978;1689
26;Rioja, La;1977;1681
26;Rioja, La;1976;1592
26;Rioja, La;1975;1746
37;Salamanca;2021;740
37;Salamanca;2020;367
37;Salamanca;2019;944
37;Salamanca;2018;974
37;Salamanca;2017;1080
37;Salamanca;2016;1041
37;Salamanca;2015;1044
37;Salamanca;2014;1081
37;Salamanca;2013;1069
37;Salamanca;2012;1139
37;Salamanca;2011;935
37;Salamanca;2010;1075
37;Salamanca;2009;1211
37;Salamanca;2008;1324
37;Salamanca;2007;1370
37;Salamanca;2006;1336
37;Salamanca;2005;1408
37;Salamanca;2004;1456
37;Salamanca;2003;1494
37;Salamanca;2002;1455
37;Salamanca;2001;1461
37;Salamanca;2000;1561
37;Salamanca;1999;1535
37;Salamanca;1998;1462
37;Salamanca;1997;1454
37;Salamanca;1996;1406
37;Salamanca;1995;1462
37;Salamanca;1994;1464
37;Salamanca;1993;1551
37;Salamanca;1992;1727
37;Salamanca;1991;1755
37;Salamanca;1990;1708
37;Salamanca;1989;1850
37;Salamanca;1988;1810
37;Salamanca;1987;1798
37;Salamanca;1986;1841
37;Salamanca;1985;1599
37;Salamanca;1984;1429
37;Salamanca;1983;749
37;Salamanca;1982;556
37;Salamanca;1981;596
37;Salamanca;1980;745
37;Salamanca;1979;2091
37;Salamanca;1978;2068
37;Salamanca;1977;1987
37;Salamanca;1976;1913
37;Salamanca;1975;2003
38;Santa Cruz de Tenerife;2021;3095
38;Santa Cruz de Tenerife;2020;2209
38;Santa Cruz de Tenerife;2019;3475
38;Santa Cruz de Tenerife;2018;3514
38;Santa Cruz de Tenerife;2017;3449
38;Santa Cruz de Tenerife;2016;3314
38;Santa Cruz de Tenerife;2015;3176
38;Santa Cruz de Tenerife;2014;2992
38;Santa Cruz de Tenerife;2013;2697
38;Santa Cruz de Tenerife;2012;2683
38;Santa Cruz de Tenerife;2011;2676
38;Santa Cruz de Tenerife;2010;2753
38;Santa Cruz de Tenerife;2009;2990
38;Santa Cruz de Tenerife;2008;3185
38;Santa Cruz de Tenerife;2007;3129
38;Santa Cruz de Tenerife;2006;3456
38;Santa Cruz de Tenerife;2005;3401
38;Santa Cruz de Tenerife;2004;3318
38;Santa Cruz de Tenerife;2003;3261
38;Santa Cruz de Tenerife;2002;3337
38;Santa Cruz de Tenerife;2001;3290
38;Santa Cruz de Tenerife;2000;3558
38;Santa Cruz de Tenerife;1999;3828
38;Santa Cruz de Tenerife;1998;3956
38;Santa Cruz de Tenerife;1997;3600
38;Santa Cruz de Tenerife;1996;3618
38;Santa Cruz de Tenerife;1995;3840
38;Santa Cruz de Tenerife;1994;3985
38;Santa Cruz de Tenerife;1993;3796
38;Santa Cruz de Tenerife;1992;4129
38;Santa Cruz de Tenerife;1991;4245
38;Santa Cruz de Tenerife;1990;4417
38;Santa Cruz de Tenerife;1989;4230
38;Santa Cruz de Tenerife;1988;4592
38;Santa Cruz de Tenerife;1987;4343
38;Santa Cruz de Tenerife;1986;4032
38;Santa Cruz de Tenerife;1985;3907
38;Santa Cruz de Tenerife;1984;4173
38;Santa Cruz de Tenerife;1983;4166
38;Santa Cruz de Tenerife;1982;4098
38;Santa Cruz de Tenerife;1981;3971
38;Santa Cruz de Tenerife;1980;4463
38;Santa Cruz de Tenerife;1979;4835
38;Santa Cruz de Tenerife;1978;4656
38;Santa Cruz de Tenerife;1977;4446
38;Santa Cruz de Tenerife;1976;4576
38;Santa Cruz de Tenerife;1975;4546
40;Segovia;2021;406
40;Segovia;2020;228
40;Segovia;2019;532
40;Segovia;2018;481
40;Segovia;2017;549
40;Segovia;2016;484
40;Segovia;2015;520
40;Segovia;2014;452
40;Segovia;2013;439
40;Segovia;2012;481
40;Segovia;2011;513
40;Segovia;2010;534
40;Segovia;2009;566
40;Segovia;2008;664
40;Segovia;2007;594
40;Segovia;2006;586
40;Segovia;2005;604
40;Segovia;2004;644
40;Segovia;2003;586
40;Segovia;2002;686
40;Segovia;2001;611
40;Segovia;2000;644
40;Segovia;1999;658
40;Segovia;1998;652
40;Segovia;1997;635
40;Segovia;1996;641
40;Segovia;1995;599
40;Segovia;1994;655
40;Segovia;1993;683
40;Segovia;1992;707
40;Segovia;1991;697
40;Segovia;1990;719
40;Segovia;1989;698
40;Segovia;1988;768
40;Segovia;1987;691
40;Segovia;1986;742
40;Segovia;1985;713
40;Segovia;1984;722
40;Segovia;1983;734
40;Segovia;1982;698
40;Segovia;1981;693
40;Segovia;1980;753
40;Segovia;1979;788
40;Segovia;1978;783
40;Segovia;1977;878
40;Segovia;1976;754
40;Segovia;1975;860
41;Sevilla;2021;6541
41;Sevilla;2020;3663
41;Sevilla;2019;7601
41;Sevilla;2018;7346
41;Sevilla;2017;7284
41;Sevilla;2016;7681
41;Sevilla;2015;7456
41;Sevilla;2014;7105
41;Sevilla;2013;6643
41;Sevilla;2012;7312
41;Sevilla;2011;7110
41;Sevilla;2010;7528
41;Sevilla;2009;8150
41;Sevilla;2008;9565
41;Sevilla;2007;10365
41;Sevilla;2006;10574
41;Sevilla;2005;10885
41;Sevilla;2004;10625
41;Sevilla;2003;10159
41;Sevilla;2002;10216
41;Sevilla;2001;10020
41;Sevilla;2000;10267
41;Sevilla;1999;9768
41;Sevilla;1998;9672
41;Sevilla;1997;9196
41;Sevilla;1996;8905
41;Sevilla;1995;9140
