Codigo;Provincias;Sexo;Periodo;Total
37;Salamanca;Mujeres;2013;1124
37;Salamanca;Mujeres;2012;1210
37;Salamanca;Mujeres;2011;1242
37;Salamanca;Mujeres;2010;1281
37;Salamanca;Mujeres;2009;1283
37;Salamanca;Mujeres;2008;1363
37;Salamanca;Mujeres;2007;1301
37;Salamanca;Mujeres;2006;1248
37;Salamanca;Mujeres;2005;1256
37;Salamanca;Mujeres;2004;1343
37;Salamanca;Mujeres;2003;1230
37;Salamanca;Mujeres;2002;1212
37;Salamanca;Mujeres;2001;1208
37;Salamanca;Mujeres;2000;1197
37;Salamanca;Mujeres;1999;1160
37;Salamanca;Mujeres;1998;1203
37;Salamanca;Mujeres;1997;1238
37;Salamanca;Mujeres;1996;1209
37;Salamanca;Mujeres;1995;1296
37;Salamanca;Mujeres;1994;1286
37;Salamanca;Mujeres;1993;1415
37;Salamanca;Mujeres;1992;1431
37;Salamanca;Mujeres;1991;1516
37;Salamanca;Mujeres;1990;1463
37;Salamanca;Mujeres;1989;1511
37;Salamanca;Mujeres;1988;1546
37;Salamanca;Mujeres;1987;1701
37;Salamanca;Mujeres;1986;1766
37;Salamanca;Mujeres;1985;1776
37;Salamanca;Mujeres;1984;1851
37;Salamanca;Mujeres;1983;2007
37;Salamanca;Mujeres;1982;2071
37;Salamanca;Mujeres;1981;2177
37;Salamanca;Mujeres;1980;2186
37;Salamanca;Mujeres;1979;2251
37;Salamanca;Mujeres;1978;2261
37;Salamanca;Mujeres;1977;2222
37;Salamanca;Mujeres;1976;2401
37;Salamanca;Mujeres;1975;2470
38;Santa Cruz de Tenerife;Total;2021;5859
38;Santa Cruz de Tenerife;Total;2020;6119
38;Santa Cruz de Tenerife;Total;2019;6551
38;Santa Cruz de Tenerife;Total;2018;7033
38;Santa Cruz de Tenerife;Total;2017;7535
38;Santa Cruz de Tenerife;Total;2016;7571
38;Santa Cruz de Tenerife;Total;2015;7723
38;Santa Cruz de Tenerife;Total;2014;7715
38;Santa Cruz de Tenerife;Total;2013;7319
38;Santa Cruz de Tenerife;Total;2012;8264
38;Santa Cruz de Tenerife;Total;2011;8294
38;Santa Cruz de Tenerife;Total;2010;8565
38;Santa Cruz de Tenerife;Total;2009;9054
38;Santa Cruz de Tenerife;Total;2008;9901
38;Santa Cruz de Tenerife;Total;2007;9612
38;Santa Cruz de Tenerife;Total;2006;9578
38;Santa Cruz de Tenerife;Total;2005;9330
38;Santa Cruz de Tenerife;Total;2004;8380
38;Santa Cruz de Tenerife;Total;2003;8186
38;Santa Cruz de Tenerife;Total;2002;8634
38;Santa Cruz de Tenerife;Total;2001;8420
38;Santa Cruz de Tenerife;Total;2000;8375
38;Santa Cruz de Tenerife;Total;1999;8572
38;Santa Cruz de Tenerife;Total;1998;7822
38;Santa Cruz de Tenerife;Total;1997;7815
38;Santa Cruz de Tenerife;Total;1996;7850
38;Santa Cruz de Tenerife;Total;1995;7807
38;Santa Cruz de Tenerife;Total;1994;7858
38;Santa Cruz de Tenerife;Total;1993;8058
38;Santa Cruz de Tenerife;Total;1992;8473
38;Santa Cruz de Tenerife;Total;1991;8191
38;Santa Cruz de Tenerife;Total;1990;8461
38;Santa Cruz de Tenerife;Total;1989;8627
38;Santa Cruz de Tenerife;Total;1988;8613
38;Santa Cruz de Tenerife;Total;1987;8787
38;Santa Cruz de Tenerife;Total;1986;8883
38;Santa Cruz de Tenerife;Total;1985;9106
38;Santa Cruz de Tenerife;Total;1984;9668
38;Santa Cruz de Tenerife;Total;1983;9903
38;Santa Cruz de Tenerife;Total;1982;10375
38;Santa Cruz de Tenerife;Total;1981;11220
38;Santa Cruz de Tenerife;Total;1980;11622
38;Santa Cruz de Tenerife;Total;1979;12011
38;Santa Cruz de Tenerife;Total;1978;12117
38;Santa Cruz de Tenerife;Total;1977;12328
38;Santa Cruz de Tenerife;Total;1976;13113
38;Santa Cruz de Tenerife;Total;1975;13020
38;Santa Cruz de Tenerife;Hombres;2021;3047
38;Santa Cruz de Tenerife;Hombres;2020;3113
38;Santa Cruz de Tenerife;Hombres;2019;3352
38;Santa Cruz de Tenerife;Hombres;2018;3654
38;Santa Cruz de Tenerife;Hombres;2017;3878
38;Santa Cruz de Tenerife;Hombres;2016;3830
38;Santa Cruz de Tenerife;Hombres;2015;3883
38;Santa Cruz de Tenerife;Hombres;2014;3940
38;Santa Cruz de Tenerife;Hombres;2013;3767
38;Santa Cruz de Tenerife;Hombres;2012;4211
38;Santa Cruz de Tenerife;Hombres;2011;4268
38;Santa Cruz de Tenerife;Hombres;2010;4415
38;Santa Cruz de Tenerife;Hombres;2009;4654
38;Santa Cruz de Tenerife;Hombres;2008;5075
38;Santa Cruz de Tenerife;Hombres;2007;4980
38;Santa Cruz de Tenerife;Hombres;2006;5018
38;Santa Cruz de Tenerife;Hombres;2005;4845
38;Santa Cruz de Tenerife;Hombres;2004;4264
38;Santa Cruz de Tenerife;Hombres;2003;4255
38;Santa Cruz de Tenerife;Hombres;2002;4588
38;Santa Cruz de Tenerife;Hombres;2001;4358
38;Santa Cruz de Tenerife;Hombres;2000;4297
38;Santa Cruz de Tenerife;Hombres;1999;4440
38;Santa Cruz de Tenerife;Hombres;1998;4058
38;Santa Cruz de Tenerife;Hombres;1997;3966
38;Santa Cruz de Tenerife;Hombres;1996;4125
38;Santa Cruz de Tenerife;Hombres;1995;4067
38;Santa Cruz de Tenerife;Hombres;1994;4053
38;Santa Cruz de Tenerife;Hombres;1993;4103
38;Santa Cruz de Tenerife;Hombres;1992;4397
38;Santa Cruz de Tenerife;Hombres;1991;4185
38;Santa Cruz de Tenerife;Hombres;1990;4346
38;Santa Cruz de Tenerife;Hombres;1989;4557
38;Santa Cruz de Tenerife;Hombres;1988;4445
38;Santa Cruz de Tenerife;Hombres;1987;4843
38;Santa Cruz de Tenerife;Hombres;1986;4661
38;Santa Cruz de Tenerife;Hombres;1985;4752
38;Santa Cruz de Tenerife;Hombres;1984;5025
38;Santa Cruz de Tenerife;Hombres;1983;5157
38;Santa Cruz de Tenerife;Hombres;1982;5426
38;Santa Cruz de Tenerife;Hombres;1981;5767
38;Santa Cruz de Tenerife;Hombres;1980;6028
38;Santa Cruz de Tenerife;Hombres;1979;6180
38;Santa Cruz de Tenerife;Hombres;1978;6137
38;Santa Cruz de Tenerife;Hombres;1977;6421
38;Santa Cruz de Tenerife;Hombres;1976;6769
38;Santa Cruz de Tenerife;Hombres;1975;6778
38;Santa Cruz de Tenerife;Mujeres;2021;2812
38;Santa Cruz de Tenerife;Mujeres;2020;3006
38;Santa Cruz de Tenerife;Mujeres;2019;3199
38;Santa Cruz de Tenerife;Mujeres;2018;3379
38;Santa Cruz de Tenerife;Mujeres;2017;3657
38;Santa Cruz de Tenerife;Mujeres;2016;3741
38;Santa Cruz de Tenerife;Mujeres;2015;3840
38;Santa Cruz de Tenerife;Mujeres;2014;3775
38;Santa Cruz de Tenerife;Mujeres;2013;3552
38;Santa Cruz de Tenerife;Mujeres;2012;4053
38;Santa Cruz de Tenerife;Mujeres;2011;4026
38;Santa Cruz de Tenerife;Mujeres;2010;4150
38;Santa Cruz de Tenerife;Mujeres;2009;4400
38;Santa Cruz de Tenerife;Mujeres;2008;4826
38;Santa Cruz de Tenerife;Mujeres;2007;4632
38;Santa Cruz de Tenerife;Mujeres;2006;4560
38;Santa Cruz de Tenerife;Mujeres;2005;4485
38;Santa Cruz de Tenerife;Mujeres;2004;4116
38;Santa Cruz de Tenerife;Mujeres;2003;3931
38;Santa Cruz de Tenerife;Mujeres;2002;4046
38;Santa Cruz de Tenerife;Mujeres;2001;4062
38;Santa Cruz de Tenerife;Mujeres;2000;4078
38;Santa Cruz de Tenerife;Mujeres;1999;4132
38;Santa Cruz de Tenerife;Mujeres;1998;3764
38;Santa Cruz de Tenerife;Mujeres;1997;3849
38;Santa Cruz de Tenerife;Mujeres;1996;3725
38;Santa Cruz de Tenerife;Mujeres;1995;3740
38;Santa Cruz de Tenerife;Mujeres;1994;3805
38;Santa Cruz de Tenerife;Mujeres;1993;3955
38;Santa Cruz de Tenerife;Mujeres;1992;4076
38;Santa Cruz de Tenerife;Mujeres;1991;4006
38;Santa Cruz de Tenerife;Mujeres;1990;4115
38;Santa Cruz de Tenerife;Mujeres;1989;4070
38;Santa Cruz de Tenerife;Mujeres;1988;4168
38;Santa Cruz de Tenerife;Mujeres;1987;3944
38;Santa Cruz de Tenerife;Mujeres;1986;4222
38;Santa Cruz de Tenerife;Mujeres;1985;4354
38;Santa Cruz de Tenerife;Mujeres;1984;4643
38;Santa Cruz de Tenerife;Mujeres;1983;4746
38;Santa Cruz de Tenerife;Mujeres;1982;4949
38;Santa Cruz de Tenerife;Mujeres;1981;5453
38;Santa Cruz de Tenerife;Mujeres;1980;5594
38;Santa Cruz de Tenerife;Mujeres;1979;5831
38;Santa Cruz de Tenerife;Mujeres;1978;5980
38;Santa Cruz de Tenerife;Mujeres;1977;5907
38;Santa Cruz de Tenerife;Mujeres;1976;6344
38;Santa Cruz de Tenerife;Mujeres;1975;6242
40;Segovia;Total;2021;967
40;Segovia;Total;2020;949
40;Segovia;Total;2019;1025
40;Segovia;Total;2018;1058
40;Segovia;Total;2017;1076
40;Segovia;Total;2016;1141
40;Segovia;Total;2015;1197
40;Segovia;Total;2014;1280
40;Segovia;Total;2013;1185
40;Segovia;Total;2012;1319
40;Segovia;Total;2011;1419
40;Segovia;Total;2010;1446
40;Segovia;Total;2009;1458
40;Segovia;Total;2008;1530
40;Segovia;Total;2007;1422
40;Segovia;Total;2006;1421
40;Segovia;Total;2005;1411
40;Segovia;Total;2004;1304
40;Segovia;Total;2003;1315
40;Segovia;Total;2002;1256
40;Segovia;Total;2001;1240
40;Segovia;Total;2000;1194
40;Segovia;Total;1999;1175
40;Segovia;Total;1998;1162
40;Segovia;Total;1997;1293
40;Segovia;Total;1996;1241
40;Segovia;Total;1995;1247
40;Segovia;Total;1994;1217
40;Segovia;Total;1993;1230
40;Segovia;Total;1992;1300
40;Segovia;Total;1991;1333
40;Segovia;Total;1990;1342
40;Segovia;Total;1989;1362
40;Segovia;Total;1988;1340
40;Segovia;Total;1987;1358
40;Segovia;Total;1986;1430
40;Segovia;Total;1985;1625
40;Segovia;Total;1984;1580
40;Segovia;Total;1983;1682
40;Segovia;Total;1982;1768
40;Segovia;Total;1981;1806
40;Segovia;Total;1980;1851
40;Segovia;Total;1979;2022
40;Segovia;Total;1978;1968
40;Segovia;Total;1977;2075
40;Segovia;Total;1976;2188
40;Segovia;Total;1975;2194
40;Segovia;Hombres;2021;505
40;Segovia;Hombres;2020;456
40;Segovia;Hombres;2019;516
40;Segovia;Hombres;2018;517
40;Segovia;Hombres;2017;551
40;Segovia;Hombres;2016;600
40;Segovia;Hombres;2015;590
40;Segovia;Hombres;2014;692
40;Segovia;Hombres;2013;603
40;Segovia;Hombres;2012;690
40;Segovia;Hombres;2011;748
40;Segovia;Hombres;2010;753
40;Segovia;Hombres;2009;727
40;Segovia;Hombres;2008;769
40;Segovia;Hombres;2007;739
40;Segovia;Hombres;2006;738
40;Segovia;Hombres;2005;741
40;Segovia;Hombres;2004;669
40;Segovia;Hombres;2003;690
40;Segovia;Hombres;2002;663
40;Segovia;Hombres;2001;573
40;Segovia;Hombres;2000;609
40;Segovia;Hombres;1999;578
40;Segovia;Hombres;1998;600
40;Segovia;Hombres;1997;682
40;Segovia;Hombres;1996;640
40;Segovia;Hombres;1995;658
40;Segovia;Hombres;1994;665
40;Segovia;Hombres;1993;644
40;Segovia;Hombres;1992;680
40;Segovia;Hombres;1991;727
40;Segovia;Hombres;1990;744
40;Segovia;Hombres;1989;675
40;Segovia;Hombres;1988;690
40;Segovia;Hombres;1987;715
40;Segovia;Hombres;1986;781
40;Segovia;Hombres;1985;850
40;Segovia;Hombres;1984;833
40;Segovia;Hombres;1983;886
40;Segovia;Hombres;1982;923
40;Segovia;Hombres;1981;922
40;Segovia;Hombres;1980;958
40;Segovia;Hombres;1979;1048
40;Segovia;Hombres;1978;1022
40;Segovia;Hombres;1977;1081
40;Segovia;Hombres;1976;1089
40;Segovia;Hombres;1975;1117
40;Segovia;Mujeres;2021;462
40;Segovia;Mujeres;2020;493
40;Segovia;Mujeres;2019;509
40;Segovia;Mujeres;2018;541
40;Segovia;Mujeres;2017;525
40;Segovia;Mujeres;2016;541
40;Segovia;Mujeres;2015;607
40;Segovia;Mujeres;2014;588
40;Segovia;Mujeres;2013;582
40;Segovia;Mujeres;2012;629
40;Segovia;Mujeres;2011;671
40;Segovia;Mujeres;2010;693
40;Segovia;Mujeres;2009;731
40;Segovia;Mujeres;2008;761
40;Segovia;Mujeres;2007;683
40;Segovia;Mujeres;2006;683
40;Segovia;Mujeres;2005;670
40;Segovia;Mujeres;2004;635
40;Segovia;Mujeres;2003;625
40;Segovia;Mujeres;2002;593
40;Segovia;Mujeres;2001;667
40;Segovia;Mujeres;2000;585
40;Segovia;Mujeres;1999;597
40;Segovia;Mujeres;1998;562
40;Segovia;Mujeres;1997;611
40;Segovia;Mujeres;1996;601
40;Segovia;Mujeres;1995;589
40;Segovia;Mujeres;1994;552
40;Segovia;Mujeres;1993;586
40;Segovia;Mujeres;1992;620
40;Segovia;Mujeres;1991;606
40;Segovia;Mujeres;1990;598
40;Segovia;Mujeres;1989;687
40;Segovia;Mujeres;1988;650
40;Segovia;Mujeres;1987;643
40;Segovia;Mujeres;1986;649
40;Segovia;Mujeres;1985;775
40;Segovia;Mujeres;1984;747
40;Segovia;Mujeres;1983;796
40;Segovia;Mujeres;1982;845
40;Segovia;Mujeres;1981;884
40;Segovia;Mujeres;1980;893
40;Segovia;Mujeres;1979;974
40;Segovia;Mujeres;1978;946
40;Segovia;Mujeres;1977;994
40;Segovia;Mujeres;1976;1099
40;Segovia;Mujeres;1975;1077
41;Sevilla;Total;2021;15655
41;Sevilla;Total;2020;15559
41;Sevilla;Total;2019;16233
41;Sevilla;Total;2018;17094
41;Sevilla;Total;2017;17884
41;Sevilla;Total;2016;19035
41;Sevilla;Total;2015;19512
41;Sevilla;Total;2014;20177
41;Sevilla;Total;2013;20042
41;Sevilla;Total;2012;21145
41;Sevilla;Total;2011;22074
41;Sevilla;Total;2010;23004
41;Sevilla;Total;2009;23800
41;Sevilla;Total;2008;25193
41;Sevilla;Total;2007;23482
41;Sevilla;Total;2006;23042
41;Sevilla;Total;2005;22168
41;Sevilla;Total;2004;21295
41;Sevilla;Total;2003;20599
41;Sevilla;Total;2002;19785
41;Sevilla;Total;2001;19396
41;Sevilla;Total;2000;19513
41;Sevilla;Total;1999;18632
41;Sevilla;Total;1998;18243
41;Sevilla;Total;1997;18655
41;Sevilla;Total;1996;18144
41;Sevilla;Total;1995;18716
41;Sevilla;Total;1994;19521
41;Sevilla;Total;1993;20680
41;Sevilla;Total;1992;20767
41;Sevilla;Total;1991;20872
41;Sevilla;Total;1990;20728
41;Sevilla;Total;1989;20662
41;Sevilla;Total;1988;21085
41;Sevilla;Total;1987;21350
41;Sevilla;Total;1986;21684
41;Sevilla;Total;1985;22516
41;Sevilla;Total;1984;23508
41;Sevilla;Total;1983;24780
41;Sevilla;Total;1982;25960
41;Sevilla;Total;1981;26361
41;Sevilla;Total;1980;28225
41;Sevilla;Total;1979;28653
41;Sevilla;Total;1978;30731
41;Sevilla;Total;1977;31405
41;Sevilla;Total;1976;31368
41;Sevilla;Total;1975;30447
41;Sevilla;Hombres;2021;8110
41;Sevilla;Hombres;2020;8018
41;Sevilla;Hombres;2019;8399
41;Sevilla;Hombres;2018;8736
41;Sevilla;Hombres;2017;9228
41;Sevilla;Hombres;2016;9815
41;Sevilla;Hombres;2015;10119
41;Sevilla;Hombres;2014;10390
41;Sevilla;Hombres;2013;10296
41;Sevilla;Hombres;2012;10843
41;Sevilla;Hombres;2011;11290
41;Sevilla;Hombres;2010;11808
41;Sevilla;Hombres;2009;12268
41;Sevilla;Hombres;2008;12972
41;Sevilla;Hombres;2007;12152
41;Sevilla;Hombres;2006;11951
41;Sevilla;Hombres;2005;11373
41;Sevilla;Hombres;2004;10888
41;Sevilla;Hombres;2003;10678
41;Sevilla;Hombres;2002;10124
41;Sevilla;Hombres;2001;9901
41;Sevilla;Hombres;2000;10204
41;Sevilla;Hombres;1999;9675
41;Sevilla;Hombres;1998;9404
41;Sevilla;Hombres;1997;9551
41;Sevilla;Hombres;1996;9312
41;Sevilla;Hombres;1995;9697
41;Sevilla;Hombres;1994;9982
41;Sevilla;Hombres;1993;10770
41;Sevilla;Hombres;1992;10794
41;Sevilla;Hombres;1991;10987
41;Sevilla;Hombres;1990;10799
41;Sevilla;Hombres;1989;10697
41;Sevilla;Hombres;1988;10898
41;Sevilla;Hombres;1987;11144
41;Sevilla;Hombres;1986;11197
41;Sevilla;Hombres;1985;11736
41;Sevilla;Hombres;1984;12179
41;Sevilla;Hombres;1983;12924
41;Sevilla;Hombres;1982;13485
41;Sevilla;Hombres;1981;13597
41;Sevilla;Hombres;1980;14629
41;Sevilla;Hombres;1979;14924
41;Sevilla;Hombres;1978;15849
41;Sevilla;Hombres;1977;16181
41;Sevilla;Hombres;1976;16117
41;Sevilla;Hombres;1975;15753
41;Sevilla;Mujeres;2021;7545
41;Sevilla;Mujeres;2020;7541
41;Sevilla;Mujeres;2019;7834
41;Sevilla;Mujeres;2018;8358
41;Sevilla;Mujeres;2017;8656
41;Sevilla;Mujeres;2016;9220
41;Sevilla;Mujeres;2015;9393
41;Sevilla;Mujeres;2014;9787
41;Sevilla;Mujeres;2013;9746
41;Sevilla;Mujeres;2012;10302
41;Sevilla;Mujeres;2011;10784
41;Sevilla;Mujeres;2010;11196
41;Sevilla;Mujeres;2009;11532
41;Sevilla;Mujeres;2008;12221
41;Sevilla;Mujeres;2007;11330
41;Sevilla;Mujeres;2006;11091
41;Sevilla;Mujeres;2005;10795
41;Sevilla;Mujeres;2004;10407
41;Sevilla;Mujeres;2003;9921
41;Sevilla;Mujeres;2002;9661
41;Sevilla;Mujeres;2001;9495
41;Sevilla;Mujeres;2000;9309
41;Sevilla;Mujeres;1999;8957
41;Sevilla;Mujeres;1998;8839
41;Sevilla;Mujeres;1997;9104
41;Sevilla;Mujeres;1996;8832
41;Sevilla;Mujeres;1995;9019
41;Sevilla;Mujeres;1994;9539
41;Sevilla;Mujeres;1993;9910
41;Sevilla;Mujeres;1992;9973
41;Sevilla;Mujeres;1991;9885
41;Sevilla;Mujeres;1990;9929
41;Sevilla;Mujeres;1989;9965
41;Sevilla;Mujeres;1988;10187
41;Sevilla;Mujeres;1987;10206
41;Sevilla;Mujeres;1986;10487
41;Sevilla;Mujeres;1985;10780
41;Sevilla;Mujeres;1984;11329
41;Sevilla;Mujeres;1983;11856
41;Sevilla;Mujeres;1982;12475
41;Sevilla;Mujeres;1981;12764
41;Sevilla;Mujeres;1980;13596
41;Sevilla;Mujeres;1979;13729
41;Sevilla;Mujeres;1978;14882
41;Sevilla;Mujeres;1977;15224
41;Sevilla;Mujeres;1976;15251
41;Sevilla;Mujeres;1975;14694
42;Soria;Total;2021;533
42;Soria;Total;2020;591
42;Soria;Total;2019;579
42;Soria;Total;2018;606
42;Soria;Total;2017;591
42;Soria;Total;2016;626
42;Soria;Total;2015;634
42;Soria;Total;2014;643
42;Soria;Total;2013;666
42;Soria;Total;2012;707
42;Soria;Total;2011;707
42;Soria;Total;2010;748
42;Soria;Total;2009;739
42;Soria;Total;2008;772
42;Soria;Total;2007;693
42;Soria;Total;2006;720
42;Soria;Total;2005;727
42;Soria;Total;2004;718
42;Soria;Total;2003;738
42;Soria;Total;2002;653
42;Soria;Total;2001;672
42;Soria;Total;2000;723
42;Soria;Total;1999;615
42;Soria;Total;1998;690
42;Soria;Total;1997;613
42;Soria;Total;1996;645
42;Soria;Total;1995;698
42;Soria;Total;1994;650
42;Soria;Total;1993;727
42;Soria;Total;1992;702
42;Soria;Total;1991;719
42;Soria;Total;1990;753
42;Soria;Total;1989;798
42;Soria;Total;1988;808
42;Soria;Total;1987;864
42;Soria;Total;1986;926
42;Soria;Total;1985;930
42;Soria;Total;1984;924
42;Soria;Total;1983;956
42;Soria;Total;1982;992
42;Soria;Total;1981;998
42;Soria;Total;1980;1010
42;Soria;Total;1979;1107
42;Soria;Total;1978;1157
42;Soria;Total;1977;1225
42;Soria;Total;1976;1218
42;Soria;Total;1975;1140
42;Soria;Hombres;2021;267
42;Soria;Hombres;2020;300
42;Soria;Hombres;2019;322
42;Soria;Hombres;2018;295
42;Soria;Hombres;2017;304
42;Soria;Hombres;2016;318
42;Soria;Hombres;2015;329
42;Soria;Hombres;2014;331
42;Soria;Hombres;2013;343
42;Soria;Hombres;2012;360
42;Soria;Hombres;2011;357
42;Soria;Hombres;2010;382
42;Soria;Hombres;2009;382
42;Soria;Hombres;2008;399
42;Soria;Hombres;2007;377
42;Soria;Hombres;2006;375
42;Soria;Hombres;2005;379
42;Soria;Hombres;2004;353
42;Soria;Hombres;2003;356
42;Soria;Hombres;2002;341
42;Soria;Hombres;2001;354
42;Soria;Hombres;2000;379
42;Soria;Hombres;1999;309
42;Soria;Hombres;1998;340
42;Soria;Hombres;1997;328
42;Soria;Hombres;1996;324
42;Soria;Hombres;1995;352
42;Soria;Hombres;1994;360
42;Soria;Hombres;1993;367
42;Soria;Hombres;1992;362
42;Soria;Hombres;1991;362
42;Soria;Hombres;1990;372
42;Soria;Hombres;1989;386
42;Soria;Hombres;1988;405
42;Soria;Hombres;1987;431
42;Soria;Hombres;1986;493
42;Soria;Hombres;1985;485
42;Soria;Hombres;1984;485
42;Soria;Hombres;1983;509
42;Soria;Hombres;1982;516
42;Soria;Hombres;1981;522
42;Soria;Hombres;1980;537
42;Soria;Hombres;1979;566
42;Soria;Hombres;1978;604
42;Soria;Hombres;1977;618
42;Soria;Hombres;1976;594
42;Soria;Hombres;1975;582
42;Soria;Mujeres;2021;266
42;Soria;Mujeres;2020;291
42;Soria;Mujeres;2019;257
42;Soria;Mujeres;2018;311
42;Soria;Mujeres;2017;287
42;Soria;Mujeres;2016;308
42;Soria;Mujeres;2015;305
42;Soria;Mujeres;2014;312
42;Soria;Mujeres;2013;323
42;Soria;Mujeres;2012;347
42;Soria;Mujeres;2011;350
42;Soria;Mujeres;2010;366
42;Soria;Mujeres;2009;357
42;Soria;Mujeres;2008;373
42;Soria;Mujeres;2007;316
42;Soria;Mujeres;2006;345
42;Soria;Mujeres;2005;348
42;Soria;Mujeres;2004;365
42;Soria;Mujeres;2003;382
42;Soria;Mujeres;2002;312
42;Soria;Mujeres;2001;318
42;Soria;Mujeres;2000;344
42;Soria;Mujeres;1999;306
42;Soria;Mujeres;1998;350
42;Soria;Mujeres;1997;285
42;Soria;Mujeres;1996;321
42;Soria;Mujeres;1995;346
42;Soria;Mujeres;1994;290
42;Soria;Mujeres;1993;360
42;Soria;Mujeres;1992;340
42;Soria;Mujeres;1991;357
42;Soria;Mujeres;1990;381
42;Soria;Mujeres;1989;412
42;Soria;Mujeres;1988;403
42;Soria;Mujeres;1987;433
42;Soria;Mujeres;1986;433
42;Soria;Mujeres;1985;445
42;Soria;Mujeres;1984;439
42;Soria;Mujeres;1983;447
42;Soria;Mujeres;1982;476
42;Soria;Mujeres;1981;476
42;Soria;Mujeres;1980;473
42;Soria;Mujeres;1979;541
42;Soria;Mujeres;1978;553
42;Soria;Mujeres;1977;607
42;Soria;Mujeres;1976;624
42;Soria;Mujeres;1975;558
43;Tarragona;Total;2021;6128
43;Tarragona;Total;2020;6200
43;Tarragona;Total;2019;6586
43;Tarragona;Total;2018;6637
43;Tarragona;Total;2017;7006
43;Tarragona;Total;2016;7223
43;Tarragona;Total;2015;7566
43;Tarragona;Total;2014;7656
43;Tarragona;Total;2013;7671
43;Tarragona;Total;2012;8363
43;Tarragona;Total;2011;8781
43;Tarragona;Total;2010;9369
43;Tarragona;Total;2009;9496
43;Tarragona;Total;2008;10030
43;Tarragona;Total;2007;9328
43;Tarragona;Total;2006;8612
43;Tarragona;Total;2005;8220
43;Tarragona;Total;2004;7533
43;Tarragona;Total;2003;7090
43;Tarragona;Total;2002;6725
43;Tarragona;Total;2001;6268
43;Tarragona;Total;2000;6164
43;Tarragona;Total;1999;5577
43;Tarragona;Total;1998;5452
43;Tarragona;Total;1997;5298
43;Tarragona;Total;1996;5173
43;Tarragona;Total;1995;5177
43;Tarragona;Total;1994;5174
43;Tarragona;Total;1993;5197
43;Tarragona;Total;1992;5389
43;Tarragona;Total;1991;5264
43;Tarragona;Total;1990;5353
43;Tarragona;Total;1989;5246
43;Tarragona;Total;1988;5554
43;Tarragona;Total;1987;5531
43;Tarragona;Total;1986;5655
43;Tarragona;Total;1985;6164
43;Tarragona;Total;1984;6203
43;Tarragona;Total;1983;6322
43;Tarragona;Total;1982;7043
43;Tarragona;Total;1981;7129
43;Tarragona;Total;1980;7800
43;Tarragona;Total;1979;8176
43;Tarragona;Total;1978;8886
43;Tarragona;Total;1977;9005
43;Tarragona;Total;1976;9107
43;Tarragona;Total;1975;8545
43;Tarragona;Hombres;2021;3158
43;Tarragona;Hombres;2020;3144
43;Tarragona;Hombres;2019;3425
43;Tarragona;Hombres;2018;3428
43;Tarragona;Hombres;2017;3570
43;Tarragona;Hombres;2016;3721
43;Tarragona;Hombres;2015;3876
43;Tarragona;Hombres;2014;3953
43;Tarragona;Hombres;2013;4037
43;Tarragona;Hombres;2012;4360
43;Tarragona;Hombres;2011;4615
43;Tarragona;Hombres;2010;4883
43;Tarragona;Hombres;2009;4906
43;Tarragona;Hombres;2008;5258
43;Tarragona;Hombres;2007;4767
43;Tarragona;Hombres;2006;4461
43;Tarragona;Hombres;2005;4251
43;Tarragona;Hombres;2004;3897
43;Tarragona;Hombres;2003;3721
43;Tarragona;Hombres;2002;3443
43;Tarragona;Hombres;2001;3247
43;Tarragona;Hombres;2000;3142
43;Tarragona;Hombres;1999;2830
43;Tarragona;Hombres;1998;2820
43;Tarragona;Hombres;1997;2714
43;Tarragona;Hombres;1996;2673
43;Tarragona;Hombres;1995;2634
43;Tarragona;Hombres;1994;2627
43;Tarragona;Hombres;1993;2722
43;Tarragona;Hombres;1992;2777
43;Tarragona;Hombres;1991;2751
43;Tarragona;Hombres;1990;2783
43;Tarragona;Hombres;1989;2765
43;Tarragona;Hombres;1988;2877
43;Tarragona;Hombres;1987;2876
43;Tarragona;Hombres;1986;2896
43;Tarragona;Hombres;1985;3179
43;Tarragona;Hombres;1984;3242
43;Tarragona;Hombres;1983;3284
43;Tarragona;Hombres;1982;3654
43;Tarragona;Hombres;1981;3669
43;Tarragona;Hombres;1980;4012
43;Tarragona;Hombres;1979;4274
43;Tarragona;Hombres;1978;4586
43;Tarragona;Hombres;1977;4725
43;Tarragona;Hombres;1976;4679
43;Tarragona;Hombres;1975;4371
43;Tarragona;Mujeres;2021;2970
43;Tarragona;Mujeres;2020;3056
43;Tarragona;Mujeres;2019;3161
43;Tarragona;Mujeres;2018;3209
43;Tarragona;Mujeres;2017;3436
43;Tarragona;Mujeres;2016;3502
43;Tarragona;Mujeres;2015;3690
43;Tarragona;Mujeres;2014;3703
43;Tarragona;Mujeres;2013;3634
43;Tarragona;Mujeres;2012;4003
43;Tarragona;Mujeres;2011;4166
43;Tarragona;Mujeres;2010;4486
43;Tarragona;Mujeres;2009;4590
43;Tarragona;Mujeres;2008;4772
43;Tarragona;Mujeres;2007;4561
43;Tarragona;Mujeres;2006;4151
43;Tarragona;Mujeres;2005;3969
43;Tarragona;Mujeres;2004;3636
43;Tarragona;Mujeres;2003;3369
43;Tarragona;Mujeres;2002;3282
43;Tarragona;Mujeres;2001;3021
43;Tarragona;Mujeres;2000;3022
43;Tarragona;Mujeres;1999;2747
43;Tarragona;Mujeres;1998;2632
