Codigo;Provincias;Sexo;Periodo;Total
10;Cáceres;Mujeres;1985;2522
10;Cáceres;Mujeres;1984;2578
10;Cáceres;Mujeres;1983;2651
10;Cáceres;Mujeres;1982;2777
10;Cáceres;Mujeres;1981;2726
10;Cáceres;Mujeres;1980;2931
10;Cáceres;Mujeres;1979;2795
10;Cáceres;Mujeres;1978;2768
10;Cáceres;Mujeres;1977;2853
10;Cáceres;Mujeres;1976;2867
10;Cáceres;Mujeres;1975;2814
11;Cádiz;Total;2021;8904
11;Cádiz;Total;2020;9116
11;Cádiz;Total;2019;9745
11;Cádiz;Total;2018;10246
11;Cádiz;Total;2017;10778
11;Cádiz;Total;2016;11814
11;Cádiz;Total;2015;11814
11;Cádiz;Total;2014;12038
11;Cádiz;Total;2013;11862
11;Cádiz;Total;2012;12902
11;Cádiz;Total;2011;13232
11;Cádiz;Total;2010;13858
11;Cádiz;Total;2009;14097
11;Cádiz;Total;2008;14510
11;Cádiz;Total;2007;14497
11;Cádiz;Total;2006;14741
11;Cádiz;Total;2005;14489
11;Cádiz;Total;2004;14040
11;Cádiz;Total;2003;13534
11;Cádiz;Total;2002;12956
11;Cádiz;Total;2001;12865
11;Cádiz;Total;2000;12744
11;Cádiz;Total;1999;12356
11;Cádiz;Total;1998;12082
11;Cádiz;Total;1997;12310
11;Cádiz;Total;1996;12117
11;Cádiz;Total;1995;12606
11;Cádiz;Total;1994;12877
11;Cádiz;Total;1993;13716
11;Cádiz;Total;1992;13998
11;Cádiz;Total;1991;14471
11;Cádiz;Total;1990;14901
11;Cádiz;Total;1989;15178
11;Cádiz;Total;1988;15520
11;Cádiz;Total;1987;15814
11;Cádiz;Total;1986;16306
11;Cádiz;Total;1985;16783
11;Cádiz;Total;1984;17760
11;Cádiz;Total;1983;18348
11;Cádiz;Total;1982;19066
11;Cádiz;Total;1981;19574
11;Cádiz;Total;1980;20332
11;Cádiz;Total;1979;20786
11;Cádiz;Total;1978;21660
11;Cádiz;Total;1977;22107
11;Cádiz;Total;1976;22440
11;Cádiz;Total;1975;21971
11;Cádiz;Hombres;2021;4663
11;Cádiz;Hombres;2020;4631
11;Cádiz;Hombres;2019;5004
11;Cádiz;Hombres;2018;5350
11;Cádiz;Hombres;2017;5560
11;Cádiz;Hombres;2016;6072
11;Cádiz;Hombres;2015;6095
11;Cádiz;Hombres;2014;6178
11;Cádiz;Hombres;2013;6119
11;Cádiz;Hombres;2012;6582
11;Cádiz;Hombres;2011;6828
11;Cádiz;Hombres;2010;7158
11;Cádiz;Hombres;2009;7269
11;Cádiz;Hombres;2008;7504
11;Cádiz;Hombres;2007;7388
11;Cádiz;Hombres;2006;7602
11;Cádiz;Hombres;2005;7546
11;Cádiz;Hombres;2004;7304
11;Cádiz;Hombres;2003;6977
11;Cádiz;Hombres;2002;6626
11;Cádiz;Hombres;2001;6649
11;Cádiz;Hombres;2000;6715
11;Cádiz;Hombres;1999;6316
11;Cádiz;Hombres;1998;6275
11;Cádiz;Hombres;1997;6405
11;Cádiz;Hombres;1996;6243
11;Cádiz;Hombres;1995;6530
11;Cádiz;Hombres;1994;6730
11;Cádiz;Hombres;1993;7138
11;Cádiz;Hombres;1992;7232
11;Cádiz;Hombres;1991;7538
11;Cádiz;Hombres;1990;7753
11;Cádiz;Hombres;1989;7823
11;Cádiz;Hombres;1988;7951
11;Cádiz;Hombres;1987;8186
11;Cádiz;Hombres;1986;8528
11;Cádiz;Hombres;1985;8681
11;Cádiz;Hombres;1984;9190
11;Cádiz;Hombres;1983;9543
11;Cádiz;Hombres;1982;9899
11;Cádiz;Hombres;1981;10152
11;Cádiz;Hombres;1980;10601
11;Cádiz;Hombres;1979;10775
11;Cádiz;Hombres;1978;11186
11;Cádiz;Hombres;1977;11308
11;Cádiz;Hombres;1976;11608
11;Cádiz;Hombres;1975;11217
11;Cádiz;Mujeres;2021;4241
11;Cádiz;Mujeres;2020;4485
11;Cádiz;Mujeres;2019;4741
11;Cádiz;Mujeres;2018;4896
11;Cádiz;Mujeres;2017;5218
11;Cádiz;Mujeres;2016;5742
11;Cádiz;Mujeres;2015;5719
11;Cádiz;Mujeres;2014;5860
11;Cádiz;Mujeres;2013;5743
11;Cádiz;Mujeres;2012;6320
11;Cádiz;Mujeres;2011;6404
11;Cádiz;Mujeres;2010;6700
11;Cádiz;Mujeres;2009;6828
11;Cádiz;Mujeres;2008;7006
11;Cádiz;Mujeres;2007;7109
11;Cádiz;Mujeres;2006;7139
11;Cádiz;Mujeres;2005;6943
11;Cádiz;Mujeres;2004;6736
11;Cádiz;Mujeres;2003;6557
11;Cádiz;Mujeres;2002;6330
11;Cádiz;Mujeres;2001;6216
11;Cádiz;Mujeres;2000;6029
11;Cádiz;Mujeres;1999;6040
11;Cádiz;Mujeres;1998;5807
11;Cádiz;Mujeres;1997;5905
11;Cádiz;Mujeres;1996;5874
11;Cádiz;Mujeres;1995;6076
11;Cádiz;Mujeres;1994;6147
11;Cádiz;Mujeres;1993;6578
11;Cádiz;Mujeres;1992;6766
11;Cádiz;Mujeres;1991;6933
11;Cádiz;Mujeres;1990;7148
11;Cádiz;Mujeres;1989;7355
11;Cádiz;Mujeres;1988;7569
11;Cádiz;Mujeres;1987;7628
11;Cádiz;Mujeres;1986;7778
11;Cádiz;Mujeres;1985;8102
11;Cádiz;Mujeres;1984;8570
11;Cádiz;Mujeres;1983;8805
11;Cádiz;Mujeres;1982;9167
11;Cádiz;Mujeres;1981;9422
11;Cádiz;Mujeres;1980;9731
11;Cádiz;Mujeres;1979;10011
11;Cádiz;Mujeres;1978;10474
11;Cádiz;Mujeres;1977;10799
11;Cádiz;Mujeres;1976;10832
11;Cádiz;Mujeres;1975;10754
39;Cantabria;Total;2021;3285
39;Cantabria;Total;2020;3407
39;Cantabria;Total;2019;3547
39;Cantabria;Total;2018;3805
39;Cantabria;Total;2017;4118
39;Cantabria;Total;2016;4244
39;Cantabria;Total;2015;4375
39;Cantabria;Total;2014;4565
39;Cantabria;Total;2013;4831
39;Cantabria;Total;2012;5064
39;Cantabria;Total;2011;5344
39;Cantabria;Total;2010;5575
39;Cantabria;Total;2009;5619
39;Cantabria;Total;2008;5886
39;Cantabria;Total;2007;5379
39;Cantabria;Total;2006;5229
39;Cantabria;Total;2005;5267
39;Cantabria;Total;2004;5060
39;Cantabria;Total;2003;4873
39;Cantabria;Total;2002;4560
39;Cantabria;Total;2001;4280
39;Cantabria;Total;2000;4341
39;Cantabria;Total;1999;4021
39;Cantabria;Total;1998;3835
39;Cantabria;Total;1997;3899
39;Cantabria;Total;1996;3859
39;Cantabria;Total;1995;3734
39;Cantabria;Total;1994;3807
39;Cantabria;Total;1993;4117
39;Cantabria;Total;1992;4311
39;Cantabria;Total;1991;4341
39;Cantabria;Total;1990;4576
39;Cantabria;Total;1989;4611
39;Cantabria;Total;1988;4980
39;Cantabria;Total;1987;5170
39;Cantabria;Total;1986;5375
39;Cantabria;Total;1985;5642
39;Cantabria;Total;1984;6054
39;Cantabria;Total;1983;6487
39;Cantabria;Total;1982;6901
39;Cantabria;Total;1981;7470
39;Cantabria;Total;1980;7874
39;Cantabria;Total;1979;8154
39;Cantabria;Total;1978;8714
39;Cantabria;Total;1977;8795
39;Cantabria;Total;1976;9072
39;Cantabria;Total;1975;8765
39;Cantabria;Hombres;2021;1676
39;Cantabria;Hombres;2020;1765
39;Cantabria;Hombres;2019;1831
39;Cantabria;Hombres;2018;1927
39;Cantabria;Hombres;2017;2120
39;Cantabria;Hombres;2016;2210
39;Cantabria;Hombres;2015;2154
39;Cantabria;Hombres;2014;2369
39;Cantabria;Hombres;2013;2494
39;Cantabria;Hombres;2012;2643
39;Cantabria;Hombres;2011;2794
39;Cantabria;Hombres;2010;2865
39;Cantabria;Hombres;2009;2906
39;Cantabria;Hombres;2008;3021
39;Cantabria;Hombres;2007;2748
39;Cantabria;Hombres;2006;2694
39;Cantabria;Hombres;2005;2682
39;Cantabria;Hombres;2004;2559
39;Cantabria;Hombres;2003;2487
39;Cantabria;Hombres;2002;2345
39;Cantabria;Hombres;2001;2161
39;Cantabria;Hombres;2000;2218
39;Cantabria;Hombres;1999;2036
39;Cantabria;Hombres;1998;2005
39;Cantabria;Hombres;1997;2059
39;Cantabria;Hombres;1996;1998
39;Cantabria;Hombres;1995;1915
39;Cantabria;Hombres;1994;1997
39;Cantabria;Hombres;1993;2118
39;Cantabria;Hombres;1992;2321
39;Cantabria;Hombres;1991;2284
39;Cantabria;Hombres;1990;2369
39;Cantabria;Hombres;1989;2374
39;Cantabria;Hombres;1988;2559
39;Cantabria;Hombres;1987;2679
39;Cantabria;Hombres;1986;2823
39;Cantabria;Hombres;1985;2935
39;Cantabria;Hombres;1984;3161
39;Cantabria;Hombres;1983;3376
39;Cantabria;Hombres;1982;3575
39;Cantabria;Hombres;1981;3912
39;Cantabria;Hombres;1980;4120
39;Cantabria;Hombres;1979;4205
39;Cantabria;Hombres;1978;4469
39;Cantabria;Hombres;1977;4533
39;Cantabria;Hombres;1976;4631
39;Cantabria;Hombres;1975;4536
39;Cantabria;Mujeres;2021;1609
39;Cantabria;Mujeres;2020;1642
39;Cantabria;Mujeres;2019;1716
39;Cantabria;Mujeres;2018;1878
39;Cantabria;Mujeres;2017;1998
39;Cantabria;Mujeres;2016;2034
39;Cantabria;Mujeres;2015;2221
39;Cantabria;Mujeres;2014;2196
39;Cantabria;Mujeres;2013;2337
39;Cantabria;Mujeres;2012;2421
39;Cantabria;Mujeres;2011;2550
39;Cantabria;Mujeres;2010;2710
39;Cantabria;Mujeres;2009;2713
39;Cantabria;Mujeres;2008;2865
39;Cantabria;Mujeres;2007;2631
39;Cantabria;Mujeres;2006;2535
39;Cantabria;Mujeres;2005;2585
39;Cantabria;Mujeres;2004;2501
39;Cantabria;Mujeres;2003;2386
39;Cantabria;Mujeres;2002;2215
39;Cantabria;Mujeres;2001;2119
39;Cantabria;Mujeres;2000;2123
39;Cantabria;Mujeres;1999;1985
39;Cantabria;Mujeres;1998;1830
39;Cantabria;Mujeres;1997;1840
39;Cantabria;Mujeres;1996;1861
39;Cantabria;Mujeres;1995;1819
39;Cantabria;Mujeres;1994;1810
39;Cantabria;Mujeres;1993;1999
39;Cantabria;Mujeres;1992;1990
39;Cantabria;Mujeres;1991;2057
39;Cantabria;Mujeres;1990;2207
39;Cantabria;Mujeres;1989;2237
39;Cantabria;Mujeres;1988;2421
39;Cantabria;Mujeres;1987;2491
39;Cantabria;Mujeres;1986;2552
39;Cantabria;Mujeres;1985;2707
39;Cantabria;Mujeres;1984;2893
39;Cantabria;Mujeres;1983;3111
39;Cantabria;Mujeres;1982;3326
39;Cantabria;Mujeres;1981;3558
39;Cantabria;Mujeres;1980;3754
39;Cantabria;Mujeres;1979;3949
39;Cantabria;Mujeres;1978;4245
39;Cantabria;Mujeres;1977;4262
39;Cantabria;Mujeres;1976;4441
39;Cantabria;Mujeres;1975;4229
12;Castellón/Castelló;Total;2021;4063
12;Castellón/Castelló;Total;2020;4164
12;Castellón/Castelló;Total;2019;4444
12;Castellón/Castelló;Total;2018;4580
12;Castellón/Castelló;Total;2017;4785
12;Castellón/Castelló;Total;2016;5103
12;Castellón/Castelló;Total;2015;5098
12;Castellón/Castelló;Total;2014;5367
12;Castellón/Castelló;Total;2013;5470
12;Castellón/Castelló;Total;2012;5818
12;Castellón/Castelló;Total;2011;6115
12;Castellón/Castelló;Total;2010;6320
12;Castellón/Castelló;Total;2009;6571
12;Castellón/Castelló;Total;2008;7206
12;Castellón/Castelló;Total;2007;6687
12;Castellón/Castelló;Total;2006;6686
12;Castellón/Castelló;Total;2005;6009
12;Castellón/Castelló;Total;2004;5685
12;Castellón/Castelló;Total;2003;5600
12;Castellón/Castelló;Total;2002;5400
12;Castellón/Castelló;Total;2001;4967
12;Castellón/Castelló;Total;2000;4642
12;Castellón/Castelló;Total;1999;4514
12;Castellón/Castelló;Total;1998;4314
12;Castellón/Castelló;Total;1997;4306
12;Castellón/Castelló;Total;1996;4209
12;Castellón/Castelló;Total;1995;4241
12;Castellón/Castelló;Total;1994;4145
12;Castellón/Castelló;Total;1993;4328
12;Castellón/Castelló;Total;1992;4320
12;Castellón/Castelló;Total;1991;4358
12;Castellón/Castelló;Total;1990;4349
12;Castellón/Castelló;Total;1989;4418
12;Castellón/Castelló;Total;1988;4470
12;Castellón/Castelló;Total;1987;4746
12;Castellón/Castelló;Total;1986;4651
12;Castellón/Castelló;Total;1985;4819
12;Castellón/Castelló;Total;1984;5116
12;Castellón/Castelló;Total;1983;5212
12;Castellón/Castelló;Total;1982;5636
12;Castellón/Castelló;Total;1981;5946
12;Castellón/Castelló;Total;1980;6399
12;Castellón/Castelló;Total;1979;6828
12;Castellón/Castelló;Total;1978;7020
12;Castellón/Castelló;Total;1977;7040
12;Castellón/Castelló;Total;1976;7245
12;Castellón/Castelló;Total;1975;6853
12;Castellón/Castelló;Hombres;2021;2083
12;Castellón/Castelló;Hombres;2020;2147
12;Castellón/Castelló;Hombres;2019;2314
12;Castellón/Castelló;Hombres;2018;2372
12;Castellón/Castelló;Hombres;2017;2520
12;Castellón/Castelló;Hombres;2016;2586
12;Castellón/Castelló;Hombres;2015;2603
12;Castellón/Castelló;Hombres;2014;2785
12;Castellón/Castelló;Hombres;2013;2808
12;Castellón/Castelló;Hombres;2012;2999
12;Castellón/Castelló;Hombres;2011;3213
12;Castellón/Castelló;Hombres;2010;3228
12;Castellón/Castelló;Hombres;2009;3414
12;Castellón/Castelló;Hombres;2008;3760
12;Castellón/Castelló;Hombres;2007;3457
12;Castellón/Castelló;Hombres;2006;3388
12;Castellón/Castelló;Hombres;2005;3109
12;Castellón/Castelló;Hombres;2004;2907
12;Castellón/Castelló;Hombres;2003;2897
12;Castellón/Castelló;Hombres;2002;2744
12;Castellón/Castelló;Hombres;2001;2548
12;Castellón/Castelló;Hombres;2000;2341
12;Castellón/Castelló;Hombres;1999;2318
12;Castellón/Castelló;Hombres;1998;2206
12;Castellón/Castelló;Hombres;1997;2223
12;Castellón/Castelló;Hombres;1996;2165
12;Castellón/Castelló;Hombres;1995;2203
12;Castellón/Castelló;Hombres;1994;2125
12;Castellón/Castelló;Hombres;1993;2221
12;Castellón/Castelló;Hombres;1992;2233
12;Castellón/Castelló;Hombres;1991;2247
12;Castellón/Castelló;Hombres;1990;2185
12;Castellón/Castelló;Hombres;1989;2273
12;Castellón/Castelló;Hombres;1988;2250
12;Castellón/Castelló;Hombres;1987;2445
12;Castellón/Castelló;Hombres;1986;2485
12;Castellón/Castelló;Hombres;1985;2536
12;Castellón/Castelló;Hombres;1984;2713
12;Castellón/Castelló;Hombres;1983;2701
12;Castellón/Castelló;Hombres;1982;2929
12;Castellón/Castelló;Hombres;1981;3119
12;Castellón/Castelló;Hombres;1980;3288
12;Castellón/Castelló;Hombres;1979;3530
12;Castellón/Castelló;Hombres;1978;3620
12;Castellón/Castelló;Hombres;1977;3624
12;Castellón/Castelló;Hombres;1976;3816
12;Castellón/Castelló;Hombres;1975;3485
12;Castellón/Castelló;Mujeres;2021;1980
12;Castellón/Castelló;Mujeres;2020;2017
12;Castellón/Castelló;Mujeres;2019;2130
12;Castellón/Castelló;Mujeres;2018;2208
12;Castellón/Castelló;Mujeres;2017;2265
12;Castellón/Castelló;Mujeres;2016;2517
12;Castellón/Castelló;Mujeres;2015;2495
12;Castellón/Castelló;Mujeres;2014;2582
12;Castellón/Castelló;Mujeres;2013;2662
12;Castellón/Castelló;Mujeres;2012;2819
12;Castellón/Castelló;Mujeres;2011;2902
12;Castellón/Castelló;Mujeres;2010;3092
12;Castellón/Castelló;Mujeres;2009;3157
12;Castellón/Castelló;Mujeres;2008;3446
12;Castellón/Castelló;Mujeres;2007;3230
12;Castellón/Castelló;Mujeres;2006;3298
12;Castellón/Castelló;Mujeres;2005;2900
12;Castellón/Castelló;Mujeres;2004;2778
12;Castellón/Castelló;Mujeres;2003;2703
12;Castellón/Castelló;Mujeres;2002;2656
12;Castellón/Castelló;Mujeres;2001;2419
12;Castellón/Castelló;Mujeres;2000;2301
12;Castellón/Castelló;Mujeres;1999;2196
12;Castellón/Castelló;Mujeres;1998;2108
12;Castellón/Castelló;Mujeres;1997;2083
12;Castellón/Castelló;Mujeres;1996;2044
12;Castellón/Castelló;Mujeres;1995;2038
12;Castellón/Castelló;Mujeres;1994;2020
12;Castellón/Castelló;Mujeres;1993;2107
12;Castellón/Castelló;Mujeres;1992;2087
12;Castellón/Castelló;Mujeres;1991;2111
12;Castellón/Castelló;Mujeres;1990;2164
12;Castellón/Castelló;Mujeres;1989;2145
12;Castellón/Castelló;Mujeres;1988;2220
12;Castellón/Castelló;Mujeres;1987;2301
12;Castellón/Castelló;Mujeres;1986;2166
12;Castellón/Castelló;Mujeres;1985;2283
12;Castellón/Castelló;Mujeres;1984;2403
12;Castellón/Castelló;Mujeres;1983;2511
12;Castellón/Castelló;Mujeres;1982;2707
12;Castellón/Castelló;Mujeres;1981;2827
12;Castellón/Castelló;Mujeres;1980;3111
12;Castellón/Castelló;Mujeres;1979;3298
12;Castellón/Castelló;Mujeres;1978;3400
12;Castellón/Castelló;Mujeres;1977;3416
12;Castellón/Castelló;Mujeres;1976;3429
12;Castellón/Castelló;Mujeres;1975;3368
13;Ciudad Real;Total;2021;3494
13;Ciudad Real;Total;2020;3412
13;Ciudad Real;Total;2019;3578
13;Ciudad Real;Total;2018;3676
13;Ciudad Real;Total;2017;4013
13;Ciudad Real;Total;2016;4258
13;Ciudad Real;Total;2015;4325
13;Ciudad Real;Total;2014;4245
13;Ciudad Real;Total;2013;4588
13;Ciudad Real;Total;2012;4889
13;Ciudad Real;Total;2011;5048
13;Ciudad Real;Total;2010;5183
13;Ciudad Real;Total;2009;5290
13;Ciudad Real;Total;2008;5647
13;Ciudad Real;Total;2007;5101
13;Ciudad Real;Total;2006;5141
13;Ciudad Real;Total;2005;4905
13;Ciudad Real;Total;2004;4734
13;Ciudad Real;Total;2003;4523
13;Ciudad Real;Total;2002;4386
13;Ciudad Real;Total;2001;4460
13;Ciudad Real;Total;2000;4480
13;Ciudad Real;Total;1999;4561
13;Ciudad Real;Total;1998;4597
13;Ciudad Real;Total;1997;4788
13;Ciudad Real;Total;1996;4818
13;Ciudad Real;Total;1995;5130
13;Ciudad Real;Total;1994;5394
13;Ciudad Real;Total;1993;5555
13;Ciudad Real;Total;1992;5702
13;Ciudad Real;Total;1991;5837
13;Ciudad Real;Total;1990;5886
13;Ciudad Real;Total;1989;6052
13;Ciudad Real;Total;1988;6084
13;Ciudad Real;Total;1987;6085
13;Ciudad Real;Total;1986;6176
13;Ciudad Real;Total;1985;6295
13;Ciudad Real;Total;1984;6484
13;Ciudad Real;Total;1983;6617
13;Ciudad Real;Total;1982;6710
13;Ciudad Real;Total;1981;6823
13;Ciudad Real;Total;1980;6902
13;Ciudad Real;Total;1979;7131
13;Ciudad Real;Total;1978;7248
13;Ciudad Real;Total;1977;7239
13;Ciudad Real;Total;1976;7541
13;Ciudad Real;Total;1975;7663
13;Ciudad Real;Hombres;2021;1789
13;Ciudad Real;Hombres;2020;1764
13;Ciudad Real;Hombres;2019;1849
13;Ciudad Real;Hombres;2018;1899
13;Ciudad Real;Hombres;2017;2144
13;Ciudad Real;Hombres;2016;2184
13;Ciudad Real;Hombres;2015;2148
13;Ciudad Real;Hombres;2014;2192
13;Ciudad Real;Hombres;2013;2355
13;Ciudad Real;Hombres;2012;2459
13;Ciudad Real;Hombres;2011;2596
13;Ciudad Real;Hombres;2010;2614
13;Ciudad Real;Hombres;2009;2728
13;Ciudad Real;Hombres;2008;2881
13;Ciudad Real;Hombres;2007;2574
13;Ciudad Real;Hombres;2006;2673
13;Ciudad Real;Hombres;2005;2529
13;Ciudad Real;Hombres;2004;2492
13;Ciudad Real;Hombres;2003;2328
13;Ciudad Real;Hombres;2002;2271
13;Ciudad Real;Hombres;2001;2315
13;Ciudad Real;Hombres;2000;2364
13;Ciudad Real;Hombres;1999;2296
13;Ciudad Real;Hombres;1998;2391
13;Ciudad Real;Hombres;1997;2433
13;Ciudad Real;Hombres;1996;2499
13;Ciudad Real;Hombres;1995;2656
13;Ciudad Real;Hombres;1994;2836
13;Ciudad Real;Hombres;1993;2876
13;Ciudad Real;Hombres;1992;2906
13;Ciudad Real;Hombres;1991;3025
13;Ciudad Real;Hombres;1990;3024
13;Ciudad Real;Hombres;1989;3046
13;Ciudad Real;Hombres;1988;3176
13;Ciudad Real;Hombres;1987;3133
13;Ciudad Real;Hombres;1986;3233
13;Ciudad Real;Hombres;1985;3186
13;Ciudad Real;Hombres;1984;3448
13;Ciudad Real;Hombres;1983;3435
13;Ciudad Real;Hombres;1982;3508
13;Ciudad Real;Hombres;1981;3543
13;Ciudad Real;Hombres;1980;3652
13;Ciudad Real;Hombres;1979;3695
13;Ciudad Real;Hombres;1978;3798
13;Ciudad Real;Hombres;1977;3767
13;Ciudad Real;Hombres;1976;3850
13;Ciudad Real;Hombres;1975;3978
13;Ciudad Real;Mujeres;2021;1705
13;Ciudad Real;Mujeres;2020;1648
13;Ciudad Real;Mujeres;2019;1729
13;Ciudad Real;Mujeres;2018;1777
13;Ciudad Real;Mujeres;2017;1869
13;Ciudad Real;Mujeres;2016;2074
13;Ciudad Real;Mujeres;2015;2177
13;Ciudad Real;Mujeres;2014;2053
13;Ciudad Real;Mujeres;2013;2233
13;Ciudad Real;Mujeres;2012;2430
13;Ciudad Real;Mujeres;2011;2452
13;Ciudad Real;Mujeres;2010;2569
13;Ciudad Real;Mujeres;2009;2562
13;Ciudad Real;Mujeres;2008;2766
13;Ciudad Real;Mujeres;2007;2527
13;Ciudad Real;Mujeres;2006;2468
13;Ciudad Real;Mujeres;2005;2376
13;Ciudad Real;Mujeres;2004;2242
13;Ciudad Real;Mujeres;2003;2195
13;Ciudad Real;Mujeres;2002;2115
13;Ciudad Real;Mujeres;2001;2145
13;Ciudad Real;Mujeres;2000;2116
13;Ciudad Real;Mujeres;1999;2265
13;Ciudad Real;Mujeres;1998;2206
13;Ciudad Real;Mujeres;1997;2355
13;Ciudad Real;Mujeres;1996;2319
13;Ciudad Real;Mujeres;1995;2474
13;Ciudad Real;Mujeres;1994;2558
13;Ciudad Real;Mujeres;1993;2679
13;Ciudad Real;Mujeres;1992;2796
13;Ciudad Real;Mujeres;1991;2812
13;Ciudad Real;Mujeres;1990;2862
13;Ciudad Real;Mujeres;1989;3006
13;Ciudad Real;Mujeres;1988;2908
13;Ciudad Real;Mujeres;1987;2952
13;Ciudad Real;Mujeres;1986;2943
13;Ciudad Real;Mujeres;1985;3109
13;Ciudad Real;Mujeres;1984;3036
13;Ciudad Real;Mujeres;1983;3182
13;Ciudad Real;Mujeres;1982;3202
13;Ciudad Real;Mujeres;1981;3280
13;Ciudad Real;Mujeres;1980;3250
13;Ciudad Real;Mujeres;1979;3436
13;Ciudad Real;Mujeres;1978;3450
13;Ciudad Real;Mujeres;1977;3472
13;Ciudad Real;Mujeres;1976;3691
13;Ciudad Real;Mujeres;1975;3685
14;Córdoba;Total;2021;5799
14;Córdoba;Total;2020;5649
14;Córdoba;Total;2019;5998
14;Córdoba;Total;2018;6209
14;Córdoba;Total;2017;6497
14;Córdoba;Total;2016;6901
14;Córdoba;Total;2015;7050
14;Córdoba;Total;2014;7178
14;Córdoba;Total;2013;7167
14;Córdoba;Total;2012;7519
14;Córdoba;Total;2011;7919
14;Córdoba;Total;2010;7907
14;Córdoba;Total;2009;8309
14;Córdoba;Total;2008;8679
14;Córdoba;Total;2007;8312
14;Córdoba;Total;2006;8566
14;Córdoba;Total;2005;8278
14;Córdoba;Total;2004;8104
14;Córdoba;Total;2003;8174
14;Córdoba;Total;2002;7885
14;Córdoba;Total;2001;7858
14;Córdoba;Total;2000;7988
14;Córdoba;Total;1999;7951
14;Córdoba;Total;1998;8078
14;Córdoba;Total;1997;8062
14;Córdoba;Total;1996;8077
14;Córdoba;Total;1995;8258
14;Córdoba;Total;1994;8884
14;Córdoba;Total;1993;9389
14;Córdoba;Total;1992;9736
14;Córdoba;Total;1991;9571
14;Córdoba;Total;1990;9809
14;Córdoba;Total;1989;9908
14;Córdoba;Total;1988;10060
14;Córdoba;Total;1987;9981
14;Córdoba;Total;1986;10241
14;Córdoba;Total;1985;10328
14;Córdoba;Total;1984;10884
14;Córdoba;Total;1983;10804
14;Córdoba;Total;1982;11399
14;Córdoba;Total;1981;11406
14;Córdoba;Total;1980;11832
14;Córdoba;Total;1979;12129
14;Córdoba;Total;1978;12438
14;Córdoba;Total;1977;12542
14;Córdoba;Total;1976;12781
14;Córdoba;Total;1975;12692
14;Córdoba;Hombres;2021;2912
14;Córdoba;Hombres;2020;2872
14;Córdoba;Hombres;2019;3091
14;Córdoba;Hombres;2018;3160
14;Córdoba;Hombres;2017;3426
14;Córdoba;Hombres;2016;3530
14;Córdoba;Hombres;2015;3577
14;Córdoba;Hombres;2014;3693
14;Córdoba;Hombres;2013;3706
14;Córdoba;Hombres;2012;3877
14;Córdoba;Hombres;2011;4114
14;Córdoba;Hombres;2010;4044
14;Córdoba;Hombres;2009;4297
14;Córdoba;Hombres;2008;4536
14;Córdoba;Hombres;2007;4322
14;Córdoba;Hombres;2006;4443
14;Córdoba;Hombres;2005;4269
14;Córdoba;Hombres;2004;4244
14;Córdoba;Hombres;2003;4228
14;Córdoba;Hombres;2002;4074
14;Córdoba;Hombres;2001;3965
14;Córdoba;Hombres;2000;4133
14;Córdoba;Hombres;1999;4127
14;Córdoba;Hombres;1998;4258
14;Córdoba;Hombres;1997;4131
14;Córdoba;Hombres;1996;4172
14;Córdoba;Hombres;1995;4322
14;Córdoba;Hombres;1994;4607
14;Córdoba;Hombres;1993;4820
14;Córdoba;Hombres;1992;5009
14;Córdoba;Hombres;1991;4941
14;Córdoba;Hombres;1990;5073
14;Córdoba;Hombres;1989;5129
14;Córdoba;Hombres;1988;5326
14;Córdoba;Hombres;1987;5130
14;Córdoba;Hombres;1986;5257
14;Córdoba;Hombres;1985;5299
14;Córdoba;Hombres;1984;5629
14;Córdoba;Hombres;1983;5550
14;Córdoba;Hombres;1982;5836
14;Córdoba;Hombres;1981;5909
14;Córdoba;Hombres;1980;6172
14;Córdoba;Hombres;1979;6340
14;Córdoba;Hombres;1978;6453
14;Córdoba;Hombres;1977;6418
14;Córdoba;Hombres;1976;6548
14;Córdoba;Hombres;1975;6619
14;Córdoba;Mujeres;2021;2887
14;Córdoba;Mujeres;2020;2777
14;Córdoba;Mujeres;2019;2907
14;Córdoba;Mujeres;2018;3049
14;Córdoba;Mujeres;2017;3071
14;Córdoba;Mujeres;2016;3371
14;Córdoba;Mujeres;2015;3473
14;Córdoba;Mujeres;2014;3485
14;Córdoba;Mujeres;2013;3461
14;Córdoba;Mujeres;2012;3642
14;Córdoba;Mujeres;2011;3805
14;Córdoba;Mujeres;2010;3863
14;Córdoba;Mujeres;2009;4012
14;Córdoba;Mujeres;2008;4143
14;Córdoba;Mujeres;2007;3990
14;Córdoba;Mujeres;2006;4123
14;Córdoba;Mujeres;2005;4009
14;Córdoba;Mujeres;2004;3860
14;Córdoba;Mujeres;2003;3946
14;Córdoba;Mujeres;2002;3811
14;Córdoba;Mujeres;2001;3893
14;Córdoba;Mujeres;2000;3855
14;Córdoba;Mujeres;1999;3824
14;Córdoba;Mujeres;1998;3820
14;Córdoba;Mujeres;1997;3931
14;Córdoba;Mujeres;1996;3905
14;Córdoba;Mujeres;1995;3936
14;Córdoba;Mujeres;1994;4277
14;Córdoba;Mujeres;1993;4569
14;Córdoba;Mujeres;1992;4727
14;Córdoba;Mujeres;1991;4630
14;Córdoba;Mujeres;1990;4736
14;Córdoba;Mujeres;1989;4779
14;Córdoba;Mujeres;1988;4734
