Sexo;Edad;Provincias;Periodo;Total
Ambos sexos;Total;17 Girona;1 de enero de 1984;480.605,666052
Ambos sexos;Total;17 Girona;1 de enero de 1983;476.229,546923
Ambos sexos;Total;17 Girona;1 de enero de 1982;471.257,305346
Ambos sexos;Total;17 Girona;1 de enero de 1981;466.222,665927
Ambos sexos;Total;17 Girona;1 de enero de 1980;461.742,803777
Ambos sexos;Total;17 Girona;1 de enero de 1979;456.575,684843
Ambos sexos;Total;17 Girona;1 de enero de 1978;451.033,216047
Ambos sexos;Total;17 Girona;1 de enero de 1977;445.239,196452
Ambos sexos;Total;17 Girona;1 de enero de 1976;439.484,354969
Ambos sexos;Total;17 Girona;1 de enero de 1975;433.814,404495
Ambos sexos;Total;17 Girona;1 de enero de 1974;428.152,912429
Ambos sexos;Total;17 Girona;1 de enero de 1973;422.887,061582
Ambos sexos;Total;17 Girona;1 de enero de 1972;417.408,936735
Ambos sexos;Total;17 Girona;1 de enero de 1971;412.341,1
Ambos sexos;Total;18 Granada;1 de enero de 2022;929.955,424288
Ambos sexos;Total;18 Granada;1 de enero de 2021;928.380,860021
Ambos sexos;Total;18 Granada;1 de enero de 2020;925.159,803898
Ambos sexos;Total;18 Granada;1 de enero de 2019;919.699,907541
Ambos sexos;Total;18 Granada;1 de enero de 2018;917.444,759504
Ambos sexos;Total;18 Granada;1 de enero de 2017;917.038,69672
Ambos sexos;Total;18 Granada;1 de enero de 2016;917.493,598592
Ambos sexos;Total;18 Granada;1 de enero de 2015;919.138,83947
Ambos sexos;Total;18 Granada;1 de enero de 2014;920.484,310239
Ambos sexos;Total;18 Granada;1 de enero de 2013;922.137,651158
Ambos sexos;Total;18 Granada;1 de enero de 2012;922.460,13228
Ambos sexos;Total;18 Granada;1 de enero de 2011;919.884,733027
Ambos sexos;Total;18 Granada;1 de enero de 2010;915.316,569876
Ambos sexos;Total;18 Granada;1 de enero de 2009;909.111,898558
Ambos sexos;Total;18 Granada;1 de enero de 2008;900.259,869976
Ambos sexos;Total;18 Granada;1 de enero de 2007;885.032,350081
Ambos sexos;Total;18 Granada;1 de enero de 2006;871.597,189384
Ambos sexos;Total;18 Granada;1 de enero de 2005;856.428,511229
Ambos sexos;Total;18 Granada;1 de enero de 2004;842.810,48451
Ambos sexos;Total;18 Granada;1 de enero de 2003;831.319,717784
Ambos sexos;Total;18 Granada;1 de enero de 2002;821.889,371596
Ambos sexos;Total;18 Granada;1 de enero de 2001;819.048,957873
Ambos sexos;Total;18 Granada;1 de enero de 2000;816.662,707323
Ambos sexos;Total;18 Granada;1 de enero de 1999;814.980,093133
Ambos sexos;Total;18 Granada;1 de enero de 1998;813.210,773061
Ambos sexos;Total;18 Granada;1 de enero de 1997;810.746,626904
Ambos sexos;Total;18 Granada;1 de enero de 1996;808.191,894538
Ambos sexos;Total;18 Granada;1 de enero de 1995;805.020,47646
Ambos sexos;Total;18 Granada;1 de enero de 1994;801.903,253502
Ambos sexos;Total;18 Granada;1 de enero de 1993;798.388,009269
Ambos sexos;Total;18 Granada;1 de enero de 1992;794.233,859375
Ambos sexos;Total;18 Granada;1 de enero de 1991;791.210,838066
Ambos sexos;Total;18 Granada;1 de enero de 1990;789.020,312345
Ambos sexos;Total;18 Granada;1 de enero de 1989;787.158,453554
Ambos sexos;Total;18 Granada;1 de enero de 1988;784.861,91503
Ambos sexos;Total;18 Granada;1 de enero de 1987;781.899,0156
Ambos sexos;Total;18 Granada;1 de enero de 1986;778.952,68307
Ambos sexos;Total;18 Granada;1 de enero de 1985;775.461,130975
Ambos sexos;Total;18 Granada;1 de enero de 1984;771.668,553343
Ambos sexos;Total;18 Granada;1 de enero de 1983;767.649,399912
Ambos sexos;Total;18 Granada;1 de enero de 1982;762.941,388703
Ambos sexos;Total;18 Granada;1 de enero de 1981;758.606,643277
Ambos sexos;Total;18 Granada;1 de enero de 1980;757.907,889223
Ambos sexos;Total;18 Granada;1 de enero de 1979;756.998,155262
Ambos sexos;Total;18 Granada;1 de enero de 1978;755.849,407828
Ambos sexos;Total;18 Granada;1 de enero de 1977;754.460,745161
Ambos sexos;Total;18 Granada;1 de enero de 1976;752.888,902314
Ambos sexos;Total;18 Granada;1 de enero de 1975;751.207,441072
Ambos sexos;Total;18 Granada;1 de enero de 1974;748.971,731333
Ambos sexos;Total;18 Granada;1 de enero de 1973;746.904,98517
Ambos sexos;Total;18 Granada;1 de enero de 1972;743.951,233402
Ambos sexos;Total;18 Granada;1 de enero de 1971;741.618,07
Ambos sexos;Total;19 Guadalajara;1 de enero de 2022;266.401,366335
Ambos sexos;Total;19 Guadalajara;1 de enero de 2021;265.041,618548
Ambos sexos;Total;19 Guadalajara;1 de enero de 2020;262.409,481475
Ambos sexos;Total;19 Guadalajara;1 de enero de 2019;258.889,894327
Ambos sexos;Total;19 Guadalajara;1 de enero de 2018;256.029,270009
Ambos sexos;Total;19 Guadalajara;1 de enero de 2017;255.331,829341
Ambos sexos;Total;19 Guadalajara;1 de enero de 2016;254.280,237712
Ambos sexos;Total;19 Guadalajara;1 de enero de 2015;254.558,171775
Ambos sexos;Total;19 Guadalajara;1 de enero de 2014;255.239,773522
Ambos sexos;Total;19 Guadalajara;1 de enero de 2013;257.100,621605
Ambos sexos;Total;19 Guadalajara;1 de enero de 2012;257.730,923757
Ambos sexos;Total;19 Guadalajara;1 de enero de 2011;254.655,9648
Ambos sexos;Total;19 Guadalajara;1 de enero de 2010;250.530,693477
Ambos sexos;Total;19 Guadalajara;1 de enero de 2009;245.403,288217
Ambos sexos;Total;19 Guadalajara;1 de enero de 2008;237.361,4928
Ambos sexos;Total;19 Guadalajara;1 de enero de 2007;225.057,572982
Ambos sexos;Total;19 Guadalajara;1 de enero de 2006;213.165,960427
Ambos sexos;Total;19 Guadalajara;1 de enero de 2005;202.525,360486
Ambos sexos;Total;19 Guadalajara;1 de enero de 2004;193.138,930467
Ambos sexos;Total;19 Guadalajara;1 de enero de 2003;183.879,244959
Ambos sexos;Total;19 Guadalajara;1 de enero de 2002;175.768,915011
Ambos sexos;Total;19 Guadalajara;1 de enero de 2001;172.325,122854
Ambos sexos;Total;19 Guadalajara;1 de enero de 2000;169.171,070279
Ambos sexos;Total;19 Guadalajara;1 de enero de 1999;166.249,744977
Ambos sexos;Total;19 Guadalajara;1 de enero de 1998;163.532,360853
Ambos sexos;Total;19 Guadalajara;1 de enero de 1997;160.754,194118
Ambos sexos;Total;19 Guadalajara;1 de enero de 1996;158.083,9929
Ambos sexos;Total;19 Guadalajara;1 de enero de 1995;155.407,477399
Ambos sexos;Total;19 Guadalajara;1 de enero de 1994;152.865,791164
Ambos sexos;Total;19 Guadalajara;1 de enero de 1993;150.334,466632
Ambos sexos;Total;19 Guadalajara;1 de enero de 1992;147.693,40625
Ambos sexos;Total;19 Guadalajara;1 de enero de 1991;145.632,140436
Ambos sexos;Total;19 Guadalajara;1 de enero de 1990;145.706,983102
Ambos sexos;Total;19 Guadalajara;1 de enero de 1989;145.701,968625
Ambos sexos;Total;19 Guadalajara;1 de enero de 1988;145.526,610262
Ambos sexos;Total;19 Guadalajara;1 de enero de 1987;145.426,669635
Ambos sexos;Total;19 Guadalajara;1 de enero de 1986;145.152,514903
Ambos sexos;Total;19 Guadalajara;1 de enero de 1985;145.123,136382
Ambos sexos;Total;19 Guadalajara;1 de enero de 1984;144.954,639823
Ambos sexos;Total;19 Guadalajara;1 de enero de 1983;144.531,233135
Ambos sexos;Total;19 Guadalajara;1 de enero de 1982;144.013,375575
Ambos sexos;Total;19 Guadalajara;1 de enero de 1981;143.435,96568
Ambos sexos;Total;19 Guadalajara;1 de enero de 1980;143.438,297472
Ambos sexos;Total;19 Guadalajara;1 de enero de 1979;143.633,696834
Ambos sexos;Total;19 Guadalajara;1 de enero de 1978;143.950,609956
Ambos sexos;Total;19 Guadalajara;1 de enero de 1977;144.350,14057
Ambos sexos;Total;19 Guadalajara;1 de enero de 1976;144.819,274154
Ambos sexos;Total;19 Guadalajara;1 de enero de 1975;145.540,20107
Ambos sexos;Total;19 Guadalajara;1 de enero de 1974;146.403,871343
Ambos sexos;Total;19 Guadalajara;1 de enero de 1973;147.386,101845
Ambos sexos;Total;19 Guadalajara;1 de enero de 1972;148.573,899638
Ambos sexos;Total;19 Guadalajara;1 de enero de 1971;149.803,29
Ambos sexos;Total;21 Huelva;1 de enero de 2022;532.939,80365
Ambos sexos;Total;21 Huelva;1 de enero de 2021;530.421,574337
Ambos sexos;Total;21 Huelva;1 de enero de 2020;528.177,255966
Ambos sexos;Total;21 Huelva;1 de enero de 2019;524.576,431076
Ambos sexos;Total;21 Huelva;1 de enero de 2018;522.483,608437
Ambos sexos;Total;21 Huelva;1 de enero de 2017;521.109,962175
Ambos sexos;Total;21 Huelva;1 de enero de 2016;521.648,47594
Ambos sexos;Total;21 Huelva;1 de enero de 2015;522.136,01753
Ambos sexos;Total;21 Huelva;1 de enero de 2014;521.428,237617
Ambos sexos;Total;21 Huelva;1 de enero de 2013;520.948,13972
Ambos sexos;Total;21 Huelva;1 de enero de 2012;519.979,885164
Ambos sexos;Total;21 Huelva;1 de enero de 2011;517.889,603833
Ambos sexos;Total;21 Huelva;1 de enero de 2010;514.629,390015
Ambos sexos;Total;21 Huelva;1 de enero de 2009;510.277,802813
Ambos sexos;Total;21 Huelva;1 de enero de 2008;505.036,591483
Ambos sexos;Total;21 Huelva;1 de enero de 2007;495.170,878006
Ambos sexos;Total;21 Huelva;1 de enero de 2006;488.527,693043
Ambos sexos;Total;21 Huelva;1 de enero de 2005;479.910,429863
Ambos sexos;Total;21 Huelva;1 de enero de 2004;473.451,7742
Ambos sexos;Total;21 Huelva;1 de enero de 2003;468.682,317029
Ambos sexos;Total;21 Huelva;1 de enero de 2002;463.862,709886
Ambos sexos;Total;21 Huelva;1 de enero de 2001;460.685,795051
Ambos sexos;Total;21 Huelva;1 de enero de 2000;458.850,749115
Ambos sexos;Total;21 Huelva;1 de enero de 1999;457.242,248635
Ambos sexos;Total;21 Huelva;1 de enero de 1998;455.894,630506
Ambos sexos;Total;21 Huelva;1 de enero de 1997;454.387,099333
Ambos sexos;Total;21 Huelva;1 de enero de 1996;452.934,775055
Ambos sexos;Total;21 Huelva;1 de enero de 1995;451.167,45078
Ambos sexos;Total;21 Huelva;1 de enero de 1994;449.405,565529
Ambos sexos;Total;21 Huelva;1 de enero de 1993;447.379,510064
Ambos sexos;Total;21 Huelva;1 de enero de 1992;445.200,71875
Ambos sexos;Total;21 Huelva;1 de enero de 1991;443.256,259577
Ambos sexos;Total;21 Huelva;1 de enero de 1990;441.348,736717
Ambos sexos;Total;21 Huelva;1 de enero de 1989;439.489,738745
Ambos sexos;Total;21 Huelva;1 de enero de 1988;437.574,595225
Ambos sexos;Total;21 Huelva;1 de enero de 1987;435.434,643664
Ambos sexos;Total;21 Huelva;1 de enero de 1986;433.045,274605
Ambos sexos;Total;21 Huelva;1 de enero de 1985;430.598,484629
Ambos sexos;Total;21 Huelva;1 de enero de 1984;427.832,259428
Ambos sexos;Total;21 Huelva;1 de enero de 1983;424.946,815819
Ambos sexos;Total;21 Huelva;1 de enero de 1982;421.659,753661
Ambos sexos;Total;21 Huelva;1 de enero de 1981;418.120,42727
Ambos sexos;Total;21 Huelva;1 de enero de 1980;416.795,281256
Ambos sexos;Total;21 Huelva;1 de enero de 1979;415.472,865822
Ambos sexos;Total;21 Huelva;1 de enero de 1978;414.021,947172
Ambos sexos;Total;21 Huelva;1 de enero de 1977;412.508,119306
Ambos sexos;Total;21 Huelva;1 de enero de 1976;410.883,109056
Ambos sexos;Total;21 Huelva;1 de enero de 1975;409.399,265739
Ambos sexos;Total;21 Huelva;1 de enero de 1974;407.811,756047
Ambos sexos;Total;21 Huelva;1 de enero de 1973;406.444,950722
Ambos sexos;Total;21 Huelva;1 de enero de 1972;404.773,843354
Ambos sexos;Total;21 Huelva;1 de enero de 1971;403.402,3
Ambos sexos;Total;22 Huesca;1 de enero de 2022;222.236,031783
Ambos sexos;Total;22 Huesca;1 de enero de 2021;221.406,994349
Ambos sexos;Total;22 Huesca;1 de enero de 2020;220.606,991514
Ambos sexos;Total;22 Huesca;1 de enero de 2019;219.239,206769
Ambos sexos;Total;22 Huesca;1 de enero de 2018;219.174,314641
Ambos sexos;Total;22 Huesca;1 de enero de 2017;219.669,466788
Ambos sexos;Total;22 Huesca;1 de enero de 2016;220.587,703601
Ambos sexos;Total;22 Huesca;1 de enero de 2015;222.084,0217
Ambos sexos;Total;22 Huesca;1 de enero de 2014;223.357,926217
Ambos sexos;Total;22 Huesca;1 de enero de 2013;224.687,757935
Ambos sexos;Total;22 Huesca;1 de enero de 2012;225.821,158942
Ambos sexos;Total;22 Huesca;1 de enero de 2011;226.595,70129
Ambos sexos;Total;22 Huesca;1 de enero de 2010;226.789,920393
Ambos sexos;Total;22 Huesca;1 de enero de 2009;226.768,611905
Ambos sexos;Total;22 Huesca;1 de enero de 2008;224.407,111751
Ambos sexos;Total;22 Huesca;1 de enero de 2007;220.089,945869
Ambos sexos;Total;22 Huesca;1 de enero de 2006;217.246,675216
Ambos sexos;Total;22 Huesca;1 de enero de 2005;214.552,215245
Ambos sexos;Total;22 Huesca;1 de enero de 2004;211.742,619292
Ambos sexos;Total;22 Huesca;1 de enero de 2003;209.448,844388
Ambos sexos;Total;22 Huesca;1 de enero de 2002;206.712,180798
Ambos sexos;Total;22 Huesca;1 de enero de 2001;206.478,681879
Ambos sexos;Total;22 Huesca;1 de enero de 2000;206.586,900141
Ambos sexos;Total;22 Huesca;1 de enero de 1999;206.936,663852
Ambos sexos;Total;22 Huesca;1 de enero de 1998;207.219,956977
Ambos sexos;Total;22 Huesca;1 de enero de 1997;207.471,945751
Ambos sexos;Total;22 Huesca;1 de enero de 1996;207.809,313838
Ambos sexos;Total;22 Huesca;1 de enero de 1995;208.034,310497
Ambos sexos;Total;22 Huesca;1 de enero de 1994;208.096,843739
Ambos sexos;Total;22 Huesca;1 de enero de 1993;208.175,908899
Ambos sexos;Total;22 Huesca;1 de enero de 1992;207.926,125
Ambos sexos;Total;22 Huesca;1 de enero de 1991;208.060,451166
Ambos sexos;Total;22 Huesca;1 de enero de 1990;209.081,74799
Ambos sexos;Total;22 Huesca;1 de enero de 1989;210.091,515999
Ambos sexos;Total;22 Huesca;1 de enero de 1988;211.105,987441
Ambos sexos;Total;22 Huesca;1 de enero de 1987;211.982,055325
Ambos sexos;Total;22 Huesca;1 de enero de 1986;212.811,013906
Ambos sexos;Total;22 Huesca;1 de enero de 1985;213.599,018389
Ambos sexos;Total;22 Huesca;1 de enero de 1984;214.290,996389
Ambos sexos;Total;22 Huesca;1 de enero de 1983;214.888,990171
Ambos sexos;Total;22 Huesca;1 de enero de 1982;214.920,55538
Ambos sexos;Total;22 Huesca;1 de enero de 1981;215.018,225568
Ambos sexos;Total;22 Huesca;1 de enero de 1980;215.557,943269
Ambos sexos;Total;22 Huesca;1 de enero de 1979;216.096,91784
Ambos sexos;Total;22 Huesca;1 de enero de 1978;216.618,829426
Ambos sexos;Total;22 Huesca;1 de enero de 1977;217.075,716752
Ambos sexos;Total;22 Huesca;1 de enero de 1976;217.713,953452
Ambos sexos;Total;22 Huesca;1 de enero de 1975;218.606,789108
Ambos sexos;Total;22 Huesca;1 de enero de 1974;219.387,115112
Ambos sexos;Total;22 Huesca;1 de enero de 1973;220.260,511775
Ambos sexos;Total;22 Huesca;1 de enero de 1972;220.915,72546
Ambos sexos;Total;22 Huesca;1 de enero de 1971;221.760,33
Ambos sexos;Total;23 Jaén;1 de enero de 2022;622.673,284821
Ambos sexos;Total;23 Jaén;1 de enero de 2021;625.830,97853
Ambos sexos;Total;23 Jaén;1 de enero de 2020;629.035,686721
Ambos sexos;Total;23 Jaén;1 de enero de 2019;632.027,340407
Ambos sexos;Total;23 Jaén;1 de enero de 2018;636.585,852934
Ambos sexos;Total;23 Jaén;1 de enero de 2017;641.816,399692
Ambos sexos;Total;23 Jaén;1 de enero de 2016;646.500,142047
Ambos sexos;Total;23 Jaén;1 de enero de 2015;652.131,805958
Ambos sexos;Total;23 Jaén;1 de enero de 2014;656.131,502861
Ambos sexos;Total;23 Jaén;1 de enero de 2013;661.715,504867
Ambos sexos;Total;23 Jaén;1 de enero de 2012;667.260,092239
Ambos sexos;Total;23 Jaén;1 de enero de 2011;667.059,28451
Ambos sexos;Total;23 Jaén;1 de enero de 2010;666.362,936921
Ambos sexos;Total;23 Jaén;1 de enero de 2009;665.200,793838
Ambos sexos;Total;23 Jaén;1 de enero de 2008;663.528,124666
Ambos sexos;Total;23 Jaén;1 de enero de 2007;659.840,159294
Ambos sexos;Total;23 Jaén;1 de enero de 2006;656.526,20068
Ambos sexos;Total;23 Jaén;1 de enero de 2005;653.778,927648
Ambos sexos;Total;23 Jaén;1 de enero de 2004;649.924,434699
Ambos sexos;Total;23 Jaén;1 de enero de 2003;646.844,152489
Ambos sexos;Total;23 Jaén;1 de enero de 2002;643.821,077345
Ambos sexos;Total;23 Jaén;1 de enero de 2001;644.053,974355
Ambos sexos;Total;23 Jaén;1 de enero de 2000;644.275,143586
Ambos sexos;Total;23 Jaén;1 de enero de 1999;644.390,040086
Ambos sexos;Total;23 Jaén;1 de enero de 1998;644.866,760118
Ambos sexos;Total;23 Jaén;1 de enero de 1997;644.743,349712
Ambos sexos;Total;23 Jaén;1 de enero de 1996;644.464,008273
Ambos sexos;Total;23 Jaén;1 de enero de 1995;643.764,923977
Ambos sexos;Total;23 Jaén;1 de enero de 1994;642.685,156755
Ambos sexos;Total;23 Jaén;1 de enero de 1993;641.024,77251
Ambos sexos;Total;23 Jaén;1 de enero de 1992;639.217,765625
Ambos sexos;Total;23 Jaén;1 de enero de 1991;638.031,580764
Ambos sexos;Total;23 Jaén;1 de enero de 1990;639.380,659968
Ambos sexos;Total;23 Jaén;1 de enero de 1989;640.170,443684
Ambos sexos;Total;23 Jaén;1 de enero de 1988;641.323,43017
Ambos sexos;Total;23 Jaén;1 de enero de 1987;642.049,477877
Ambos sexos;Total;23 Jaén;1 de enero de 1986;642.341,434682
Ambos sexos;Total;23 Jaén;1 de enero de 1985;642.583,278442
Ambos sexos;Total;23 Jaén;1 de enero de 1984;642.202,59584
Ambos sexos;Total;23 Jaén;1 de enero de 1983;641.823,852706
Ambos sexos;Total;23 Jaén;1 de enero de 1982;640.864,11734
Ambos sexos;Total;23 Jaén;1 de enero de 1981;640.102,611604
Ambos sexos;Total;23 Jaén;1 de enero de 1980;642.418,069806
Ambos sexos;Total;23 Jaén;1 de enero de 1979;645.336,646288
Ambos sexos;Total;23 Jaén;1 de enero de 1978;648.640,247648
Ambos sexos;Total;23 Jaén;1 de enero de 1977;651.860,539682
Ambos sexos;Total;23 Jaén;1 de enero de 1976;655.204,790529
Ambos sexos;Total;23 Jaén;1 de enero de 1975;658.436,488482
Ambos sexos;Total;23 Jaén;1 de enero de 1974;661.529,880365
Ambos sexos;Total;23 Jaén;1 de enero de 1973;664.116,295081
Ambos sexos;Total;23 Jaén;1 de enero de 1972;665.926,468953
Ambos sexos;Total;23 Jaén;1 de enero de 1971;668.192,53
Ambos sexos;Total;24 León;1 de enero de 2022;452.186,535366
Ambos sexos;Total;24 León;1 de enero de 2021;455.098,03662
Ambos sexos;Total;24 León;1 de enero de 2020;459.236,251771
Ambos sexos;Total;24 León;1 de enero de 2019;462.495,523117
Ambos sexos;Total;24 León;1 de enero de 2018;466.108,489428
Ambos sexos;Total;24 León;1 de enero de 2017;470.326,532282
Ambos sexos;Total;24 León;1 de enero de 2016;474.895,65566
Ambos sexos;Total;24 León;1 de enero de 2015;480.331,004249
Ambos sexos;Total;24 León;1 de enero de 2014;484.531,861145
Ambos sexos;Total;24 León;1 de enero de 2013;489.238,782674
Ambos sexos;Total;24 León;1 de enero de 2012;492.822,958572
Ambos sexos;Total;24 León;1 de enero de 2011;494.210,622727
Ambos sexos;Total;24 León;1 de enero de 2010;494.822,640047
Ambos sexos;Total;24 León;1 de enero de 2009;495.040,868797
Ambos sexos;Total;24 León;1 de enero de 2008;493.937,771234
Ambos sexos;Total;24 León;1 de enero de 2007;491.130,283288
Ambos sexos;Total;24 León;1 de enero de 2006;488.534,004737
Ambos sexos;Total;24 León;1 de enero de 2005;487.439,587574
Ambos sexos;Total;24 León;1 de enero de 2004;487.072,59155
Ambos sexos;Total;24 León;1 de enero de 2003;487.392,705627
Ambos sexos;Total;24 León;1 de enero de 2002;487.511,326336
Ambos sexos;Total;24 León;1 de enero de 2001;491.873,672331
Ambos sexos;Total;24 León;1 de enero de 2000;495.743,479128
Ambos sexos;Total;24 León;1 de enero de 1999;499.735,376833
Ambos sexos;Total;24 León;1 de enero de 1998;503.600,568659
Ambos sexos;Total;24 León;1 de enero de 1997;507.024,630045
Ambos sexos;Total;24 León;1 de enero de 1996;510.673,519022
Ambos sexos;Total;24 León;1 de enero de 1995;514.190,69371
Ambos sexos;Total;24 León;1 de enero de 1994;517.602,01474
Ambos sexos;Total;24 León;1 de enero de 1993;520.814,71875
Ambos sexos;Total;24 León;1 de enero de 1992;523.702,78125
Ambos sexos;Total;24 León;1 de enero de 1991;526.204,741748
Ambos sexos;Total;24 León;1 de enero de 1990;527.374,202563
Ambos sexos;Total;24 León;1 de enero de 1989;528.037,709633
Ambos sexos;Total;24 León;1 de enero de 1988;528.642,68762
Ambos sexos;Total;24 León;1 de enero de 1987;528.844,906485
Ambos sexos;Total;24 León;1 de enero de 1986;528.747,59605
Ambos sexos;Total;24 León;1 de enero de 1985;528.384,077671
Ambos sexos;Total;24 León;1 de enero de 1984;527.296,314521
Ambos sexos;Total;24 León;1 de enero de 1983;526.438,597135
Ambos sexos;Total;24 León;1 de enero de 1982;525.012,372662
Ambos sexos;Total;24 León;1 de enero de 1981;524.491,45898
Ambos sexos;Total;24 León;1 de enero de 1980;529.355,95049
Ambos sexos;Total;24 León;1 de enero de 1979;533.720,095239
Ambos sexos;Total;24 León;1 de enero de 1978;537.699,735831
Ambos sexos;Total;24 León;1 de enero de 1977;541.775,89011
Ambos sexos;Total;24 León;1 de enero de 1976;545.723,287276
Ambos sexos;Total;24 León;1 de enero de 1975;549.802,361226
Ambos sexos;Total;24 León;1 de enero de 1974;553.332,585617
Ambos sexos;Total;24 León;1 de enero de 1973;556.876,476595
Ambos sexos;Total;24 León;1 de enero de 1972;559.819,759003
Ambos sexos;Total;24 León;1 de enero de 1971;562.757,64
Ambos sexos;Total;25 Lleida;1 de enero de 2022;437.112,951001
Ambos sexos;Total;25 Lleida;1 de enero de 2021;436.729,800907
Ambos sexos;Total;25 Lleida;1 de enero de 2020;435.562,881316
Ambos sexos;Total;25 Lleida;1 de enero de 2019;431.183,018316
Ambos sexos;Total;25 Lleida;1 de enero de 2018;429.211,840087
Ambos sexos;Total;25 Lleida;1 de enero de 2017;428.892,860817
Ambos sexos;Total;25 Lleida;1 de enero de 2016;429.108,392674
Ambos sexos;Total;25 Lleida;1 de enero de 2015;430.660,602
Ambos sexos;Total;25 Lleida;1 de enero de 2014;432.168,74314
Ambos sexos;Total;25 Lleida;1 de enero de 2013;435.846,637616
Ambos sexos;Total;25 Lleida;1 de enero de 2012;438.212,723442
Ambos sexos;Total;25 Lleida;1 de enero de 2011;436.689,095581
Ambos sexos;Total;25 Lleida;1 de enero de 2010;434.178,747638
Ambos sexos;Total;25 Lleida;1 de enero de 2009;431.408,867929
Ambos sexos;Total;25 Lleida;1 de enero de 2008;423.484,396178
Ambos sexos;Total;25 Lleida;1 de enero de 2007;411.140,638921
Ambos sexos;Total;25 Lleida;1 de enero de 2006;401.661,47497
Ambos sexos;Total;25 Lleida;1 de enero de 2005;392.920,81471
Ambos sexos;Total;25 Lleida;1 de enero de 2004;380.554,435009
Ambos sexos;Total;25 Lleida;1 de enero de 2003;371.136,866151
Ambos sexos;Total;25 Lleida;1 de enero de 2002;363.189,676373
Ambos sexos;Total;25 Lleida;1 de enero de 2001;361.077,737525
Ambos sexos;Total;25 Lleida;1 de enero de 2000;360.039,62256
Ambos sexos;Total;25 Lleida;1 de enero de 1999;359.317,871227
Ambos sexos;Total;25 Lleida;1 de enero de 1998;358.745,237541
Ambos sexos;Total;25 Lleida;1 de enero de 1997;358.127,256028
Ambos sexos;Total;25 Lleida;1 de enero de 1996;357.447,860726
Ambos sexos;Total;25 Lleida;1 de enero de 1995;356.854,236851
Ambos sexos;Total;25 Lleida;1 de enero de 1994;356.210,100781
Ambos sexos;Total;25 Lleida;1 de enero de 1993;355.224,730667
Ambos sexos;Total;25 Lleida;1 de enero de 1992;354.161,171875
Ambos sexos;Total;25 Lleida;1 de enero de 1991;353.594,953311
Ambos sexos;Total;25 Lleida;1 de enero de 1990;354.142,457894
Ambos sexos;Total;25 Lleida;1 de enero de 1989;354.648,606347
Ambos sexos;Total;25 Lleida;1 de enero de 1988;354.893,524033
Ambos sexos;Total;25 Lleida;1 de enero de 1987;355.132,599612
Ambos sexos;Total;25 Lleida;1 de enero de 1986;355.430,608491
Ambos sexos;Total;25 Lleida;1 de enero de 1985;355.495,251078
Ambos sexos;Total;25 Lleida;1 de enero de 1984;355.307,781366
Ambos sexos;Total;25 Lleida;1 de enero de 1983;354.997,050358
Ambos sexos;Total;25 Lleida;1 de enero de 1982;354.069,982222
Ambos sexos;Total;25 Lleida;1 de enero de 1981;353.240,247842
Ambos sexos;Total;25 Lleida;1 de enero de 1980;352.837,10604
Ambos sexos;Total;25 Lleida;1 de enero de 1979;352.315,094002
Ambos sexos;Total;25 Lleida;1 de enero de 1978;351.725,755933
Ambos sexos;Total;25 Lleida;1 de enero de 1977;350.981,365845
Ambos sexos;Total;25 Lleida;1 de enero de 1976;349.974,042181
Ambos sexos;Total;25 Lleida;1 de enero de 1975;349.319,627751
Ambos sexos;Total;25 Lleida;1 de enero de 1974;348.489,540017
Ambos sexos;Total;25 Lleida;1 de enero de 1973;348.110,748125
Ambos sexos;Total;25 Lleida;1 de enero de 1972;347.460,458985
Ambos sexos;Total;25 Lleida;1 de enero de 1971;347.090,7
Ambos sexos;Total;27 Lugo;1 de enero de 2022;324.399,657369
Ambos sexos;Total;27 Lugo;1 de enero de 2021;326.537,134605
Ambos sexos;Total;27 Lugo;1 de enero de 2020;328.168,758617
Ambos sexos;Total;27 Lugo;1 de enero de 2019;329.586,584666
Ambos sexos;Total;27 Lugo;1 de enero de 2018;331.492,163491
Ambos sexos;Total;27 Lugo;1 de enero de 2017;333.592,961312
Ambos sexos;Total;27 Lugo;1 de enero de 2016;336.136,020717
Ambos sexos;Total;27 Lugo;1 de enero de 2015;338.920,749396
Ambos sexos;Total;27 Lugo;1 de enero de 2014;341.822,335397
Ambos sexos;Total;27 Lugo;1 de enero de 2013;344.845,189745
Ambos sexos;Total;27 Lugo;1 de enero de 2012;347.628,72051
Ambos sexos;Total;27 Lugo;1 de enero de 2011;349.525,173139
Ambos sexos;Total;27 Lugo;1 de enero de 2010;350.999,729286
Ambos sexos;Total;27 Lugo;1 de enero de 2009;352.322,174233
Ambos sexos;Total;27 Lugo;1 de enero de 2008;352.633,327403
Ambos sexos;Total;27 Lugo;1 de enero de 2007;352.246,757566
Ambos sexos;Total;27 Lugo;1 de enero de 2006;352.624,263928
Ambos sexos;Total;27 Lugo;1 de enero de 2005;353.357,129386
Ambos sexos;Total;27 Lugo;1 de enero de 2004;354.345,042486
Ambos sexos;Total;27 Lugo;1 de enero de 2003;355.701,730503
Ambos sexos;Total;27 Lugo;1 de enero de 2002;357.303,106905
Ambos sexos;Total;27 Lugo;1 de enero de 2001;359.818,206593
Ambos sexos;Total;27 Lugo;1 de enero de 2000;362.564,854506
Ambos sexos;Total;27 Lugo;1 de enero de 1999;365.543,229693
Ambos sexos;Total;27 Lugo;1 de enero de 1998;368.220,781348
