Codigo;Provincias;Sexo;Periodo;Total
48;Bizkaia;Hombres;2000;5469
48;Bizkaia;Hombres;1999;5396
48;Bizkaia;Hombres;1998;5326
48;Bizkaia;Hombres;1997;5277
48;Bizkaia;Hombres;1996;5459
48;Bizkaia;Hombres;1995;5404
48;Bizkaia;Hombres;1994;5207
48;Bizkaia;Hombres;1993;5208
48;Bizkaia;Hombres;1992;5135
48;Bizkaia;Hombres;1991;5105
48;Bizkaia;Hombres;1990;5134
48;Bizkaia;Hombres;1989;4830
48;Bizkaia;Hombres;1988;4762
48;Bizkaia;Hombres;1987;4771
48;Bizkaia;Hombres;1986;4854
48;Bizkaia;Hombres;1985;4860
48;Bizkaia;Hombres;1984;4815
48;Bizkaia;Hombres;1983;4670
48;Bizkaia;Hombres;1982;4637
48;Bizkaia;Hombres;1981;4864
48;Bizkaia;Hombres;1980;4797
48;Bizkaia;Hombres;1979;4673
48;Bizkaia;Hombres;1978;4622
48;Bizkaia;Hombres;1977;4649
48;Bizkaia;Hombres;1976;4577
48;Bizkaia;Hombres;1975;4629
48;Bizkaia;Mujeres;2021;6321
48;Bizkaia;Mujeres;2020;6713
48;Bizkaia;Mujeres;2019;5992
48;Bizkaia;Mujeres;2018;6033
48;Bizkaia;Mujeres;2017;5958
48;Bizkaia;Mujeres;2016;5850
48;Bizkaia;Mujeres;2015;5894
48;Bizkaia;Mujeres;2014;5568
48;Bizkaia;Mujeres;2013;5234
48;Bizkaia;Mujeres;2012;5534
48;Bizkaia;Mujeres;2011;5341
48;Bizkaia;Mujeres;2010;5165
48;Bizkaia;Mujeres;2009;5176
48;Bizkaia;Mujeres;2008;5184
48;Bizkaia;Mujeres;2007;5151
48;Bizkaia;Mujeres;2006;4853
48;Bizkaia;Mujeres;2005;5102
48;Bizkaia;Mujeres;2004;4902
48;Bizkaia;Mujeres;2003;5099
48;Bizkaia;Mujeres;2002;4910
48;Bizkaia;Mujeres;2001;4656
48;Bizkaia;Mujeres;2000;4745
48;Bizkaia;Mujeres;1999;4718
48;Bizkaia;Mujeres;1998;4742
48;Bizkaia;Mujeres;1997;4491
48;Bizkaia;Mujeres;1996;4555
48;Bizkaia;Mujeres;1995;4462
48;Bizkaia;Mujeres;1994;4099
48;Bizkaia;Mujeres;1993;4193
48;Bizkaia;Mujeres;1992;4132
48;Bizkaia;Mujeres;1991;4191
48;Bizkaia;Mujeres;1990;4239
48;Bizkaia;Mujeres;1989;3869
48;Bizkaia;Mujeres;1988;3846
48;Bizkaia;Mujeres;1987;3854
48;Bizkaia;Mujeres;1986;3941
48;Bizkaia;Mujeres;1985;3990
48;Bizkaia;Mujeres;1984;3872
48;Bizkaia;Mujeres;1983;3761
48;Bizkaia;Mujeres;1982;3698
48;Bizkaia;Mujeres;1981;3859
48;Bizkaia;Mujeres;1980;3658
48;Bizkaia;Mujeres;1979;3744
48;Bizkaia;Mujeres;1978;3603
48;Bizkaia;Mujeres;1977;3688
48;Bizkaia;Mujeres;1976;3711
48;Bizkaia;Mujeres;1975;3810
09;Burgos;Total;2021;3968
09;Burgos;Total;2020;4777
09;Burgos;Total;2019;3891
09;Burgos;Total;2018;4008
09;Burgos;Total;2017;4016
09;Burgos;Total;2016;3838
09;Burgos;Total;2015;3865
09;Burgos;Total;2014;3838
09;Burgos;Total;2013;3754
09;Burgos;Total;2012;3942
09;Burgos;Total;2011;3784
09;Burgos;Total;2010;3552
09;Burgos;Total;2009;3764
09;Burgos;Total;2008;3779
09;Burgos;Total;2007;3664
09;Burgos;Total;2006;3382
09;Burgos;Total;2005;3862
09;Burgos;Total;2004;3412
09;Burgos;Total;2003;3612
09;Burgos;Total;2002;3462
09;Burgos;Total;2001;3333
09;Burgos;Total;2000;3403
09;Burgos;Total;1999;3523
09;Burgos;Total;1998;3420
09;Burgos;Total;1997;3368
09;Burgos;Total;1996;3336
09;Burgos;Total;1995;3308
09;Burgos;Total;1994;3200
09;Burgos;Total;1993;3312
09;Burgos;Total;1992;3182
09;Burgos;Total;1991;3255
09;Burgos;Total;1990;3167
09;Burgos;Total;1989;3086
09;Burgos;Total;1988;3112
09;Burgos;Total;1987;2993
09;Burgos;Total;1986;3041
09;Burgos;Total;1985;2974
09;Burgos;Total;1984;2809
09;Burgos;Total;1983;2734
09;Burgos;Total;1982;2387
09;Burgos;Total;1981;2556
09;Burgos;Total;1980;2664
09;Burgos;Total;1979;2742
09;Burgos;Total;1978;2861
09;Burgos;Total;1977;2989
09;Burgos;Total;1976;3086
09;Burgos;Total;1975;3032
09;Burgos;Hombres;2021;2077
09;Burgos;Hombres;2020;2441
09;Burgos;Hombres;2019;1968
09;Burgos;Hombres;2018;2003
09;Burgos;Hombres;2017;2014
09;Burgos;Hombres;2016;1959
09;Burgos;Hombres;2015;2017
09;Burgos;Hombres;2014;2013
09;Burgos;Hombres;2013;1938
09;Burgos;Hombres;2012;2116
09;Burgos;Hombres;2011;1956
09;Burgos;Hombres;2010;1904
09;Burgos;Hombres;2009;1976
09;Burgos;Hombres;2008;1980
09;Burgos;Hombres;2007;1940
09;Burgos;Hombres;2006;1827
09;Burgos;Hombres;2005;2081
09;Burgos;Hombres;2004;1820
09;Burgos;Hombres;2003;1949
09;Burgos;Hombres;2002;1881
09;Burgos;Hombres;2001;1842
09;Burgos;Hombres;2000;1807
09;Burgos;Hombres;1999;1935
09;Burgos;Hombres;1998;1856
09;Burgos;Hombres;1997;1841
09;Burgos;Hombres;1996;1825
09;Burgos;Hombres;1995;1834
09;Burgos;Hombres;1994;1728
09;Burgos;Hombres;1993;1808
09;Burgos;Hombres;1992;1755
09;Burgos;Hombres;1991;1797
09;Burgos;Hombres;1990;1785
09;Burgos;Hombres;1989;1692
09;Burgos;Hombres;1988;1764
09;Burgos;Hombres;1987;1656
09;Burgos;Hombres;1986;1662
09;Burgos;Hombres;1985;1613
09;Burgos;Hombres;1984;1554
09;Burgos;Hombres;1983;1453
09;Burgos;Hombres;1982;1323
09;Burgos;Hombres;1981;1433
09;Burgos;Hombres;1980;1461
09;Burgos;Hombres;1979;1578
09;Burgos;Hombres;1978;1634
09;Burgos;Hombres;1977;1652
09;Burgos;Hombres;1976;1708
09;Burgos;Hombres;1975;1632
09;Burgos;Mujeres;2021;1891
09;Burgos;Mujeres;2020;2336
09;Burgos;Mujeres;2019;1923
09;Burgos;Mujeres;2018;2005
09;Burgos;Mujeres;2017;2002
09;Burgos;Mujeres;2016;1879
09;Burgos;Mujeres;2015;1848
09;Burgos;Mujeres;2014;1825
09;Burgos;Mujeres;2013;1816
09;Burgos;Mujeres;2012;1826
09;Burgos;Mujeres;2011;1828
09;Burgos;Mujeres;2010;1648
09;Burgos;Mujeres;2009;1788
09;Burgos;Mujeres;2008;1799
09;Burgos;Mujeres;2007;1724
09;Burgos;Mujeres;2006;1555
09;Burgos;Mujeres;2005;1781
09;Burgos;Mujeres;2004;1592
09;Burgos;Mujeres;2003;1663
09;Burgos;Mujeres;2002;1581
09;Burgos;Mujeres;2001;1491
09;Burgos;Mujeres;2000;1596
09;Burgos;Mujeres;1999;1588
09;Burgos;Mujeres;1998;1564
09;Burgos;Mujeres;1997;1527
09;Burgos;Mujeres;1996;1511
09;Burgos;Mujeres;1995;1474
09;Burgos;Mujeres;1994;1472
09;Burgos;Mujeres;1993;1504
09;Burgos;Mujeres;1992;1427
09;Burgos;Mujeres;1991;1458
09;Burgos;Mujeres;1990;1382
09;Burgos;Mujeres;1989;1394
09;Burgos;Mujeres;1988;1348
09;Burgos;Mujeres;1987;1337
09;Burgos;Mujeres;1986;1379
09;Burgos;Mujeres;1985;1361
09;Burgos;Mujeres;1984;1255
09;Burgos;Mujeres;1983;1281
09;Burgos;Mujeres;1982;1064
09;Burgos;Mujeres;1981;1123
09;Burgos;Mujeres;1980;1203
09;Burgos;Mujeres;1979;1164
09;Burgos;Mujeres;1978;1227
09;Burgos;Mujeres;1977;1337
09;Burgos;Mujeres;1976;1378
09;Burgos;Mujeres;1975;1400
10;Cáceres;Total;2021;4889
10;Cáceres;Total;2020;5629
10;Cáceres;Total;2019;4478
10;Cáceres;Total;2018;4538
10;Cáceres;Total;2017;4689
10;Cáceres;Total;2016;4482
10;Cáceres;Total;2015;4621
10;Cáceres;Total;2014;4239
10;Cáceres;Total;2013;4435
10;Cáceres;Total;2012;4533
10;Cáceres;Total;2011;4176
10;Cáceres;Total;2010;4174
10;Cáceres;Total;2009;4175
10;Cáceres;Total;2008;4083
10;Cáceres;Total;2007;4242
10;Cáceres;Total;2006;3997
10;Cáceres;Total;2005;4318
10;Cáceres;Total;2004;4115
10;Cáceres;Total;2003;4477
10;Cáceres;Total;2002;4013
10;Cáceres;Total;2001;4133
10;Cáceres;Total;2000;4060
10;Cáceres;Total;1999;4270
10;Cáceres;Total;1998;4212
10;Cáceres;Total;1997;4101
10;Cáceres;Total;1996;4109
10;Cáceres;Total;1995;4060
10;Cáceres;Total;1994;3919
10;Cáceres;Total;1993;4010
10;Cáceres;Total;1992;3915
10;Cáceres;Total;1991;4004
10;Cáceres;Total;1990;4071
10;Cáceres;Total;1989;4017
10;Cáceres;Total;1988;3915
10;Cáceres;Total;1987;3883
10;Cáceres;Total;1986;3993
10;Cáceres;Total;1985;4149
10;Cáceres;Total;1984;3958
10;Cáceres;Total;1983;4144
10;Cáceres;Total;1982;3755
10;Cáceres;Total;1981;3949
10;Cáceres;Total;1980;3991
10;Cáceres;Total;1979;3946
10;Cáceres;Total;1978;3910
10;Cáceres;Total;1977;3925
10;Cáceres;Total;1976;3977
10;Cáceres;Total;1975;4025
10;Cáceres;Hombres;2021;2517
10;Cáceres;Hombres;2020;2816
10;Cáceres;Hombres;2019;2308
10;Cáceres;Hombres;2018;2331
10;Cáceres;Hombres;2017;2407
10;Cáceres;Hombres;2016;2305
10;Cáceres;Hombres;2015;2361
10;Cáceres;Hombres;2014;2185
10;Cáceres;Hombres;2013;2301
10;Cáceres;Hombres;2012;2363
10;Cáceres;Hombres;2011;2197
10;Cáceres;Hombres;2010;2194
10;Cáceres;Hombres;2009;2196
10;Cáceres;Hombres;2008;2185
10;Cáceres;Hombres;2007;2232
10;Cáceres;Hombres;2006;2132
10;Cáceres;Hombres;2005;2323
10;Cáceres;Hombres;2004;2189
10;Cáceres;Hombres;2003;2317
10;Cáceres;Hombres;2002;2117
10;Cáceres;Hombres;2001;2106
10;Cáceres;Hombres;2000;2081
10;Cáceres;Hombres;1999;2231
10;Cáceres;Hombres;1998;2210
10;Cáceres;Hombres;1997;2133
10;Cáceres;Hombres;1996;2123
10;Cáceres;Hombres;1995;2124
10;Cáceres;Hombres;1994;2031
10;Cáceres;Hombres;1993;2089
10;Cáceres;Hombres;1992;2068
10;Cáceres;Hombres;1991;2060
10;Cáceres;Hombres;1990;2104
10;Cáceres;Hombres;1989;2101
10;Cáceres;Hombres;1988;2017
10;Cáceres;Hombres;1987;2024
10;Cáceres;Hombres;1986;2052
10;Cáceres;Hombres;1985;2137
10;Cáceres;Hombres;1984;2077
10;Cáceres;Hombres;1983;2183
10;Cáceres;Hombres;1982;1958
10;Cáceres;Hombres;1981;2075
10;Cáceres;Hombres;1980;2143
10;Cáceres;Hombres;1979;2046
10;Cáceres;Hombres;1978;2086
10;Cáceres;Hombres;1977;2011
10;Cáceres;Hombres;1976;2095
10;Cáceres;Hombres;1975;2109
10;Cáceres;Mujeres;2021;2372
10;Cáceres;Mujeres;2020;2813
10;Cáceres;Mujeres;2019;2170
10;Cáceres;Mujeres;2018;2207
10;Cáceres;Mujeres;2017;2282
10;Cáceres;Mujeres;2016;2177
10;Cáceres;Mujeres;2015;2260
10;Cáceres;Mujeres;2014;2054
10;Cáceres;Mujeres;2013;2134
10;Cáceres;Mujeres;2012;2170
10;Cáceres;Mujeres;2011;1979
10;Cáceres;Mujeres;2010;1980
10;Cáceres;Mujeres;2009;1979
10;Cáceres;Mujeres;2008;1898
10;Cáceres;Mujeres;2007;2010
10;Cáceres;Mujeres;2006;1865
10;Cáceres;Mujeres;2005;1995
10;Cáceres;Mujeres;2004;1926
10;Cáceres;Mujeres;2003;2160
10;Cáceres;Mujeres;2002;1896
10;Cáceres;Mujeres;2001;2027
10;Cáceres;Mujeres;2000;1979
10;Cáceres;Mujeres;1999;2039
10;Cáceres;Mujeres;1998;2002
10;Cáceres;Mujeres;1997;1968
10;Cáceres;Mujeres;1996;1986
10;Cáceres;Mujeres;1995;1936
10;Cáceres;Mujeres;1994;1888
10;Cáceres;Mujeres;1993;1921
10;Cáceres;Mujeres;1992;1847
10;Cáceres;Mujeres;1991;1944
10;Cáceres;Mujeres;1990;1967
10;Cáceres;Mujeres;1989;1916
10;Cáceres;Mujeres;1988;1898
10;Cáceres;Mujeres;1987;1859
10;Cáceres;Mujeres;1986;1941
10;Cáceres;Mujeres;1985;2012
10;Cáceres;Mujeres;1984;1881
10;Cáceres;Mujeres;1983;1961
10;Cáceres;Mujeres;1982;1797
10;Cáceres;Mujeres;1981;1874
10;Cáceres;Mujeres;1980;1848
10;Cáceres;Mujeres;1979;1900
10;Cáceres;Mujeres;1978;1824
10;Cáceres;Mujeres;1977;1914
10;Cáceres;Mujeres;1976;1882
10;Cáceres;Mujeres;1975;1916
11;Cádiz;Total;2021;11693
11;Cádiz;Total;2020;11224
11;Cádiz;Total;2019;10044
11;Cádiz;Total;2018;10485
11;Cádiz;Total;2017;10007
11;Cádiz;Total;2016;9902
11;Cádiz;Total;2015;10121
11;Cádiz;Total;2014;9278
11;Cádiz;Total;2013;9438
11;Cádiz;Total;2012;9764
11;Cádiz;Total;2011;9162
11;Cádiz;Total;2010;9017
11;Cádiz;Total;2009;8993
11;Cádiz;Total;2008;8910
11;Cádiz;Total;2007;8378
11;Cádiz;Total;2006;8371
11;Cádiz;Total;2005;9233
11;Cádiz;Total;2004;8882
11;Cádiz;Total;2003;9043
11;Cádiz;Total;2002;8398
11;Cádiz;Total;2001;8244
11;Cádiz;Total;2000;8423
11;Cádiz;Total;1999;8611
11;Cádiz;Total;1998;8295
11;Cádiz;Total;1997;8083
11;Cádiz;Total;1996;8338
11;Cádiz;Total;1995;8304
11;Cádiz;Total;1994;7643
11;Cádiz;Total;1993;7887
11;Cádiz;Total;1992;7527
11;Cádiz;Total;1991;7882
11;Cádiz;Total;1990;7926
11;Cádiz;Total;1989;7309
11;Cádiz;Total;1988;7384
11;Cádiz;Total;1987;7240
11;Cádiz;Total;1986;7147
11;Cádiz;Total;1985;7181
11;Cádiz;Total;1984;7070
11;Cádiz;Total;1983;6835
11;Cádiz;Total;1982;6872
11;Cádiz;Total;1981;6775
11;Cádiz;Total;1980;6819
11;Cádiz;Total;1979;6666
11;Cádiz;Total;1978;6990
11;Cádiz;Total;1977;7035
11;Cádiz;Total;1976;7089
11;Cádiz;Total;1975;6997
11;Cádiz;Hombres;2021;6065
11;Cádiz;Hombres;2020;5914
11;Cádiz;Hombres;2019;5324
11;Cádiz;Hombres;2018;5461
11;Cádiz;Hombres;2017;5169
11;Cádiz;Hombres;2016;5174
11;Cádiz;Hombres;2015;5194
11;Cádiz;Hombres;2014;4867
11;Cádiz;Hombres;2013;4947
11;Cádiz;Hombres;2012;5194
11;Cádiz;Hombres;2011;4862
11;Cádiz;Hombres;2010;4767
11;Cádiz;Hombres;2009;4759
11;Cádiz;Hombres;2008;4701
11;Cádiz;Hombres;2007;4376
11;Cádiz;Hombres;2006;4369
11;Cádiz;Hombres;2005;5023
11;Cádiz;Hombres;2004;4853
11;Cádiz;Hombres;2003;4857
11;Cádiz;Hombres;2002;4481
11;Cádiz;Hombres;2001;4465
11;Cádiz;Hombres;2000;4499
11;Cádiz;Hombres;1999;4647
11;Cádiz;Hombres;1998;4435
11;Cádiz;Hombres;1997;4285
11;Cádiz;Hombres;1996;4607
11;Cádiz;Hombres;1995;4503
11;Cádiz;Hombres;1994;4066
11;Cádiz;Hombres;1993;4259
11;Cádiz;Hombres;1992;4087
11;Cádiz;Hombres;1991;4330
11;Cádiz;Hombres;1990;4328
11;Cádiz;Hombres;1989;3947
11;Cádiz;Hombres;1988;3945
11;Cádiz;Hombres;1987;3856
11;Cádiz;Hombres;1986;3877
11;Cádiz;Hombres;1985;3908
11;Cádiz;Hombres;1984;3764
11;Cádiz;Hombres;1983;3633
11;Cádiz;Hombres;1982;3693
11;Cádiz;Hombres;1981;3666
11;Cádiz;Hombres;1980;3544
11;Cádiz;Hombres;1979;3602
11;Cádiz;Hombres;1978;3714
11;Cádiz;Hombres;1977;3826
11;Cádiz;Hombres;1976;3709
11;Cádiz;Hombres;1975;3704
11;Cádiz;Mujeres;2021;5628
11;Cádiz;Mujeres;2020;5310
11;Cádiz;Mujeres;2019;4720
11;Cádiz;Mujeres;2018;5024
11;Cádiz;Mujeres;2017;4838
11;Cádiz;Mujeres;2016;4728
11;Cádiz;Mujeres;2015;4927
11;Cádiz;Mujeres;2014;4411
11;Cádiz;Mujeres;2013;4491
11;Cádiz;Mujeres;2012;4570
11;Cádiz;Mujeres;2011;4300
11;Cádiz;Mujeres;2010;4250
11;Cádiz;Mujeres;2009;4234
11;Cádiz;Mujeres;2008;4209
11;Cádiz;Mujeres;2007;4002
11;Cádiz;Mujeres;2006;4002
11;Cádiz;Mujeres;2005;4210
11;Cádiz;Mujeres;2004;4029
11;Cádiz;Mujeres;2003;4186
11;Cádiz;Mujeres;2002;3917
11;Cádiz;Mujeres;2001;3779
11;Cádiz;Mujeres;2000;3924
11;Cádiz;Mujeres;1999;3964
11;Cádiz;Mujeres;1998;3860
11;Cádiz;Mujeres;1997;3798
11;Cádiz;Mujeres;1996;3731
11;Cádiz;Mujeres;1995;3801
11;Cádiz;Mujeres;1994;3577
11;Cádiz;Mujeres;1993;3628
11;Cádiz;Mujeres;1992;3440
11;Cádiz;Mujeres;1991;3552
11;Cádiz;Mujeres;1990;3598
11;Cádiz;Mujeres;1989;3362
11;Cádiz;Mujeres;1988;3439
11;Cádiz;Mujeres;1987;3384
11;Cádiz;Mujeres;1986;3270
11;Cádiz;Mujeres;1985;3273
11;Cádiz;Mujeres;1984;3306
11;Cádiz;Mujeres;1983;3202
11;Cádiz;Mujeres;1982;3179
11;Cádiz;Mujeres;1981;3109
11;Cádiz;Mujeres;1980;3275
11;Cádiz;Mujeres;1979;3064
11;Cádiz;Mujeres;1978;3276
11;Cádiz;Mujeres;1977;3209
11;Cádiz;Mujeres;1976;3380
11;Cádiz;Mujeres;1975;3293
39;Cantabria;Total;2021;6052
39;Cantabria;Total;2020;6467
39;Cantabria;Total;2019;6013
39;Cantabria;Total;2018;6096
39;Cantabria;Total;2017;5958
39;Cantabria;Total;2016;5936
39;Cantabria;Total;2015;6041
39;Cantabria;Total;2014;5899
39;Cantabria;Total;2013;5603
39;Cantabria;Total;2012;5812
39;Cantabria;Total;2011;5606
39;Cantabria;Total;2010;5466
39;Cantabria;Total;2009;5513
39;Cantabria;Total;2008;5522
39;Cantabria;Total;2007;5615
39;Cantabria;Total;2006;5449
39;Cantabria;Total;2005;5370
39;Cantabria;Total;2004;5214
39;Cantabria;Total;2003;5399
39;Cantabria;Total;2002;5278
39;Cantabria;Total;2001;5077
39;Cantabria;Total;2000;5335
39;Cantabria;Total;1999;5385
39;Cantabria;Total;1998;5167
39;Cantabria;Total;1997;5086
39;Cantabria;Total;1996;5189
39;Cantabria;Total;1995;5031
39;Cantabria;Total;1994;4862
39;Cantabria;Total;1993;4929
39;Cantabria;Total;1992;4817
39;Cantabria;Total;1991;4740
39;Cantabria;Total;1990;4725
39;Cantabria;Total;1989;4662
39;Cantabria;Total;1988;4544
39;Cantabria;Total;1987;4285
39;Cantabria;Total;1986;4408
39;Cantabria;Total;1985;4472
39;Cantabria;Total;1984;4304
39;Cantabria;Total;1983;4344
39;Cantabria;Total;1982;4056
39;Cantabria;Total;1981;4149
39;Cantabria;Total;1980;4156
39;Cantabria;Total;1979;4145
39;Cantabria;Total;1978;3870
39;Cantabria;Total;1977;4153
39;Cantabria;Total;1976;4150
39;Cantabria;Total;1975;4271
39;Cantabria;Hombres;2021;3078
39;Cantabria;Hombres;2020;3176
39;Cantabria;Hombres;2019;3015
39;Cantabria;Hombres;2018;3095
39;Cantabria;Hombres;2017;2993
39;Cantabria;Hombres;2016;3003
39;Cantabria;Hombres;2015;2984
39;Cantabria;Hombres;2014;2939
39;Cantabria;Hombres;2013;2815
39;Cantabria;Hombres;2012;2911
39;Cantabria;Hombres;2011;2883
39;Cantabria;Hombres;2010;2858
39;Cantabria;Hombres;2009;2876
39;Cantabria;Hombres;2008;2840
39;Cantabria;Hombres;2007;2904
39;Cantabria;Hombres;2006;2827
39;Cantabria;Hombres;2005;2838
39;Cantabria;Hombres;2004;2751
39;Cantabria;Hombres;2003;2812
39;Cantabria;Hombres;2002;2790
39;Cantabria;Hombres;2001;2656
39;Cantabria;Hombres;2000;2761
39;Cantabria;Hombres;1999;2827
39;Cantabria;Hombres;1998;2763
39;Cantabria;Hombres;1997;2656
39;Cantabria;Hombres;1996;2710
39;Cantabria;Hombres;1995;2707
39;Cantabria;Hombres;1994;2629
39;Cantabria;Hombres;1993;2603
39;Cantabria;Hombres;1992;2599
39;Cantabria;Hombres;1991;2563
39;Cantabria;Hombres;1990;2492
39;Cantabria;Hombres;1989;2472
39;Cantabria;Hombres;1988;2385
39;Cantabria;Hombres;1987;2274
39;Cantabria;Hombres;1986;2312
39;Cantabria;Hombres;1985;2425
39;Cantabria;Hombres;1984;2279
39;Cantabria;Hombres;1983;2232
39;Cantabria;Hombres;1982;2118
39;Cantabria;Hombres;1981;2199
39;Cantabria;Hombres;1980;2272
39;Cantabria;Hombres;1979;2222
39;Cantabria;Hombres;1978;2039
39;Cantabria;Hombres;1977;2154
39;Cantabria;Hombres;1976;2163
39;Cantabria;Hombres;1975;2223
39;Cantabria;Mujeres;2021;2974
39;Cantabria;Mujeres;2020;3291
39;Cantabria;Mujeres;2019;2998
39;Cantabria;Mujeres;2018;3001
39;Cantabria;Mujeres;2017;2965
39;Cantabria;Mujeres;2016;2933
39;Cantabria;Mujeres;2015;3057
39;Cantabria;Mujeres;2014;2960
39;Cantabria;Mujeres;2013;2788
39;Cantabria;Mujeres;2012;2901
39;Cantabria;Mujeres;2011;2723
39;Cantabria;Mujeres;2010;2608
39;Cantabria;Mujeres;2009;2637
39;Cantabria;Mujeres;2008;2682
39;Cantabria;Mujeres;2007;2711
39;Cantabria;Mujeres;2006;2622
39;Cantabria;Mujeres;2005;2532
39;Cantabria;Mujeres;2004;2463
39;Cantabria;Mujeres;2003;2587
39;Cantabria;Mujeres;2002;2488
39;Cantabria;Mujeres;2001;2421
39;Cantabria;Mujeres;2000;2574
39;Cantabria;Mujeres;1999;2558
39;Cantabria;Mujeres;1998;2404
39;Cantabria;Mujeres;1997;2430
39;Cantabria;Mujeres;1996;2479
39;Cantabria;Mujeres;1995;2324
39;Cantabria;Mujeres;1994;2233
39;Cantabria;Mujeres;1993;2326
39;Cantabria;Mujeres;1992;2218
39;Cantabria;Mujeres;1991;2177
39;Cantabria;Mujeres;1990;2233
39;Cantabria;Mujeres;1989;2190
39;Cantabria;Mujeres;1988;2159
39;Cantabria;Mujeres;1987;2011
39;Cantabria;Mujeres;1986;2096
39;Cantabria;Mujeres;1985;2047
39;Cantabria;Mujeres;1984;2025
39;Cantabria;Mujeres;1983;2112
39;Cantabria;Mujeres;1982;1938
39;Cantabria;Mujeres;1981;1950
39;Cantabria;Mujeres;1980;1884
39;Cantabria;Mujeres;1979;1923
39;Cantabria;Mujeres;1978;1831
39;Cantabria;Mujeres;1977;1999
39;Cantabria;Mujeres;1976;1987
39;Cantabria;Mujeres;1975;2048
12;Castellón/Castelló;Total;2021;5934
12;Castellón/Castelló;Total;2020;5685
12;Castellón/Castelló;Total;2019;5268
12;Castellón/Castelló;Total;2018;5595
12;Castellón/Castelló;Total;2017;5293
12;Castellón/Castelló;Total;2016;5139
12;Castellón/Castelló;Total;2015;5382
12;Castellón/Castelló;Total;2014;5036
12;Castellón/Castelló;Total;2013;4971
12;Castellón/Castelló;Total;2012;4984
12;Castellón/Castelló;Total;2011;4965
12;Castellón/Castelló;Total;2010;4837
12;Castellón/Castelló;Total;2009;5030
12;Castellón/Castelló;Total;2008;4957
12;Castellón/Castelló;Total;2007;4837
12;Castellón/Castelló;Total;2006;4832
12;Castellón/Castelló;Total;2005;5030
12;Castellón/Castelló;Total;2004;4757
12;Castellón/Castelló;Total;2003;5057
12;Castellón/Castelló;Total;2002;4794
12;Castellón/Castelló;Total;2001;4775
12;Castellón/Castelló;Total;2000;4633
12;Castellón/Castelló;Total;1999;4945
12;Castellón/Castelló;Total;1998;4796
12;Castellón/Castelló;Total;1997;4709
12;Castellón/Castelló;Total;1996;4682
12;Castellón/Castelló;Total;1995;4607
12;Castellón/Castelló;Total;1994;4567
12;Castellón/Castelló;Total;1993;4465
12;Castellón/Castelló;Total;1992;4394
12;Castellón/Castelló;Total;1991;4663
12;Castellón/Castelló;Total;1990;4475
12;Castellón/Castelló;Total;1989;4281
12;Castellón/Castelló;Total;1988;4318
12;Castellón/Castelló;Total;1987;4237
12;Castellón/Castelló;Total;1986;4224
12;Castellón/Castelló;Total;1985;4295
12;Castellón/Castelló;Total;1984;4098
12;Castellón/Castelló;Total;1983;4181
12;Castellón/Castelló;Total;1982;3935
12;Castellón/Castelló;Total;1981;4095
12;Castellón/Castelló;Total;1980;3964
12;Castellón/Castelló;Total;1979;4150
12;Castellón/Castelló;Total;1978;4292
12;Castellón/Castelló;Total;1977;4096
12;Castellón/Castelló;Total;1976;4089
12;Castellón/Castelló;Total;1975;4335
12;Castellón/Castelló;Hombres;2021;3106
12;Castellón/Castelló;Hombres;2020;2892
12;Castellón/Castelló;Hombres;2019;2775
12;Castellón/Castelló;Hombres;2018;2874
12;Castellón/Castelló;Hombres;2017;2700
12;Castellón/Castelló;Hombres;2016;2658
12;Castellón/Castelló;Hombres;2015;2761
12;Castellón/Castelló;Hombres;2014;2558
12;Castellón/Castelló;Hombres;2013;2559
12;Castellón/Castelló;Hombres;2012;2634
12;Castellón/Castelló;Hombres;2011;2586
12;Castellón/Castelló;Hombres;2010;2493
12;Castellón/Castelló;Hombres;2009;2682
12;Castellón/Castelló;Hombres;2008;2532
12;Castellón/Castelló;Hombres;2007;2553
12;Castellón/Castelló;Hombres;2006;2595
12;Castellón/Castelló;Hombres;2005;2664
12;Castellón/Castelló;Hombres;2004;2512
12;Castellón/Castelló;Hombres;2003;2626
12;Castellón/Castelló;Hombres;2002;2463
12;Castellón/Castelló;Hombres;2001;2516
12;Castellón/Castelló;Hombres;2000;2476
12;Castellón/Castelló;Hombres;1999;2599
12;Castellón/Castelló;Hombres;1998;2540
12;Castellón/Castelló;Hombres;1997;2460
12;Castellón/Castelló;Hombres;1996;2559
12;Castellón/Castelló;Hombres;1995;2424
12;Castellón/Castelló;Hombres;1994;2342
12;Castellón/Castelló;Hombres;1993;2283
12;Castellón/Castelló;Hombres;1992;2318
12;Castellón/Castelló;Hombres;1991;2451
12;Castellón/Castelló;Hombres;1990;2351
12;Castellón/Castelló;Hombres;1989;2242
12;Castellón/Castelló;Hombres;1988;2260
12;Castellón/Castelló;Hombres;1987;2252
12;Castellón/Castelló;Hombres;1986;2154
12;Castellón/Castelló;Hombres;1985;2210
12;Castellón/Castelló;Hombres;1984;2162
12;Castellón/Castelló;Hombres;1983;2153
12;Castellón/Castelló;Hombres;1982;2061
12;Castellón/Castelló;Hombres;1981;2104
12;Castellón/Castelló;Hombres;1980;2063
12;Castellón/Castelló;Hombres;1979;2183
12;Castellón/Castelló;Hombres;1978;2215
12;Castellón/Castelló;Hombres;1977;2096
12;Castellón/Castelló;Hombres;1976;2130
12;Castellón/Castelló;Hombres;1975;2251
